"CUADRO Nº 6: POBLACIÓN DE 18 Y MÁS AÑOS DE EDAD, POR TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI), SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"TENENCIA DE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)",
,,"TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)","NO TIENE DOCUMENTO NACIONAL DE IDENTIDAD (DNI)"
,,,
"Provincia CELENDIN (000)",49340,46162,3178
"Hombres (001)",23720,22586,1134
"Mujeres (002)",25620,23576,2044
"De 18 a 29 años (003)",16387,15248,1139
"Hombres (004)",7931,7393,538
"Mujeres (005)",8456,7855,601
"De 30 a 44 años (006)",14995,14550,445
"Hombres (007)",7176,7024,152
"Mujeres (008)",7819,7526,293
"De 45 a 64 años (009)",11618,10991,627
"Hombres (010)",5628,5436,192
"Mujeres (011)",5990,5555,435
"De 65 y más años (012)",6340,5373,967
"Hombres (013)",2985,2733,252
"Mujeres (014)",3355,2640,715
,,,
"URBANA (015)",13594,13071,523
"Hombres (016)",6342,6148,194
"Mujeres (017)",7252,6923,329
"De 18 a 29 años (018)",4487,4282,205
"Hombres (019)",2114,2014,100
"Mujeres (020)",2373,2268,105
"De 30 a 44 años (021)",4016,3959,57
"Hombres (022)",1864,1842,22
"Mujeres (023)",2152,2117,35
"De 45 a 64 años (024)",3191,3100,91
"Hombres (025)",1481,1451,30
"Mujeres (026)",1710,1649,61
"De 65 y más años (027)",1900,1730,170
"Hombres (028)",883,841,42
"Mujeres (029)",1017,889,128
,,,
"RURAL (030)",35746,33091,2655
"Hombres (031)",17378,16438,940
"Mujeres (032)",18368,16653,1715
"De 18 a 29 años (033)",11900,10966,934
"Hombres (034)",5817,5379,438
"Mujeres (035)",6083,5587,496
"De 30 a 44 años (036)",10979,10591,388
"Hombres (037)",5312,5182,130
"Mujeres (038)",5667,5409,258
"De 45 a 64 años (039)",8427,7891,536
"Hombres (040)",4147,3985,162
"Mujeres (041)",4280,3906,374
"De 65 y más años (042)",4440,3643,797
"Hombres (043)",2102,1892,210
"Mujeres (044)",2338,1751,587
