"CUADRO Nº 13: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, Y NIVEL EDUCATIVO ALCANZADO",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL; Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia CHINCHA (000)",56981,579,19243,17889,6820,2423,1094,280,42,,8611
"Sin Nivel (001)",2493,85,1018,680,195,92,70,29,5,,319
"Educación Inicial (002)",42,3,14,8,1,,,,,,16
"Primaria (003)",16569,292,7341,4816,1513,622,378,129,18,,1460
"Secundaria (004)",22225,164,8676,7179,2127,712,276,64,10,,3017
"Sup. no Univ. Incompleta (005)",3617,6,789,1398,459,127,52,5,2,,779
"Sup. no Univ. Completa (006)",6693,15,791,2329,1442,435,155,25,4,,1497
"Sup. Univ. Incompleta (007)",1585,4,278,492,231,75,22,2,,,481
"Sup. Univ. Completa (008)",3757,10,336,987,852,360,141,26,3,,1042
,,,,,,,,,,,
"URBANA (010)",50825,485,16942,16024,6222,2198,980,252,39,,7683
"Sin Nivel (011)",1841,62,755,483,132,67,52,25,3,,262
"Educación Inicial (012)",39,3,13,7,1,,,,,,15
"Primaria (013)",14036,241,6252,4070,1288,522,320,109,17,,1217
"Secundaria (014)",20008,147,7808,6518,1923,658,247,62,10,,2635
"Sup. no Univ. Incompleta (015)",3395,6,749,1306,442,120,51,5,2,,714
"Sup. no Univ. Completa (016)",6356,13,759,2213,1390,410,148,23,4,,1396
"Sup. Univ. Incompleta (017)",1529,3,276,470,227,73,22,2,,,456
"Sup. Univ. Completa (018)",3621,10,330,957,819,348,140,26,3,,988
,,,,,,,,,,,
"RURAL (020)",6156,94,2301,1865,598,225,114,28,3,,928
"Sin Nivel (021)",652,23,263,197,63,25,18,4,2,,57
"Educación Inicial (022)",3,,1,1,,,,,,,1
"Primaria (023)",2533,51,1089,746,225,100,58,20,1,,243
"Secundaria (024)",2217,17,868,661,204,54,29,2,,,382
"Sup. no Univ. Incompleta (025)",222,,40,92,17,7,1,,,,65
"Sup. no Univ. Completa (026)",337,2,32,116,52,25,7,2,,,101
"Sup. Univ. Incompleta (027)",56,1,2,22,4,2,,,,,25
"Sup. Univ. Completa (028)",136,,6,30,33,12,1,,,,54
