"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia OYON (000)",7803,82,2531,2863,1784,543
"Empleado (001)",1588,9,544,700,315,20
"Obrero (002)",2826,11,1055,1129,532,99
"Trabajador independiente (003)",2463,13,520,810,763,357
"Empleador o patrono (004)",85,,16,28,32,9
"Trabajador familiar no remunerado (005)",510,44,191,121,104,50
"Trabajador del hogar (006)",78,2,52,16,7,1
"Desocupado (008)",253,3,153,59,31,7
"Hombres (009)",5811,49,1885,2172,1323,382
"Empleado (010)",1063,6,321,468,252,16
"Obrero (011)",2545,9,959,1043,465,69
"Trabajador independiente (012)",1694,4,356,545,527,262
"Empleador o patrono (013)",66,,14,22,23,7
"Trabajador familiar no remunerado (014)",234,27,111,46,27,23
"Trabajador del hogar (015)",7,,6,1,,
"Desocupado (017)",202,3,118,47,29,5
"Mujeres (018)",1992,33,646,691,461,161
"Empleado (019)",525,3,223,232,63,4
"Obrero (020)",281,2,96,86,67,30
"Trabajador independiente (021)",769,9,164,265,236,95
"Empleador o patrono (022)",19,,2,6,9,2
"Trabajador familiar no remunerado (023)",276,17,80,75,77,27
"Trabajador del hogar (024)",71,2,46,15,7,1
"Desocupado (026)",51,,35,12,2,2
,,,,,,
"URBANA (027)",4342,51,1385,1585,992,329
"Empleado (028)",955,8,319,430,182,16
"Obrero (029)",1315,6,493,511,249,56
"Trabajador independiente (030)",1585,8,344,536,468,229
"Empleador o patrono (031)",45,,8,10,21,6
"Trabajador familiar no remunerado (032)",217,26,84,44,45,18
"Trabajador del hogar (033)",58,2,40,10,6,
"Desocupado (035)",167,1,97,44,21,4
"Hombres (036)",3019,34,970,1093,690,232
"Empleado (037)",548,6,157,237,135,13
"Obrero (038)",1188,6,454,477,217,34
"Trabajador independiente (039)",1022,3,228,323,298,170
"Empleador o patrono (040)",31,,6,7,14,4
"Trabajador familiar no remunerado (041)",96,18,49,14,7,8
"Trabajador del hogar (042)",4,,3,1,,
"Desocupado (044)",130,1,73,34,19,3
"Mujeres (045)",1323,17,415,492,302,97
"Empleado (046)",407,2,162,193,47,3
"Obrero (047)",127,,39,34,32,22
"Trabajador independiente (048)",563,5,116,213,170,59
"Empleador o patrono (049)",14,,2,3,7,2
"Trabajador familiar no remunerado (050)",121,8,35,30,38,10
"Trabajador del hogar (051)",54,2,37,9,6,
"Desocupado (053)",37,,24,10,2,1
,,,,,,
"RURAL (054)",3461,31,1146,1278,792,214
"Empleado (055)",633,1,225,270,133,4
"Obrero (056)",1511,5,562,618,283,43
"Trabajador independiente (057)",878,5,176,274,295,128
"Empleador o patrono (058)",40,,8,18,11,3
"Trabajador familiar no remunerado (059)",293,18,107,77,59,32
"Trabajador del hogar (060)",20,,12,6,1,1
"Desocupado (062)",86,2,56,15,10,3
"Hombres (063)",2792,15,915,1079,633,150
"Empleado (064)",515,,164,231,117,3
"Obrero (065)",1357,3,505,566,248,35
"Trabajador independiente (066)",672,1,128,222,229,92
"Empleador o patrono (067)",35,,8,15,9,3
"Trabajador familiar no remunerado (068)",138,9,62,32,20,15
"Trabajador del hogar (069)",3,,3,,,
"Desocupado (071)",72,2,45,13,10,2
"Mujeres (072)",669,16,231,199,159,64
"Empleado (073)",118,1,61,39,16,1
"Obrero (074)",154,2,57,52,35,8
"Trabajador independiente (075)",206,4,48,52,66,36
"Empleador o patrono (076)",5,,,3,2,
"Trabajador familiar no remunerado (077)",155,9,45,45,39,17
"Trabajador del hogar (078)",17,,9,6,1,1
"Desocupado (080)",14,,11,2,,1
