"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia CAMANA",,,,,,,,,
"Hogares (001)",15013,817,263,183,147,63,44,56,13440
"Ocupantes presentes (002)",52061,2570,826,575,543,274,221,282,46770
"Casa independiente",,,,,,,,,
"Hogares (004)",13197,768,248,173,134,59,40,53,11722
"Ocupantes presentes (005)",46744,2473,787,543,494,254,208,270,41715
"Departamento en edificio",,,,,,,,,
"Hogares (007)",238,18,3,3,10,2,1,2,199
"Ocupantes presentes (008)",782,50,13,10,40,10,6,10,643
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",134,8,4,2,2,1,,,117
"Ocupantes presentes (011)",372,14,6,7,5,5,,,335
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",212,3,2,,,,1,,206
"Ocupantes presentes (014)",629,3,8,,,,2,,616
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1074,19,4,4,1,1,1,1,1043
"Ocupantes presentes (017)",3054,29,8,13,4,5,1,2,2992
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",105,,2,1,,,,,102
"Ocupantes presentes (020)",367,,4,2,,,,,361
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",17,1,,,,,,,16
"Ocupantes presentes (023)",40,1,,,,,,,39
"Otro tipo",,,,,,,,,
"Hogares (025)",36,,,,,,1,,35
"Ocupantes presentes (026)",73,,,,,,4,,69
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",12266,733,242,158,141,58,42,52,10840
"Ocupantes presentes (029)",43808,2416,777,488,521,249,216,270,38871
"Casa independiente",,,,,,,,,
"Hogares (031)",11539,703,231,152,129,55,40,50,10179
"Ocupantes presentes (032)",41576,2348,746,469,476,234,208,260,36835
"Departamento en edificio",,,,,,,,,
"Hogares (034)",238,18,3,3,10,2,1,2,199
"Ocupantes presentes (035)",782,50,13,10,40,10,6,10,643
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",134,8,4,2,2,1,,,117
"Ocupantes presentes (038)",372,14,6,7,5,5,,,335
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",212,3,2,,,,1,,206
"Ocupantes presentes (041)",629,3,8,,,,2,,616
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",105,,2,1,,,,,102
"Ocupantes presentes (047)",367,,4,2,,,,,361
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",13,1,,,,,,,12
"Ocupantes presentes (050)",31,1,,,,,,,30
"Otro tipo",,,,,,,,,
"Hogares (052)",25,,,,,,,,25
"Ocupantes presentes (053)",51,,,,,,,,51
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",2747,84,21,25,6,5,2,4,2600
"Ocupantes presentes (056)",8253,154,49,87,22,25,5,12,7899
"Casa independiente",,,,,,,,,
"Hogares (058)",1658,65,17,21,5,4,,3,1543
"Ocupantes presentes (059)",5168,125,41,74,18,20,,10,4880
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1074,19,4,4,1,1,1,1,1043
"Ocupantes presentes (071)",3054,29,8,13,4,5,1,2,2992
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",4,,,,,,,,4
"Ocupantes presentes (077)",9,,,,,,,,9
"Otro tipo",,,,,,,,,
"Hogares (079)",11,,,,,,1,,10
"Ocupantes presentes (080)",22,,,,,,4,,18
