"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CANDARAVE (000)",8373,2549,689,186,4950
"Menos de 1 año (001)",107,82,7,,18
"De 1 a 14 años (002)",1986,1340,116,32,498
"De 15 a 29 años (003)",2008,424,141,42,1401
"De 30 a 44 años (004)",1870,244,262,55,1309
"De 45 a 64 años (005)",1543,234,127,35,1147
"De 65 y mas años (006)",859,225,36,22,577
"Hombres (008)",4379,1206,434,130,2610
"Menos de 1 año (009)",44,34,3,,7
"De 1 a 14 años (010)",1012,672,56,16,268
"De 15 a 29 años (011)",1089,191,97,32,769
"De 30 a 44 años (012)",981,95,162,43,681
"De 45 a 64 años (013)",827,111,93,26,597
"De 65 y mas años (014)",426,103,23,13,288
"Mujeres (016)",3994,1343,255,56,2340
"Menos de 1 año (017)",63,48,4,,11
"De 1 a 14 años (018)",974,668,60,16,230
"De 15 a 29 años (019)",919,233,44,10,632
"De 30 a 44 años (020)",889,149,100,12,628
"De 45 a 64 años (021)",716,123,34,9,550
"De 65 y mas años (022)",433,122,13,9,289
,,,,,
"URBANA (024)",5436,1712,472,133,3120
"Menos de 1 año (025)",71,54,6,,11
"De 1 a 14 años (026)",1223,855,90,18,260
"De 15 a 29 años (027)",1293,290,81,31,891
"De 30 a 44 años (028)",1239,171,175,47,846
"De 45 a 64 años (029)",1041,173,92,21,755
"De 65 y mas años (030)",569,169,28,16,357
"Hombres (032)",2799,816,284,90,1610
"Menos de 1 año (033)",33,26,3,,4
"De 1 a 14 años (034)",632,442,41,8,141
"De 15 a 29 años (035)",679,128,53,23,475
"De 30 a 44 años (036)",646,65,105,36,440
"De 45 a 64 años (037)",543,81,63,16,383
"De 65 y mas años (038)",266,74,19,7,167
"Mujeres (040)",2637,896,188,43,1510
"Menos de 1 año (041)",38,28,3,,7
"De 1 a 14 años (042)",591,413,49,10,119
"De 15 a 29 años (043)",614,162,28,8,416
"De 30 a 44 años (044)",593,106,70,11,406
"De 45 a 64 años (045)",498,92,29,5,372
"De 65 y mas años (046)",303,95,9,9,190
,,,,,
"RURAL (048)",2937,837,217,53,1830
"Menos de 1 año (049)",36,28,1,,7
"De 1 a 14 años (050)",763,485,26,14,238
"De 15 a 29 años (051)",715,134,60,11,510
"De 30 a 44 años (052)",631,73,87,8,463
"De 45 a 64 años (053)",502,61,35,14,392
"De 65 y mas años (054)",290,56,8,6,220
"Hombres (056)",1580,390,150,40,1000
"Menos de 1 año (057)",11,8,,,3
"De 1 a 14 años (058)",380,230,15,8,127
"De 15 a 29 años (059)",410,63,44,9,294
"De 30 a 44 años (060)",335,30,57,7,241
"De 45 a 64 años (061)",284,30,30,10,214
"De 65 y mas años (062)",160,29,4,6,121
"Mujeres (064)",1357,447,67,13,830
"Menos de 1 año (065)",25,20,1,,4
"De 1 a 14 años (066)",383,255,11,6,111
"De 15 a 29 años (067)",305,71,16,2,216
"De 30 a 44 años (068)",296,43,30,1,222
"De 45 a 64 años (069)",218,31,5,4,178
"De 65 y mas años (070)",130,27,4,,99
