"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia MANU (000)",1728,248,1480
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",407,62,345
"Casa pensión (003)",5,5,
"Hospital, clinica (004)",22,21,1
"Aldea infantil, orfelinato, etc (007)",19,19,
"Otro (008)",660,37,623
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",615,104,511
