"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PAUCARTAMBO (000)",15986,468,5500,5484,3573,961
"Empleado (001)",845,6,310,371,148,10
"Obrero (002)",1347,14,549,464,275,45
"Trabajador independiente (003)",9191,50,2532,3450,2447,712
"Empleador o patrono (004)",197,1,53,78,47,18
"Trabajador familiar no remunerado (005)",3792,363,1740,944,583,162
"Trabajador del hogar (006)",119,21,64,13,17,4
"Desocupado (008)",495,13,252,164,56,10
"Hombres (009)",10820,264,3653,3798,2449,656
"Empleado (010)",508,3,148,231,116,10
"Obrero (011)",1106,13,463,376,224,30
"Trabajador independiente (012)",7412,29,2044,2839,1946,554
"Empleador o patrono (013)",156,1,41,61,38,15
"Trabajador familiar no remunerado (014)",1234,207,768,146,73,40
"Trabajador del hogar (015)",16,4,9,3,,
"Desocupado (017)",388,7,180,142,52,7
"Mujeres (018)",5166,204,1847,1686,1124,305
"Empleado (019)",337,3,162,140,32,
"Obrero (020)",241,1,86,88,51,15
"Trabajador independiente (021)",1779,21,488,611,501,158
"Empleador o patrono (022)",41,,12,17,9,3
"Trabajador familiar no remunerado (023)",2558,156,972,798,510,122
"Trabajador del hogar (024)",103,17,55,10,17,4
"Desocupado (026)",107,6,72,22,4,3
,,,,,,
"URBANA (027)",3144,86,1006,1208,680,164
"Empleado (028)",601,4,202,274,112,9
"Obrero (029)",424,5,161,138,106,14
"Trabajador independiente (030)",1475,11,385,590,375,114
"Empleador o patrono (031)",57,,19,25,9,4
"Trabajador familiar no remunerado (032)",319,47,113,95,47,17
"Trabajador del hogar (033)",62,15,33,6,7,1
"Desocupado (035)",206,4,93,80,24,5
"Hombres (036)",2010,49,610,794,449,108
"Empleado (037)",351,2,84,170,86,9
"Obrero (038)",369,4,136,125,91,13
"Trabajador independiente (039)",938,7,249,381,230,71
"Empleador o patrono (040)",42,,12,21,7,2
"Trabajador familiar no remunerado (041)",140,30,58,30,13,9
"Trabajador del hogar (042)",7,2,4,1,,
"Desocupado (044)",163,4,67,66,22,4
"Mujeres (045)",1134,37,396,414,231,56
"Empleado (046)",250,2,118,104,26,
"Obrero (047)",55,1,25,13,15,1
"Trabajador independiente (048)",537,4,136,209,145,43
"Empleador o patrono (049)",15,,7,4,2,2
"Trabajador familiar no remunerado (050)",179,17,55,65,34,8
"Trabajador del hogar (051)",55,13,29,5,7,1
"Desocupado (053)",43,,26,14,2,1
,,,,,,
"RURAL (054)",12842,382,4494,4276,2893,797
"Empleado (055)",244,2,108,97,36,1
"Obrero (056)",923,9,388,326,169,31
"Trabajador independiente (057)",7716,39,2147,2860,2072,598
"Empleador o patrono (058)",140,1,34,53,38,14
"Trabajador familiar no remunerado (059)",3473,316,1627,849,536,145
"Trabajador del hogar (060)",57,6,31,7,10,3
"Desocupado (062)",289,9,159,84,32,5
"Hombres (063)",8810,215,3043,3004,2000,548
"Empleado (064)",157,1,64,61,30,1
"Obrero (065)",737,9,327,251,133,17
"Trabajador independiente (066)",6474,22,1795,2458,1716,483
"Empleador o patrono (067)",114,1,29,40,31,13
"Trabajador familiar no remunerado (068)",1094,177,710,116,60,31
"Trabajador del hogar (069)",9,2,5,2,,
"Desocupado (071)",225,3,113,76,30,3
"Mujeres (072)",4032,167,1451,1272,893,249
"Empleado (073)",87,1,44,36,6,
"Obrero (074)",186,,61,75,36,14
"Trabajador independiente (075)",1242,17,352,402,356,115
"Empleador o patrono (076)",26,,5,13,7,1
"Trabajador familiar no remunerado (077)",2379,139,917,733,476,114
"Trabajador del hogar (078)",48,4,26,5,10,3
"Desocupado (080)",64,6,46,8,2,2
