"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia AIJA (000)",2181,131,2,761,685,181,252,44,125
"Empleado (001)",360,3,1,9,67,43,137,16,84
"Obrero (002)",410,17,,143,171,29,30,8,12
"Trabajador independiente (003)",1003,58,1,458,311,67,70,15,23
"Empleador o patrono (004)",8,1,,4,,1,,1,1
"Trabajador familiar no remunerado (005)",365,50,,135,124,36,13,4,3
"Trabajador del hogar (006)",35,2,,12,12,5,2,,2
"Hombres (008)",1606,65,1,570,523,137,189,33,88
"Empleado (009)",202,1,,2,30,21,88,8,52
"Obrero (010)",370,12,,121,163,27,28,7,12
"Trabajador independiente (011)",803,37,1,362,245,60,63,14,21
"Empleador o patrono (012)",8,1,,4,,1,,1,1
"Trabajador familiar no remunerado (013)",219,14,,79,83,28,10,3,2
"Trabajador del hogar (014)",4,,,2,2,,,,
"Mujeres (016)",575,66,1,191,162,44,63,11,37
"Empleado (017)",158,2,1,7,37,22,49,8,32
"Obrero (018)",40,5,,22,8,2,2,1,
"Trabajador independiente (019)",200,21,,96,66,7,7,1,2
"Trabajador familiar no remunerado (021)",146,36,,56,41,8,3,1,1
"Trabajador del hogar (022)",31,2,,10,10,5,2,,2
,,,,,,,,,
"URBANA (024)",788,9,1,187,246,66,154,25,100
"Empleado (025)",263,,1,8,40,23,108,12,71
"Obrero (026)",142,1,,42,58,11,15,5,10
"Trabajador independiente (027)",297,6,,108,109,28,24,7,15
"Empleador o patrono (028)",2,,,2,,,,,
"Trabajador familiar no remunerado (029)",62,1,,17,32,3,6,1,2
"Trabajador del hogar (030)",22,1,,10,7,1,1,,2
"Hombres (032)",522,5,,127,151,47,108,17,67
"Empleado (033)",147,,,2,16,11,70,5,43
"Obrero (034)",124,1,,28,54,11,15,5,10
"Trabajador independiente (035)",206,4,,82,60,22,19,6,13
"Empleador o patrono (036)",2,,,2,,,,,
"Trabajador familiar no remunerado (037)",41,,,12,20,3,4,1,1
"Trabajador del hogar (038)",2,,,1,1,,,,
"Mujeres (040)",266,4,1,60,95,19,46,8,33
"Empleado (041)",116,,1,6,24,12,38,7,28
"Obrero (042)",18,,,14,4,,,,
"Trabajador independiente (043)",91,2,,26,49,6,5,1,2
"Trabajador familiar no remunerado (045)",21,1,,5,12,,2,,1
"Trabajador del hogar (046)",20,1,,9,6,1,1,,2
,,,,,,,,,
"RURAL (048)",1393,122,1,574,439,115,98,19,25
"Empleado (049)",97,3,,1,27,20,29,4,13
"Obrero (050)",268,16,,101,113,18,15,3,2
"Trabajador independiente (051)",706,52,1,350,202,39,46,8,8
"Empleador o patrono (052)",6,1,,2,,1,,1,1
"Trabajador familiar no remunerado (053)",303,49,,118,92,33,7,3,1
"Trabajador del hogar (054)",13,1,,2,5,4,1,,
"Hombres (056)",1084,60,1,443,372,90,81,16,21
"Empleado (057)",55,1,,,14,10,18,3,9
"Obrero (058)",246,11,,93,109,16,13,2,2
"Trabajador independiente (059)",597,33,1,280,185,38,44,8,8
"Empleador o patrono (060)",6,1,,2,,1,,1,1
"Trabajador familiar no remunerado (061)",178,14,,67,63,25,6,2,1
"Trabajador del hogar (062)",2,,,1,1,,,,
"Mujeres (064)",309,62,,131,67,25,17,3,4
"Empleado (065)",42,2,,1,13,10,11,1,4
"Obrero (066)",22,5,,8,4,2,2,1,
"Trabajador independiente (067)",109,19,,70,17,1,2,,
"Trabajador familiar no remunerado (069)",125,35,,51,29,8,1,1,
"Trabajador del hogar (070)",11,1,,1,4,4,1,,
