"CUADRO Nº 4: POBLACIÓN TOTAL EN VIVIENDAS PARTICULARES, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",,,,,,,
,,,,,,,
"PROVINCIA, DISTRITO, ÁREA, URBANA Y RURAL, SEXO Y PARENTESCO CON EL JEFE DEL HOGAR",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia SANDIA (000)",61326,1156,20024,16351,12155,8287,3353
"Jefe o Jefa (001)",19282,,128,3861,6986,5788,2519
"Esposa(o) / compañera(o) (002)",8808,,22,2615,3593,2088,490
"Hijo(a) / hijastro(a) (003)",26575,910,17115,7602,881,67,
"Yerno / nuera (004)",541,,8,422,95,14,2
"Nieto(a) (005)",1932,195,1527,202,8,,
"Padres / suegros (006)",306,,,,6,73,227
"Otro(a) pariente (007)",2652,47,1117,970,289,157,72
"Trabajador(a) del hogar (008)",71,,7,54,7,2,1
"Pensionistas (009)",13,,,9,2,1,1
"Otro(a) no pariente (010)",1146,4,100,616,288,97,41
"Hombres (011)",32668,584,10241,8667,6575,4705,1896
"Jefe o Jefa (012)",14363,,64,2799,5424,4364,1712
"Esposa(o) / compañera(o) (013)",392,,10,149,124,82,27
"Hijo(a) / hijastro(a) (014)",14147,458,8766,4327,559,37,
"Yerno / nuera (015)",225,,5,146,60,12,2
"Nieto(a) (016)",1004,98,769,131,6,,
"Padres / suegros (017)",118,,,,2,31,85
"Otro(a) pariente (018)",1550,25,574,634,184,94,39
"Trabajador(a) del hogar (019)",31,,3,23,4,,1
"Pensionistas (020)",10,,,8,1,1,
"Otro(a) no pariente (021)",828,3,50,450,211,84,30
"Mujeres (022)",28658,572,9783,7684,5580,3582,1457
"Jefe o Jefa (023)",4919,,64,1062,1562,1424,807
"Esposa(o) / compañera(o) (024)",8416,,12,2466,3469,2006,463
"Hijo(a) / hijastro(a) (025)",12428,452,8349,3275,322,30,
"Yerno / nuera (026)",316,,3,276,35,2,
"Nieto(a) (027)",928,97,758,71,2,,
"Padres / suegros (028)",188,,,,4,42,142
"Otro(a) pariente (029)",1102,22,543,336,105,63,33
"Trabajador(a) del hogar (030)",40,,4,31,3,2,
"Pensionistas (031)",3,,,1,1,,1
"Otro(a) no pariente (032)",318,1,50,166,77,13,11
,,,,,,,
"URBANA (033)",15848,291,5429,4197,3164,1970,797
"Jefe o Jefa (034)",4569,,70,873,1731,1335,560
"Esposa(o) / compañera(o) (035)",2159,,7,574,956,494,128
"Hijo(a) / hijastro(a) (036)",7134,225,4481,2137,260,31,
"Yerno / nuera (037)",146,,1,116,23,6,
"Nieto(a) (038)",514,51,408,53,2,,
"Padres / suegros (039)",105,,,,1,26,78
"Otro(a) pariente (040)",875,14,413,292,89,48,19
"Trabajador(a) del hogar (041)",30,,4,24,1,1,
"Pensionistas (042)",3,,,1,1,1,
"Otro(a) no pariente (043)",313,1,45,127,100,28,12
"Hombres (044)",7786,161,2682,2026,1493,1021,403
"Jefe o Jefa (045)",2947,,35,502,1154,911,345
"Esposa(o) / compañera(o) (046)",160,,4,59,60,28,9
"Hijo(a) / hijastro(a) (047)",3665,128,2213,1149,157,18,
"Yerno / nuera (048)",62,,1,41,15,5,
"Nieto(a) (049)",257,24,202,31,,,
"Padres / suegros (050)",44,,,,,12,32
"Otro(a) pariente (051)",457,9,203,162,48,25,10
"Trabajador(a) del hogar (052)",8,,1,6,1,,
"Pensionistas (053)",2,,,1,,1,
"Otro(a) no pariente (054)",184,,23,75,58,21,7
"Mujeres (055)",8062,130,2747,2171,1671,949,394
"Jefe o Jefa (056)",1622,,35,371,577,424,215
"Esposa(o) / compañera(o) (057)",1999,,3,515,896,466,119
"Hijo(a) / hijastro(a) (058)",3469,97,2268,988,103,13,
"Yerno / nuera (059)",84,,,75,8,1,
"Nieto(a) (060)",257,27,206,22,2,,
"Padres / suegros (061)",61,,,,1,14,46
"Otro(a) pariente (062)",418,5,210,130,41,23,9
"Trabajador(a) del hogar (063)",22,,3,18,,1,
"Pensionistas (064)",1,,,,1,,
"Otro(a) no pariente (065)",129,1,22,52,42,7,5
,,,,,,,
"RURAL (066)",45478,865,14595,12154,8991,6317,2556
"Jefe o Jefa (067)",14713,,58,2988,5255,4453,1959
"Esposa(o) / compañera(o) (068)",6649,,15,2041,2637,1594,362
"Hijo(a) / hijastro(a) (069)",19441,685,12634,5465,621,36,
"Yerno / nuera (070)",395,,7,306,72,8,2
"Nieto(a) (071)",1418,144,1119,149,6,,
"Padres / suegros (072)",201,,,,5,47,149
"Otro(a) pariente (073)",1777,33,704,678,200,109,53
"Trabajador(a) del hogar (074)",41,,3,30,6,1,1
"Pensionistas (075)",10,,,8,1,,1
"Otro(a) no pariente (076)",833,3,55,489,188,69,29
"Hombres (077)",24882,423,7559,6641,5082,3684,1493
"Jefe o Jefa (078)",11416,,29,2297,4270,3453,1367
"Esposa(o) / compañera(o) (079)",232,,6,90,64,54,18
"Hijo(a) / hijastro(a) (080)",10482,330,6553,3178,402,19,
"Yerno / nuera (081)",163,,4,105,45,7,2
"Nieto(a) (082)",747,74,567,100,6,,
"Padres / suegros (083)",74,,,,2,19,53
"Otro(a) pariente (084)",1093,16,371,472,136,69,29
"Trabajador(a) del hogar (085)",23,,2,17,3,,1
"Pensionistas (086)",8,,,7,1,,
"Otro(a) no pariente (087)",644,3,27,375,153,63,23
"Mujeres (088)",20596,442,7036,5513,3909,2633,1063
"Jefe o Jefa (089)",3297,,29,691,985,1000,592
"Esposa(o) / compañera(o) (090)",6417,,9,1951,2573,1540,344
"Hijo(a) / hijastro(a) (091)",8959,355,6081,2287,219,17,
"Yerno / nuera (092)",232,,3,201,27,1,
"Nieto(a) (093)",671,70,552,49,,,
"Padres / suegros (094)",127,,,,3,28,96
"Otro(a) pariente (095)",684,17,333,206,64,40,24
"Trabajador(a) del hogar (096)",18,,1,13,3,1,
"Pensionistas (097)",2,,,1,,,1
"Otro(a) no pariente (098)",189,,28,114,35,6,6
