"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia AYMARAES",,,,,,,
"Viviendas particulares (001)",8828,953,381,273,1948,168,5105
"Ocupantes presentes (002)",28442,3208,1227,1015,7168,521,15303
"Casa independiente",,,,,,,
"Viviendas particulares (004)",8338,924,308,267,1929,160,4750
"Ocupantes presentes (005)",27217,3135,1032,1003,7097,504,14446
"Departamento en edificio",,,,,,,
"Viviendas particulares (007)",7,4,3,,,,
"Ocupantes presentes (008)",17,4,13,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",14,3,3,,,,8
"Ocupantes presentes (011)",44,9,10,,,,25
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",127,21,67,,,,39
"Ocupantes presentes (014)",372,59,172,,,,141
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",336,,,5,18,8,305
"Ocupantes presentes (017)",784,,,11,70,17,686
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",3,,,,,,3
"Ocupantes presentes (020)",5,,,,,,5
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",3,1,,1,1,,
"Ocupantes presentes (023)",3,1,,1,1,,
"Otro tipo",,,,,,,
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",3858,933,348,105,535,80,1857
"Ocupantes presentes (029)",12555,3126,1116,397,1855,261,5800
"Casa independiente",,,,,,,
"Viviendas particulares (031)",3705,904,275,105,534,80,1807
"Ocupantes presentes (032)",12115,3053,921,397,1854,261,5629
"Departamento en edificio",,,,,,,
"Viviendas particulares (034)",7,4,3,,,,
"Ocupantes presentes (035)",17,4,13,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",14,3,3,,,,8
"Ocupantes presentes (038)",44,9,10,,,,25
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",127,21,67,,,,39
"Ocupantes presentes (041)",372,59,172,,,,141
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",3,,,,,,3
"Ocupantes presentes (047)",5,,,,,,5
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",2,1,,,1,,
"Ocupantes presentes (050)",2,1,,,1,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",4970,20,33,168,1413,88,3248
"Ocupantes presentes (056)",15887,82,111,618,5313,260,9503
"Casa independiente",,,,,,,
"Viviendas particulares (058)",4633,20,33,162,1395,80,2943
"Ocupantes presentes (059)",15102,82,111,606,5243,243,8817
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",336,,,5,18,8,305
"Ocupantes presentes (071)",784,,,11,70,17,686
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",1,,,1,,,
"Ocupantes presentes (077)",1,,,1,,,
"Otro tipo",,,,,,,
