"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia SUCRE (000)",4666,17378,14604,,199,84,1.1
"De 12 a 14 años (001)",507,7,5,,,71.4,
"De 15 a 19 años (002)",499,127,123,29,96.9,22.8,
"De 20 a 24 años (003)",341,404,392,36,97,8.9,
"De 25 a 29 años (004)",373,735,709,43,96.5,5.9,
"De 30 a 34 años (005)",365,1101,1039,38,94.4,3.5,
"De 35 a 39 años (006)",356,1407,1319,33,93.7,2.3,
"De 40 a 44 años (007)",372,1859,1673,16,90,0.9,
"De 45 a 49 años (008)",280,1443,1312,4,90.9,0.3,
"De 50 y más años (009)",1573,10295,8032,,78,,
"PEA (010)",1134,4202,3730,44,88.8,1,
"De 12 a 14 años (011)",14,,,,,,
"De 15 a 19 años (012)",54,20,17,6,85,30,
"De 20 a 24 años (013)",96,79,78,3,98.7,3.8,
"De 25 a 29 años (014)",131,197,196,10,99.5,5.1,
"De 30 a 34 años (015)",144,361,342,11,94.7,3,
"De 35 a 39 años (016)",125,440,423,7,96.1,1.6,
"De 40 a 44 años (017)",131,579,553,6,95.5,1,
"De 45 a 49 años (018)",101,490,454,1,92.7,0.2,
"De 50 y más años (019)",338,2036,1667,,81.9,,
"Ocupada (020)",1120,4166,3698,43,88.8,1,
"De 12 a 14 años (021)",14,,,,,,
"De 15 a 19 años (022)",50,20,17,6,85,30,
"De 20 a 24 años (023)",91,76,75,3,98.7,3.9,
"De 25 a 29 años (024)",131,197,196,10,99.5,5.1,
"De 30 a 34 años (025)",143,353,334,10,94.6,2.8,
"De 35 a 39 años (026)",124,438,421,7,96.1,1.6,
"De 40 a 44 años (027)",131,579,553,6,95.5,1,
"De 45 a 49 años (028)",100,486,450,1,92.6,0.2,
"De 50 y más años (029)",336,2017,1652,,81.9,,
"Desocupada (030)",14,36,32,1,88.9,2.8,
"De 15 a 19 años (032)",4,,,,,,
"De 20 a 24 años (033)",5,3,3,,100,,
"De 30 a 34 años (035)",1,8,8,1,100,12.5,
"De 35 a 39 años (036)",1,2,2,,100,,
"De 45 a 49 años (038)",1,4,4,,100,,
"De 50 y más años (039)",2,19,15,,78.9,,
"No PEA (040)",3532,13176,10874,155,82.5,1.2,
"De 12 a 14 años (041)",493,7,5,,71.4,,
