"CUADRO Nº 15: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE SERVICIO HIGIÉNICO EN LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"SERVICIO HIGIÉNICO CONECTADO A:",,,,,
,,"RED PÚBLICA DE DESAGÜE (DENTRO DE LA VIVIENDA)","RED PÚBLICA DE DESAGÜE (FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN)","POZO SÉPTICO","POZO CIEGO O NEGRO / LETRINA","RÍO, ACEQUIA O CANAL","NO TIENE"
,,,,,,,
"Provincia PUERTO INCA",,,,,,,
"Viviendas particulares (001)",7097,39,36,428,3360,449,2785
"Ocupantes presentes (002)",30810,181,122,1989,14880,2073,11565
"Casa independiente",,,,,,,
"Viviendas particulares (004)",4511,34,32,318,2102,342,1683
"Ocupantes presentes (005)",19746,162,114,1377,9480,1600,7013
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (010)",6,,4,,,,2
"Ocupantes presentes (011)",11,,8,,,,3
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (013)",13,4,,,,,9
"Ocupantes presentes (014)",41,16,,,,,25
"Choza o cabaña",,,,,,,
"Viviendas particulares (016)",2546,1,,110,1248,103,1084
"Ocupantes presentes (017)",10944,3,,612,5359,462,4508
"Vivienda improvisada",,,,,,,
"Viviendas particulares (019)",8,,,,3,3,2
"Ocupantes presentes (020)",31,,,,16,9,6
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (022)",7,,,,5,,2
"Ocupantes presentes (023)",19,,,,17,,2
"Otro tipo",,,,,,,
"Viviendas particulares (025)",6,,,,2,1,3
"Ocupantes presentes (026)",18,,,,8,2,8
,,,,,,,
URBANA,,,,,,,
"Viviendas particulares (028)",1338,34,33,235,778,143,115
"Ocupantes presentes (029)",5982,160,112,1019,3559,734,398
"Casa independiente",,,,,,,
"Viviendas particulares (031)",1309,30,29,235,773,140,102
"Ocupantes presentes (032)",5886,144,104,1019,3530,725,364
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Viviendas particulares (037)",6,,4,,,,2
"Ocupantes presentes (038)",11,,8,,,,3
"Vivienda en casa de vecindad",,,,,,,
"Viviendas particulares (040)",13,4,,,,,9
"Ocupantes presentes (041)",41,16,,,,,25
"Choza o cabaña",,,,,,,
"Vivienda improvisada",,,,,,,
"Viviendas particulares (046)",8,,,,3,3,2
"Ocupantes presentes (047)",31,,,,16,9,6
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (049)",2,,,,2,,
"Ocupantes presentes (050)",13,,,,13,,
"Otro tipo",,,,,,,
,,,,,,,
RURAL,,,,,,,
"Viviendas particulares (055)",5759,5,3,193,2582,306,2670
"Ocupantes presentes (056)",24828,21,10,970,11321,1339,11167
"Casa independiente",,,,,,,
"Viviendas particulares (058)",3202,4,3,83,1329,202,1581
"Ocupantes presentes (059)",13860,18,10,358,5950,875,6649
"Departamento en edificio",,,,,,,
"Vivienda en quinta",,,,,,,
"Vivienda en casa de vecindad",,,,,,,
"Choza o cabaña",,,,,,,
"Viviendas particulares (070)",2546,1,,110,1248,103,1084
"Ocupantes presentes (071)",10944,3,,612,5359,462,4508
"Vivienda improvisada",,,,,,,
"Local no dest.para hab. humana",,,,,,,
"Viviendas particulares (076)",5,,,,3,,2
"Ocupantes presentes (077)",6,,,,4,,2
"Otro tipo",,,,,,,
"Viviendas particulares (079)",6,,,,2,1,3
"Ocupantes presentes (080)",18,,,,8,2,8
