"CUADRO Nº 6: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS QUE SE ENCUENTRAN ACTUALMENTE VIVOS, SEGÚN DEPARTAMENTO, PROVINCIAL, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS ACTUALMENTE VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS ACTUALMENTE VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia CAJAMARCA (000)",84836,78266,353,20181,17809,12831,14775,8008,3285,1024,6570,249254
"De 12 a 14 años (001)",119,51,1,45,5,,,,,,68,55
"De 15 a 19 años (002)",2444,2024,35,1756,192,29,12,,,,420,2275
"De 20 a 24 años (003)",10369,8183,63,5573,2024,406,96,21,,,2186,11377
"De 25 a 29 años (004)",12036,10309,45,4792,3522,1391,508,48,3,,1727,18470
"De 30 a 34 años (005)",11151,10338,34,3008,3615,2115,1329,216,14,7,813,23800
"De 35 a 39 años (006)",10164,9731,28,1586,2860,2457,2079,604,103,14,433,28550
"De 40 a 44 años (007)",8362,8112,27,959,1840,1863,2204,923,240,56,250,28352
"De 45 a 49 años (008)",7037,6874,20,659,1257,1414,1944,1073,396,111,163,27413
"De 50 y más años (009)",23154,22644,100,1803,2494,3156,6603,5123,2529,836,510,108962
"PEA (010)",24764,21815,113,6923,5853,3853,3280,1241,434,118,2949,57307
"De 12 a 14 años (011)",16,11,,9,2,,,,,,5,13
"De 15 a 19 años (012)",385,322,11,274,32,4,1,,,,63,354
"De 20 a 24 años (013)",2645,1778,18,1334,363,45,15,3,,,867,2277
"De 25 a 29 años (014)",3838,2875,20,1705,827,249,65,9,,,963,4432
"De 30 a 34 años (015)",3851,3376,10,1403,1155,528,245,31,3,1,475,6559
"De 35 a 39 años (016)",3749,3508,12,838,1192,860,503,93,8,2,241,8644
"De 40 a 44 años (017)",3154,3028,13,526,906,746,613,176,39,9,126,8771
"De 45 a 49 años (018)",2612,2532,9,351,665,618,605,208,58,18,80,8193
"De 50 y más años (019)",4514,4385,20,483,711,803,1233,721,326,88,129,18064
