"CUADRO Nº 29: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia YAUYOS (000)",12650,1975,3134,5485,188,1747,121
"Sin nivel (001)",468,3,57,257,4,141,6
"Primaria (003)",3538,50,571,2155,59,673,30
"Secundaria (004)",5157,292,1676,2273,81,763,72
"Superior no univ. incompleta (005)",806,191,281,261,14,50,9
"Superior no univ. completa (006)",1173,521,333,242,15,58,4
"Superior univ. incompleta (007)",370,162,77,100,2,29,
"Superior univ. completa (008)",1138,756,139,197,13,33,
"Hombres (010)",8484,1285,2728,3709,127,630,5
"Sin nivel (011)",100,,23,65,1,11,
"Primaria (013)",1957,24,392,1342,39,159,1
"Secundaria (014)",3862,204,1526,1716,59,353,4
"Superior no univ. incompleta (015)",639,138,262,199,9,31,
"Superior no univ. completa (016)",843,302,322,174,7,38,
"Superior univ. incompleta (017)",288,125,74,69,1,19,
"Superior univ. completa (018)",795,492,129,144,11,19,
"Mujeres (020)",4166,690,406,1776,61,1117,116
"Sin nivel (021)",368,3,34,192,3,130,6
"Primaria (023)",1581,26,179,813,20,514,29
"Secundaria (024)",1295,88,150,557,22,410,68
"Superior no univ. incompleta (025)",167,53,19,62,5,19,9
"Superior no univ. completa (026)",330,219,11,68,8,20,4
"Superior univ. incompleta (027)",82,37,3,31,1,10,
"Superior univ. completa (028)",343,264,10,53,2,14,
,,,,,,,
"URBANA (030)",6545,1311,983,3138,134,887,92
"Sin nivel (031)",179,2,30,102,4,37,4
"Primaria (033)",1858,31,282,1145,39,336,25
"Secundaria (034)",2546,172,487,1354,55,425,53
"Superior no univ. incompleta (035)",367,84,63,175,10,29,6
"Superior no univ. completa (036)",663,381,70,163,13,32,4
"Superior univ. incompleta (037)",203,94,12,81,2,14,
"Superior univ. completa (038)",729,547,39,118,11,14,
"Hombres (040)",3990,772,728,2096,79,311,4
"Sin nivel (041)",37,,10,24,1,2,
"Primaria (043)",954,13,160,688,22,70,1
"Secundaria (044)",1735,122,397,993,36,184,3
"Superior no univ. incompleta (045)",252,48,53,129,5,17,
"Superior no univ. completa (046)",407,194,65,121,5,22,
"Superior univ. incompleta (047)",139,63,11,54,1,10,
"Superior univ. completa (048)",466,332,32,87,9,6,
"Mujeres (050)",2555,539,255,1042,55,576,88
"Sin nivel (051)",142,2,20,78,3,35,4
"Primaria (053)",904,18,122,457,17,266,24
"Secundaria (054)",811,50,90,361,19,241,50
"Superior no univ. incompleta (055)",115,36,10,46,5,12,6
"Superior no univ. completa (056)",256,187,5,42,8,10,4
"Superior univ. incompleta (057)",64,31,1,27,1,4,
"Superior univ. completa (058)",263,215,7,31,2,8,
,,,,,,,
"RURAL (060)",6105,664,2151,2347,54,860,29
"Sin nivel (061)",289,1,27,155,,104,2
"Primaria (063)",1680,19,289,1010,20,337,5
"Secundaria (064)",2611,120,1189,919,26,338,19
"Superior no univ. incompleta (065)",439,107,218,86,4,21,3
"Superior no univ. completa (066)",510,140,263,79,2,26,
"Superior univ. incompleta (067)",167,68,65,19,,15,
"Superior univ. completa (068)",409,209,100,79,2,19,
"Hombres (070)",4494,513,2000,1613,48,319,1
"Sin nivel (071)",63,,13,41,,9,
"Primaria (073)",1003,11,232,654,17,89,
"Secundaria (074)",2127,82,1129,723,23,169,1
"Superior no univ. incompleta (075)",387,90,209,70,4,14,
"Superior no univ. completa (076)",436,108,257,53,2,16,
"Superior univ. incompleta (077)",149,62,63,15,,9,
"Superior univ. completa (078)",329,160,97,57,2,13,
"Mujeres (080)",1611,151,151,734,6,541,28
"Sin nivel (081)",226,1,14,114,,95,2
"Primaria (083)",677,8,57,356,3,248,5
"Secundaria (084)",484,38,60,196,3,169,18
"Superior no univ. incompleta (085)",52,17,9,16,,7,3
"Superior no univ. completa (086)",74,32,6,26,,10,
"Superior univ. incompleta (087)",18,6,2,4,,6,
"Superior univ. completa (088)",80,49,3,22,,6,
