"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia HUANTA (000)",1330,405,925
"Sin nivel (001)",99,21,78
"Educación inicial (002)",1,1,
"Primaria (003)",425,112,313
"Secundaria (004)",532,176,356
"Superior no univ. incompleta (005)",61,21,40
"Superior no univ. completa (006)",119,40,79
"Superior univ. incompleta (007)",35,10,25
"Superior univ. completa (008)",58,24,34
"De 14 a 29 años (010)",733,295,438
"Sin nivel (011)",17,8,9
"Educación inicial (012)",1,1,
"Primaria (013)",161,67,94
"Secundaria (014)",385,144,241
"Superior no univ. incompleta (015)",41,15,26
"Superior no univ. completa (016)",71,34,37
"Superior univ. incompleta (017)",25,7,18
"Superior univ. completa (018)",32,19,13
"De 30 a 44 años (020)",392,86,306
"Sin nivel (021)",35,7,28
"Primaria (023)",159,34,125
"Secundaria (024)",113,29,84
"Superior no univ. incompleta (025)",14,5,9
"Superior no univ. completa (026)",44,4,40
"Superior univ. incompleta (027)",7,2,5
"Superior univ. completa (028)",20,5,15
"De 45 a 64 años (030)",162,24,138
"Sin nivel (031)",29,6,23
"Primaria (033)",83,11,72
"Secundaria (034)",32,3,29
"Superior no univ. incompleta (035)",5,1,4
"Superior no univ. completa (036)",4,2,2
"Superior univ. incompleta (037)",3,1,2
"Superior univ. completa (038)",6,,6
"De 65 y más años (040)",43,,43
"Sin nivel (041)",18,,18
"Primaria (043)",22,,22
"Secundaria (044)",2,,2
"Superior no univ. incompleta (045)",1,,1
,,,
"AREA URBANA (050)",802,257,545
"Sin nivel (051)",53,18,35
"Educación inicial (052)",1,1,
"Primaria (053)",189,54,135
"Secundaria (054)",320,104,216
"Superior no univ. incompleta (055)",49,16,33
"Superior no univ. completa (056)",105,33,72
"Superior univ. incompleta (057)",32,9,23
"Superior univ. completa (058)",53,22,31
"De 14 a 29 años (060)",438,179,259
"Sin nivel (061)",8,6,2
"Educación inicial (062)",1,1,
"Primaria (063)",58,27,31
"Secundaria (064)",220,82,138
"Superior no univ. incompleta (065)",37,12,25
"Superior no univ. completa (066)",62,27,35
"Superior univ. incompleta (067)",24,7,17
"Superior univ. completa (068)",28,17,11
"De 30 a 44 años (070)",251,58,193
"Sin nivel (071)",20,6,14
"Primaria (073)",85,19,66
"Secundaria (074)",72,19,53
"Superior no univ. incompleta (075)",9,3,6
"Superior no univ. completa (076)",39,4,35
"Superior univ. incompleta (077)",7,2,5
"Superior univ. completa (078)",19,5,14
"De 45 a 64 años (080)",97,20,77
"Sin nivel (081)",16,6,10
"Primaria (083)",40,8,32
"Secundaria (084)",27,3,24
"Superior no univ. incompleta (085)",3,1,2
"Superior no univ. completa (086)",4,2,2
"Superior univ. incompleta (087)",1,,1
"Superior univ. completa (088)",6,,6
"De 65 y más años (090)",16,,16
"Sin nivel (091)",9,,9
"Primaria (093)",6,,6
"Secundaria (094)",1,,1
,,,
"AREA RURAL (100)",528,148,380
"Sin nivel (101)",46,3,43
"Primaria (103)",236,58,178
"Secundaria (104)",212,72,140
"Superior no univ. incompleta (105)",12,5,7
"Superior no univ. completa (106)",14,7,7
"Superior univ. incompleta (107)",3,1,2
"Superior univ. completa (108)",5,2,3
"De 14 a 29 años (110)",295,116,179
"Sin nivel (111)",9,2,7
"Primaria (113)",103,40,63
"Secundaria (114)",165,62,103
"Superior no univ. incompleta (115)",4,3,1
"Superior no univ. completa (116)",9,7,2
"Superior univ. incompleta (117)",1,,1
"Superior univ. completa (118)",4,2,2
"De 30 a 44 años (120)",141,28,113
"Sin nivel (121)",15,1,14
"Primaria (123)",74,15,59
"Secundaria (124)",41,10,31
"Superior no univ. incompleta (125)",5,2,3
"Superior no univ. completa (126)",5,,5
"Superior univ. completa (128)",1,,1
"De 45 a 64 años (130)",65,4,61
"Sin nivel (131)",13,,13
"Primaria (133)",43,3,40
"Secundaria (134)",5,,5
"Superior no univ. incompleta (135)",2,,2
"Superior univ. incompleta (137)",2,1,1
"De 65 y más años (140)",27,,27
"Sin nivel (141)",9,,9
"Primaria (143)",16,,16
"Secundaria (144)",1,,1
"Superior no univ. incompleta (145)",1,,1
