"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia PADRE ABAD (000)",50590,13509,4043,1099,32032
"Menos de 1 año (001)",1280,775,99,11,396
"De 1 a 14 años (002)",16737,8616,1281,186,6685
"De 15 a 29 años (003)",14515,2362,936,361,10872
"De 30 a 44 años (004)",10864,1078,1074,346,8387
"De 45 a 64 años (005)",5760,552,542,171,4517
"De 65 y mas años (006)",1434,126,111,24,1175
"Hombres (008)",27999,6769,2370,815,18109
"Menos de 1 año (009)",675,416,47,6,207
"De 1 a 14 años (010)",8683,4482,670,96,3452
"De 15 a 29 años (011)",7906,1057,501,284,6075
"De 30 a 44 años (012)",6204,446,684,281,4806
"De 45 a 64 años (013)",3657,298,394,131,2854
"De 65 y mas años (014)",874,70,74,17,715
"Mujeres (016)",22591,6740,1673,284,13923
"Menos de 1 año (017)",605,359,52,5,189
"De 1 a 14 años (018)",8054,4134,611,90,3233
"De 15 a 29 años (019)",6609,1305,435,77,4797
"De 30 a 44 años (020)",4660,632,390,65,3581
"De 45 a 64 años (021)",2103,254,148,40,1663
"De 65 y mas años (022)",560,56,37,7,460
,,,,,
"URBANA (024)",26722,5230,3203,957,17397
"Menos de 1 año (025)",605,317,77,10,202
"De 1 a 14 años (026)",8410,3467,965,157,3841
"De 15 a 29 años (027)",8029,901,758,335,6047
"De 30 a 44 años (028)",6086,360,906,310,4525
"De 45 a 64 años (029)",2923,150,421,126,2241
"De 65 y mas años (030)",669,35,76,19,541
"Hombres (032)",14309,2518,1898,722,9218
"Menos de 1 año (033)",305,169,35,6,96
"De 1 a 14 años (034)",4233,1752,502,84,1908
"De 15 a 29 años (035)",4179,375,415,265,3133
"De 30 a 44 años (036)",3361,124,580,254,2412
"De 45 a 64 años (037)",1850,79,317,100,1367
"De 65 y mas años (038)",381,19,49,13,302
"Mujeres (040)",12413,2712,1305,235,8179
"Menos de 1 año (041)",300,148,42,4,106
"De 1 a 14 años (042)",4177,1715,463,73,1933
"De 15 a 29 años (043)",3850,526,343,70,2914
"De 30 a 44 años (044)",2725,236,326,56,2113
"De 45 a 64 años (045)",1073,71,104,26,874
"De 65 y mas años (046)",288,16,27,6,239
,,,,,
"RURAL (048)",23868,8279,840,142,14635
"Menos de 1 año (049)",675,458,22,1,194
"De 1 a 14 años (050)",8327,5149,316,29,2844
"De 15 a 29 años (051)",6486,1461,178,26,4825
"De 30 a 44 años (052)",4778,718,168,36,3862
"De 45 a 64 años (053)",2837,402,121,45,2276
"De 65 y mas años (054)",765,91,35,5,634
"Hombres (056)",13690,4251,472,93,8891
"Menos de 1 año (057)",370,247,12,,111
"De 1 a 14 años (058)",4450,2730,168,12,1544
"De 15 a 29 años (059)",3727,682,86,19,2942
"De 30 a 44 años (060)",2843,322,104,27,2394
"De 45 a 64 años (061)",1807,219,77,31,1487
"De 65 y mas años (062)",493,51,25,4,413
"Mujeres (064)",10178,4028,368,49,5744
"Menos de 1 año (065)",305,211,10,1,83
"De 1 a 14 años (066)",3877,2419,148,17,1300
"De 15 a 29 años (067)",2759,779,92,7,1883
"De 30 a 44 años (068)",1935,396,64,9,1468
"De 45 a 64 años (069)",1030,183,44,14,789
"De 65 y mas años (070)",272,40,10,1,221
