"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia MARISCAL NIETO",,,,,,,,,
"Viviendas particulares (001)",22953,10466,8039,495,254,2991,476,29,203
"Ocupantes presentes (002)",71151,35626,23950,1515,663,7493,1232,96,576
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",20022,10186,7739,422,197,1155,146,22,155
"Ocupantes presentes (005)",63701,34752,23112,1298,547,3047,394,81,470
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",219,218,1,,,,,,
"Ocupantes presentes (008)",684,679,5,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",63,26,28,2,2,,,5,
"Ocupantes presentes (011)",219,101,93,6,9,,,10,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",66,23,35,2,3,3,,,
"Ocupantes presentes (014)",207,68,112,6,13,8,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",932,,233,11,51,299,330,2,6
"Ocupantes presentes (017)",2311,,622,29,93,708,838,5,16
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1609,,,55,,1530,,,24
"Ocupantes presentes (020)",3951,,,166,,3719,,,66
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",26,13,3,3,1,4,,,2
"Ocupantes presentes (023)",58,26,6,10,1,11,,,4
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",16,,,,,,,,16
"Ocupantes presentes (026)",20,,,,,,,,20
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",19547,10245,5982,399,124,2563,56,27,151
"Ocupantes presentes (029)",61771,34979,18046,1248,374,6461,140,91,432
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",17559,9965,5915,337,118,1026,56,22,120
"Ocupantes presentes (032)",56647,34105,17830,1060,351,2723,140,81,357
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",219,218,1,,,,,,
"Ocupantes presentes (035)",684,679,5,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",63,26,28,2,2,,,5,
"Ocupantes presentes (038)",219,101,93,6,9,,,10,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",66,23,35,2,3,3,,,
"Ocupantes presentes (041)",207,68,112,6,13,8,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1609,,,55,,1530,,,24
"Ocupantes presentes (047)",3951,,,166,,3719,,,66
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",26,13,3,3,1,4,,,2
"Ocupantes presentes (050)",58,26,6,10,1,11,,,4
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",5,,,,,,,,5
"Ocupantes presentes (053)",5,,,,,,,,5
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",3406,221,2057,96,130,428,420,2,52
"Ocupantes presentes (056)",9380,647,5904,267,289,1032,1092,5,144
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",2463,221,1824,85,79,129,90,,35
"Ocupantes presentes (059)",7054,647,5282,238,196,324,254,,113
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",932,,233,11,51,299,330,2,6
"Ocupantes presentes (071)",2311,,622,29,93,708,838,5,16
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",11,,,,,,,,11
"Ocupantes presentes (080)",15,,,,,,,,15
