"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CARHUAZ (000)",872,310,562
"Sin nivel (001)",103,23,80
"Educación inicial (002)",2,,2
"Primaria (003)",378,164,214
"Secundaria (004)",286,95,191
"Superior no univ. incompleta (005)",14,4,10
"Superior no univ. completa (006)",51,12,39
"Superior univ. incompleta (007)",13,6,7
"Superior univ. completa (008)",25,6,19
"Hombres (010)",700,239,461
"Sin nivel (011)",78,17,61
"Educación inicial (012)",2,,2
"Primaria (013)",311,126,185
"Secundaria (014)",250,79,171
"Superior no univ. incompleta (015)",10,3,7
"Superior no univ. completa (016)",29,8,21
"Superior univ. incompleta (017)",9,3,6
"Superior univ. completa (018)",11,3,8
"Mujeres (020)",172,71,101
"Sin nivel (021)",25,6,19
"Primaria (023)",67,38,29
"Secundaria (024)",36,16,20
"Superior no univ. incompleta (025)",4,1,3
"Superior no univ. completa (026)",22,4,18
"Superior univ. incompleta (027)",4,3,1
"Superior univ. completa (028)",14,3,11
,,,
"AREA URBANA (030)",294,51,243
"Sin nivel (031)",28,3,25
"Educación inicial (032)",2,,2
"Primaria (033)",79,12,67
"Secundaria (034)",116,23,93
"Superior no univ. incompleta (035)",7,1,6
"Superior no univ. completa (036)",32,4,28
"Superior univ. incompleta (037)",11,4,7
"Superior univ. completa (038)",19,4,15
"Hombres (040)",230,36,194
"Sin nivel (041)",19,1,18
"Educación inicial (042)",2,,2
"Primaria (043)",69,10,59
"Secundaria (044)",103,18,85
"Superior no univ. incompleta (045)",4,,4
"Superior no univ. completa (046)",18,4,14
"Superior univ. incompleta (047)",7,1,6
"Superior univ. completa (048)",8,2,6
"Mujeres (050)",64,15,49
"Sin nivel (051)",9,2,7
"Primaria (053)",10,2,8
"Secundaria (054)",13,5,8
"Superior no univ. incompleta (055)",3,1,2
"Superior no univ. completa (056)",14,,14
"Superior univ. incompleta (057)",4,3,1
"Superior univ. completa (058)",11,2,9
,,,
"AREA RURAL (060)",578,259,319
"Sin nivel (061)",75,20,55
"Primaria (063)",299,152,147
"Secundaria (064)",170,72,98
"Superior no univ. incompleta (065)",7,3,4
"Superior no univ. completa (066)",19,8,11
"Superior univ. incompleta (067)",2,2,
"Superior univ. completa (068)",6,2,4
"Hombres (070)",470,203,267
"Sin nivel (071)",59,16,43
"Primaria (073)",242,116,126
"Secundaria (074)",147,61,86
"Superior no univ. incompleta (075)",6,3,3
"Superior no univ. completa (076)",11,4,7
"Superior univ. incompleta (077)",2,2,
"Superior univ. completa (078)",3,1,2
"Mujeres (080)",108,56,52
"Sin nivel (081)",16,4,12
"Primaria (083)",57,36,21
"Secundaria (084)",23,11,12
"Superior no univ. incompleta (085)",1,,1
"Superior no univ. completa (086)",8,4,4
"Superior univ. completa (088)",3,1,2
