"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia JAUJA (000)",92053,13362,10992,2591,65198
"Menos de 1 año (001)",1528,717,122,30,660
"De 1 a 14 años (002)",28373,10067,2731,551,15050
"De 15 a 29 años (003)",22418,1724,1450,657,18606
"De 30 a 44 años (004)",16030,463,2024,503,13063
"De 45 a 64 años (005)",14610,222,2671,485,11249
"De 65 y mas años (006)",9094,169,1994,365,6570
"Hombres (008)",44311,6537,5354,1549,30919
"Menos de 1 año (009)",745,355,57,10,323
"De 1 a 14 años (010)",14497,5149,1364,299,7697
"De 15 a 29 años (011)",11063,739,731,466,9137
"De 30 a 44 años (012)",7188,121,860,287,5934
"De 45 a 64 años (013)",6663,100,1219,286,5068
"De 65 y mas años (014)",4155,73,1123,201,2760
"Mujeres (016)",47742,6825,5638,1042,34279
"Menos de 1 año (017)",783,362,65,20,337
"De 1 a 14 años (018)",13876,4918,1367,252,7353
"De 15 a 29 años (019)",11355,985,719,191,9469
"De 30 a 44 años (020)",8842,342,1164,216,7129
"De 45 a 64 años (021)",7947,122,1452,199,6181
"De 65 y mas años (022)",4939,96,871,164,3810
,,,,,
"URBANA (024)",63941,8335,9549,2098,44033
"Menos de 1 año (025)",1001,438,99,21,444
"De 1 a 14 años (026)",18665,6013,2365,395,9915
"De 15 a 29 años (027)",15944,1204,1249,551,12955
"De 30 a 44 años (028)",11447,344,1776,419,8925
"De 45 a 64 años (029)",10336,188,2353,411,7399
"De 65 y mas años (030)",6548,148,1707,301,4395
"Hombres (032)",30584,4044,4606,1241,20736
"Menos de 1 año (033)",497,220,44,8,225
"De 1 a 14 años (034)",9524,3062,1184,213,5076
"De 15 a 29 años (035)",7835,516,629,390,6308
"De 30 a 44 años (036)",5050,95,731,233,4004
"De 45 a 64 años (037)",4670,88,1059,235,3298
"De 65 y mas años (038)",3008,63,959,162,1825
"Mujeres (040)",33357,4291,4943,857,23297
"Menos de 1 año (041)",504,218,55,13,219
"De 1 a 14 años (042)",9141,2951,1181,182,4839
"De 15 a 29 años (043)",8109,688,620,161,6647
"De 30 a 44 años (044)",6397,249,1045,186,4921
"De 45 a 64 años (045)",5666,100,1294,176,4101
"De 65 y mas años (046)",3540,85,748,139,2570
,,,,,
"RURAL (048)",28112,5027,1443,493,21165
"Menos de 1 año (049)",527,279,23,9,216
"De 1 a 14 años (050)",9708,4054,366,156,5135
"De 15 a 29 años (051)",6474,520,201,106,5651
"De 30 a 44 años (052)",4583,119,248,84,4138
"De 45 a 64 años (053)",4274,34,318,74,3850
"De 65 y mas años (054)",2546,21,287,64,2175
"Hombres (056)",13727,2493,748,308,10183
"Menos de 1 año (057)",248,135,13,2,98
"De 1 a 14 años (058)",4973,2087,180,86,2621
"De 15 a 29 años (059)",3228,223,102,76,2829
"De 30 a 44 años (060)",2138,26,129,54,1930
"De 45 a 64 años (061)",1993,12,160,51,1770
"De 65 y mas años (062)",1147,10,164,39,935
"Mujeres (064)",14385,2534,695,185,10982
"Menos de 1 año (065)",279,144,10,7,118
"De 1 a 14 años (066)",4735,1967,186,70,2514
"De 15 a 29 años (067)",3246,297,99,30,2822
"De 30 a 44 años (068)",2445,93,119,30,2208
"De 45 a 64 años (069)",2281,22,158,23,2080
"De 65 y mas años (070)",1399,11,123,25,1240
