"CUADRO Nº 10: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR GRUPOS DE EDAD NORMATIVA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y ASISTENCIA A UN CENTRO DE ENSEÑANZA REGULAR",TOTAL,"GRUPOS DE EDAD NORMATIVA",,,
,,"3 A 5 AÑOS","6 A 11 AÑOS","12 A 16 AÑOS","17 A 24 AÑOS"
,,,,,
"Provincia EL COLLAO (000)",35187,4753,9864,8707,11863
"Asiste actualmente (001)",23153,1867,9110,7807,4369
"No asiste (002)",12034,2886,754,900,7494
"Hombres (004)",18285,2508,5001,4504,6272
"Asiste actualmente (005)",12302,974,4593,4096,2639
"No asiste (006)",5983,1534,408,408,3633
"Mujeres (008)",16902,2245,4863,4203,5591
"Asiste actualmente (009)",10851,893,4517,3711,1730
"No asiste (010)",6051,1352,346,492,3861
,,,,,
"URBANA (012)",11780,1429,3032,2945,4374
"Asiste actualmente (013)",8381,564,2864,2756,2197
"No asiste (014)",3399,865,168,189,2177
"Hombres (016)",6108,752,1526,1526,2304
"Asiste actualmente (017)",4378,276,1433,1433,1236
"No asiste (018)",1730,476,93,93,1068
"Mujeres (020)",5672,677,1506,1419,2070
"Asiste actualmente (021)",4003,288,1431,1323,961
"No asiste (022)",1669,389,75,96,1109
,,,,,
"RURAL (024)",23407,3324,6832,5762,7489
"Asiste actualmente (025)",14772,1303,6246,5051,2172
"No asiste (026)",8635,2021,586,711,5317
"Hombres (028)",12177,1756,3475,2978,3968
"Asiste actualmente (029)",7924,698,3160,2663,1403
"No asiste (030)",4253,1058,315,315,2565
"Mujeres (032)",11230,1568,3357,2784,3521
"Asiste actualmente (033)",6848,605,3086,2388,769
"No asiste (034)",4382,963,271,396,2752
