"CUADRO Nº 5: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ACTIVIDAD ECONOMICA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia PAUCARTAMBO (000)",15986,468,5500,5484,3573,961
"Agric., ganadería, caza y silvicultura (001)",11866,364,3935,3946,2807,814
"Pesca (002)",3,,2,1,,
"Explotación de minas y canteras (003)",24,1,12,7,4,
"Industrias manufactureras (004)",628,23,226,213,135,31
"Suministro de electricidad, gas y agua (005)",14,,5,6,3,
"Construcción (006)",521,2,211,201,98,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",672,25,201,269,138,39
"Venta, mant.y rep. veh.autom.y motoc. (008)",33,2,14,10,6,1
"Comercio al por mayor (009)",14,1,5,4,4,
"Comercio al por menor (010)",625,22,182,255,128,38
"Hoteles y restaurantes (011)",274,15,95,90,60,14
"Trans., almac. y comunicaciones (012)",211,1,105,84,20,1
"Intermediación financiera (013)",1,,1,,,
"Activid.inmobil., empres. y alquileres (014)",38,1,13,11,13,
"Admin.pub. y defensa; p. segur.soc afil (015)",357,,100,150,94,13
"Enseñanza (016)",329,,105,175,47,2
"Servicios sociales y de salud (017)",104,,51,43,9,1
"Otras activ. serv.comun.soc y personales (018)",108,2,39,40,22,5
"Hogares privados con servicio doméstico (019)",119,21,64,13,17,4
"Actividad economica no especificada (021)",222,,83,71,50,18
"Desocupado (022)",495,13,252,164,56,10
"Hombres (023)",10820,264,3653,3798,2449,656
"Agric., ganadería, caza y silvicultura (024)",8449,222,2761,2870,2011,585
"Pesca (025)",3,,2,1,,
"Explotación de minas y canteras (026)",24,1,12,7,4,
"Industrias manufactureras (027)",209,7,85,67,40,10
"Suministro de electricidad, gas y agua (028)",12,,4,5,3,
"Construcción (029)",511,2,206,198,96,9
"Comerc., rep. veh. autom.,motoc. efect. pers. (030)",272,13,87,109,45,18
"Venta, mant.y rep. veh.autom.y motoc. (031)",30,2,13,8,6,1
"Comercio al por mayor (032)",9,,5,2,2,
"Comercio al por menor (033)",233,11,69,99,37,17
"Hoteles y restaurantes (034)",28,4,7,11,5,1
"Trans., almac. y comunicaciones (035)",200,1,97,83,19,
"Activid.inmobil., empres. y alquileres (037)",30,1,7,9,13,
"Admin.pub. y defensa; p. segur.soc afil (038)",316,,84,134,85,13
"Enseñanza (039)",162,,44,87,29,2
"Servicios sociales y de salud (040)",37,,13,18,6,
"Otras activ. serv.comun.soc y personales (041)",73,2,25,25,17,4
"Hogares privados con servicio doméstico (042)",16,4,9,3,,
