"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia HUANCAVELICA (000)",1718,1707,11
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",192,192,
"Hospital, clinica (004)",148,145,3
"Cárcel, centro de readaptación social (005)",158,158,
"Asilo (006)",80,80,
"Aldea infantil, orfelinato, etc (007)",52,52,
"Otro (008)",715,710,5
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",373,370,3
