"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia CORONGO (000)",7358,849,116,3637,1975,197,245,111,228
"Hombres (001)",3756,215,65,1835,1175,116,147,58,145
"Mujeres (002)",3602,634,51,1802,800,81,98,53,83
"PEA (003)",2582,200,4,1064,772,121,191,68,162
"Hombres (004)",2059,141,2,897,651,85,127,41,115
"Mujeres (005)",523,59,2,167,121,36,64,27,47
"Ocupada (006)",2510,197,4,1039,736,119,186,67,162
"Hombres (007)",1998,139,2,879,617,83,122,41,115
"Mujeres (008)",512,58,2,160,119,36,64,26,47
"Desocupada (009)",72,3,,25,36,2,5,1,
"Hombres (010)",61,2,,18,34,2,5,,
"Mujeres (011)",11,1,,7,2,,,1,
"No PEA (012)",4776,649,112,2573,1203,76,54,43,66
"Hombres (013)",1697,74,63,938,524,31,20,17,30
"Mujeres (014)",3079,575,49,1635,679,45,34,26,36
,,,,,,,,,
"URBANA (018)",3694,350,67,1649,1017,132,192,96,191
"Hombres (019)",1892,75,35,838,593,71,111,49,120
"Mujeres (020)",1802,275,32,811,424,61,81,47,71
"PEA (021)",1429,84,3,508,414,86,144,58,132
"Hombres (022)",1069,49,2,400,334,59,95,36,94
"Mujeres (023)",360,35,1,108,80,27,49,22,38
"Ocupada (024)",1389,82,3,493,396,86,140,57,132
"Hombres (025)",1036,48,2,390,316,59,91,36,94
"Mujeres (026)",353,34,1,103,80,27,49,21,38
"Desocupada (027)",40,2,,15,18,,4,1,
"Hombres (028)",33,1,,10,18,,4,,
"Mujeres (029)",7,1,,5,,,,1,
"No PEA (030)",2265,266,64,1141,603,46,48,38,59
"Hombres (031)",823,26,33,438,259,12,16,13,26
"Mujeres (032)",1442,240,31,703,344,34,32,25,33
,,,,,,,,,
"RURAL (036)",3664,499,49,1988,958,65,53,15,37
"Hombres (037)",1864,140,30,997,582,45,36,9,25
"Mujeres (038)",1800,359,19,991,376,20,17,6,12
"PEA (039)",1153,116,1,556,358,35,47,10,30
"Hombres (040)",990,92,,497,317,26,32,5,21
"Mujeres (041)",163,24,1,59,41,9,15,5,9
"Ocupada (042)",1121,115,1,546,340,33,46,10,30
"Hombres (043)",962,91,,489,301,24,31,5,21
"Mujeres (044)",159,24,1,57,39,9,15,5,9
"Desocupada (045)",32,1,,10,18,2,1,,
"Hombres (046)",28,1,,8,16,2,1,,
"Mujeres (047)",4,,,2,2,,,,
"No PEA (048)",2511,383,48,1432,600,30,6,5,7
"Hombres (049)",874,48,30,500,265,19,4,4,4
"Mujeres (050)",1637,335,18,932,335,11,2,1,3
