"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia ANTABAMBA (000)",4180,69,1053,1385,1144,529
"Empleado (001)",503,1,108,235,152,7
"Obrero (002)",1207,23,380,394,308,102
"Trabajador independiente (003)",1306,6,248,426,391,235
"Empleador o patrono (004)",14,,3,3,7,1
"Trabajador familiar no remunerado (005)",1026,37,267,282,266,174
"Trabajador del hogar (006)",23,2,10,6,3,2
"Desocupado (008)",101,,37,39,17,8
"Hombres (009)",2738,43,686,926,746,337
"Empleado (010)",331,,61,147,117,6
"Obrero (011)",861,15,287,282,214,63
"Trabajador independiente (012)",907,4,157,315,269,162
"Empleador o patrono (013)",13,,3,3,6,1
"Trabajador familiar no remunerado (014)",536,24,145,144,126,97
"Trabajador del hogar (015)",2,,1,1,,
"Desocupado (017)",88,,32,34,14,8
"Mujeres (018)",1442,26,367,459,398,192
"Empleado (019)",172,1,47,88,35,1
"Obrero (020)",346,8,93,112,94,39
"Trabajador independiente (021)",399,2,91,111,122,73
"Empleador o patrono (022)",1,,,,1,
"Trabajador familiar no remunerado (023)",490,13,122,138,140,77
"Trabajador del hogar (024)",21,2,9,5,3,2
"Desocupado (026)",13,,5,5,3,
,,,,,,
"URBANA (027)",2708,56,697,924,738,293
"Empleado (028)",451,1,97,204,144,5
"Obrero (029)",908,21,282,283,236,86
"Trabajador independiente (030)",725,5,158,245,206,111
"Empleador o patrono (031)",8,,2,,5,1
"Trabajador familiar no remunerado (032)",517,27,123,154,130,83
"Trabajador del hogar (033)",20,2,8,6,3,1
"Desocupado (035)",79,,27,32,14,6
"Hombres (036)",1706,36,448,580,466,176
"Empleado (037)",289,,55,121,109,4
"Obrero (038)",605,13,203,186,155,48
"Trabajador independiente (039)",468,3,98,162,132,73
"Empleador o patrono (040)",7,,2,,4,1
"Trabajador familiar no remunerado (041)",268,20,66,83,55,44
"Trabajador del hogar (042)",2,,1,1,,
"Desocupado (044)",67,,23,27,11,6
"Mujeres (045)",1002,20,249,344,272,117
"Empleado (046)",162,1,42,83,35,1
"Obrero (047)",303,8,79,97,81,38
"Trabajador independiente (048)",257,2,60,83,74,38
"Empleador o patrono (049)",1,,,,1,
"Trabajador familiar no remunerado (050)",249,7,57,71,75,39
"Trabajador del hogar (051)",18,2,7,5,3,1
"Desocupado (053)",12,,4,5,3,
,,,,,,
"RURAL (054)",1472,13,356,461,406,236
"Empleado (055)",52,,11,31,8,2
"Obrero (056)",299,2,98,111,72,16
"Trabajador independiente (057)",581,1,90,181,185,124
"Empleador o patrono (058)",6,,1,3,2,
"Trabajador familiar no remunerado (059)",509,10,144,128,136,91
"Trabajador del hogar (060)",3,,2,,,1
"Desocupado (062)",22,,10,7,3,2
"Hombres (063)",1032,7,238,346,280,161
"Empleado (064)",42,,6,26,8,2
"Obrero (065)",256,2,84,96,59,15
"Trabajador independiente (066)",439,1,59,153,137,89
"Empleador o patrono (067)",6,,1,3,2,
"Trabajador familiar no remunerado (068)",268,4,79,61,71,53
"Desocupado (071)",21,,9,7,3,2
"Mujeres (072)",440,6,118,115,126,75
"Empleado (073)",10,,5,5,,
"Obrero (074)",43,,14,15,13,1
"Trabajador independiente (075)",142,,31,28,48,35
"Trabajador familiar no remunerado (077)",241,6,65,67,65,38
"Trabajador del hogar (078)",3,,2,,,1
"Desocupado (080)",1,,1,,,
