"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia HUANCA SANCOS",,,,,,,,,
"Viviendas particulares (001)",3400,105,2207,1,2,8,906,7,164
"Ocupantes presentes (002)",10465,390,7532,2,5,26,2215,17,278
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",2854,100,2158,1,1,7,566,7,14
"Ocupantes presentes (005)",9438,372,7381,2,1,25,1618,17,22
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",4,4,,,,,,,
"Ocupantes presentes (008)",13,13,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",15,1,14,,,,,,
"Ocupantes presentes (011)",65,5,60,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",9,,9,,,,,,
"Ocupantes presentes (014)",32,,32,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",511,,21,,1,1,340,,148
"Ocupantes presentes (017)",883,,33,,4,1,597,,248
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",1,,,,,,,,1
"Ocupantes presentes (020)",5,,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",5,,5,,,,,,
"Ocupantes presentes (023)",26,,26,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",1,,,,,,,,1
"Ocupantes presentes (026)",3,,,,,,,,3
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",2117,98,1648,,,5,357,6,3
"Ocupantes presentes (029)",7076,369,5585,,,16,1082,16,8
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",2084,93,1621,,,5,357,6,2
"Ocupantes presentes (032)",6937,351,5469,,,16,1082,16,3
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",4,4,,,,,,,
"Ocupantes presentes (035)",13,13,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",15,1,14,,,,,,
"Ocupantes presentes (038)",65,5,60,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",9,,9,,,,,,
"Ocupantes presentes (041)",32,,32,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",1,,,,,,,,1
"Ocupantes presentes (047)",5,,,,,,,,5
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",4,,4,,,,,,
"Ocupantes presentes (050)",24,,24,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",1283,7,559,1,2,3,549,1,161
"Ocupantes presentes (056)",3389,21,1947,2,5,10,1133,1,270
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",770,7,537,1,1,2,209,1,12
"Ocupantes presentes (059)",2501,21,1912,2,1,9,536,1,19
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",511,,21,,1,1,340,,148
"Ocupantes presentes (071)",883,,33,,4,1,597,,248
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,1,,,,,,
"Ocupantes presentes (077)",2,,2,,,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",3,,,,,,,,3
