"CUADRO Nº 9: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, HIJOS SOBREVIVIENTES, HIJOS NACIDOS EL ÚLTIMO AÑO, SEGÚN DEPARTAMENTO, PROVIINCIA, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, CONDICION DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","HIJOS NACIDOS VIVOS",,"NACIDOS VIVOS ULTIMO AÑO",PROPORCION,,
,,TOTAL,SOBREVIVIENTES,,TOTAL,"ULTIMO AÑO",
,,,,,,,
"Provincia VILCAS HUAMAN (000)",8879,31308,26771,,362,85.5,1.2
"De 12 a 14 años (001)",940,4,2,,,50,
"De 15 a 19 años (002)",971,211,204,58,96.7,27.5,
"De 20 a 24 años (003)",717,849,827,87,97.4,10.2,
"De 25 a 29 años (004)",722,1434,1386,72,96.7,5,
"De 30 a 34 años (005)",692,2004,1887,73,94.2,3.6,
"De 35 a 39 años (006)",680,2515,2368,38,94.2,1.5,
"De 40 a 44 años (007)",643,3047,2806,31,92.1,1,
"De 45 a 49 años (008)",527,2904,2607,3,89.8,0.1,
"De 50 y más años (009)",2987,18340,14684,,80.1,,
"PEA (010)",1446,4805,4321,65,89.9,1.4,
"De 12 a 14 años (011)",30,,,,,,
"De 15 a 19 años (012)",102,27,26,7,96.3,25.9,
"De 20 a 24 años (013)",151,169,168,15,99.4,8.9,
"De 25 a 29 años (014)",160,248,233,13,94,5.2,
"De 30 a 34 años (015)",162,383,365,14,95.3,3.7,
"De 35 a 39 años (016)",183,565,541,9,95.8,1.6,
"De 40 a 44 años (017)",154,628,598,7,95.2,1.1,
"De 45 a 49 años (018)",106,493,467,,94.7,,
"De 50 y más años (019)",398,2292,1923,,83.9,,
"Ocupada (020)",1391,4716,4241,64,89.9,1.4,
"De 12 a 14 años (021)",27,,,,,,
"De 15 a 19 años (022)",90,23,22,7,95.7,30.4,
"De 20 a 24 años (023)",139,165,164,14,99.4,8.5,
"De 25 a 29 años (024)",153,240,228,13,95,5.4,
"De 30 a 34 años (025)",155,366,348,14,95.1,3.8,
"De 35 a 39 años (026)",181,560,536,9,95.7,1.6,
"De 40 a 44 años (027)",147,603,576,7,95.5,1.2,
"De 45 a 49 años (028)",103,479,453,,94.6,,
"De 50 y más años (029)",396,2280,1914,,83.9,,
"Desocupada (030)",55,89,80,1,89.9,1.1,
"De 12 a 14 años (031)",3,,,,,,
"De 15 a 19 años (032)",12,4,4,,100,,
"De 20 a 24 años (033)",12,4,4,1,100,25,
"De 25 a 29 años (034)",7,8,5,,62.5,,
"De 30 a 34 años (035)",7,17,17,,100,,
"De 35 a 39 años (036)",2,5,5,,100,,
"De 40 a 44 años (037)",7,25,22,,88,,
"De 45 a 49 años (038)",3,14,14,,100,,
