"CUADRO Nº 8: POBLACIÓN ECONÓMICAMENTE ACTIVA DE 6 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,
,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACION",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"6 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 Y MÁS AÑOS"
,,,,,,
"Provincia SAN ROMAN (000)",96854,1370,34252,36196,21511,3525
"Empleado (001)",20280,140,7074,8777,4121,168
"Obrero (002)",10709,132,4790,3663,1892,232
"Trabajador independiente (003)",48918,316,14492,18858,12771,2481
"Empleador o patrono (004)",1596,2,556,633,359,46
"Trabajador familiar no remunerado (005)",7228,610,2820,1904,1425,469
"Trabajador del hogar (006)",1279,70,801,270,116,22
"Desocupado (008)",6844,100,3719,2091,827,107
"Hombres (009)",56512,778,19598,21045,12990,2101
"Empleado (010)",11991,70,3571,5328,2901,121
"Obrero (011)",9206,106,3985,3214,1698,203
"Trabajador independiente (012)",27495,200,8282,10278,7237,1498
"Empleador o patrono (013)",1058,2,359,419,245,33
"Trabajador familiar no remunerado (014)",2325,320,1200,374,270,161
"Trabajador del hogar (015)",134,17,84,17,11,5
"Desocupado (017)",4303,63,2117,1415,628,80
"Mujeres (018)",40342,592,14654,15151,8521,1424
"Empleado (019)",8289,70,3503,3449,1220,47
"Obrero (020)",1503,26,805,449,194,29
"Trabajador independiente (021)",21423,116,6210,8580,5534,983
"Empleador o patrono (022)",538,,197,214,114,13
"Trabajador familiar no remunerado (023)",4903,290,1620,1530,1155,308
"Trabajador del hogar (024)",1145,53,717,253,105,17
"Desocupado (026)",2541,37,1602,676,199,27
,,,,,,
"URBANA (027)",88046,1196,31651,33814,19024,2361
"Empleado (028)",20002,139,6963,8679,4060,161
"Obrero (029)",9822,116,4400,3387,1726,193
"Trabajador independiente (030)",43838,299,13429,17401,11055,1654
"Empleador o patrono (031)",1562,2,540,626,350,44
"Trabajador familiar no remunerado (032)",5062,478,2042,1436,920,186
"Trabajador del hogar (033)",1249,69,781,263,115,21
"Desocupado (035)",6511,93,3496,2022,798,102
"Hombres (036)",51445,683,18063,19676,11591,1432
"Empleado (037)",11813,69,3520,5262,2847,115
"Obrero (038)",8472,94,3657,2986,1560,175
"Trabajador independiente (039)",24312,193,7632,9367,6158,962
"Empleador o patrono (040)",1036,2,349,413,240,32
"Trabajador familiar no remunerado (041)",1623,250,862,272,172,67
"Trabajador del hogar (042)",133,17,83,17,11,5
"Desocupado (044)",4056,58,1960,1359,603,76
"Mujeres (045)",36601,513,13588,14138,7433,929
"Empleado (046)",8189,70,3443,3417,1213,46
"Obrero (047)",1350,22,743,401,166,18
"Trabajador independiente (048)",19526,106,5797,8034,4897,692
"Empleador o patrono (049)",526,,191,213,110,12
"Trabajador familiar no remunerado (050)",3439,228,1180,1164,748,119
"Trabajador del hogar (051)",1116,52,698,246,104,16
"Desocupado (053)",2455,35,1536,663,195,26
,,,,,,
"RURAL (054)",8808,174,2601,2382,2487,1164
"Empleado (055)",278,1,111,98,61,7
"Obrero (056)",887,16,390,276,166,39
"Trabajador independiente (057)",5080,17,1063,1457,1716,827
"Empleador o patrono (058)",34,,16,7,9,2
"Trabajador familiar no remunerado (059)",2166,132,778,468,505,283
"Trabajador del hogar (060)",30,1,20,7,1,1
"Desocupado (062)",333,7,223,69,29,5
"Hombres (063)",5067,95,1535,1369,1399,669
"Empleado (064)",178,1,51,66,54,6
"Obrero (065)",734,12,328,228,138,28
"Trabajador independiente (066)",3183,7,650,911,1079,536
"Empleador o patrono (067)",22,,10,6,5,1
"Trabajador familiar no remunerado (068)",702,70,338,102,98,94
"Trabajador del hogar (069)",1,,1,,,
"Desocupado (071)",247,5,157,56,25,4
"Mujeres (072)",3741,79,1066,1013,1088,495
"Empleado (073)",100,,60,32,7,1
"Obrero (074)",153,4,62,48,28,11
"Trabajador independiente (075)",1897,10,413,546,637,291
"Empleador o patrono (076)",12,,6,1,4,1
"Trabajador familiar no remunerado (077)",1464,62,440,366,407,189
"Trabajador del hogar (078)",29,1,19,7,1,1
"Desocupado (080)",86,2,66,13,4,1
