"CUADRO Nº 13: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES QUE NO DISPONEN DEL SERVICIO DE AGUA TODOS LOS DÍAS DE LA SEMANA, POR NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DEL SERVICIO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE DÍAS A LA SEMANA QUE DISPONE DE AGUA",,,
,,1,2,3,4-6
,,,,,
"Provincia MOHO",,,,,
"Viviendas particulares (001)",536,71,96,150,219
"Ocupantes presentes (002)",1531,176,255,457,643
"Casa independiente",,,,,
"Viviendas particulares (004)",531,70,95,148,218
"Ocupantes presentes (005)",1519,174,253,450,642
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (013)",2,1,,1,
"Ocupantes presentes (014)",6,2,,4,
"Choza o cabaña",,,,,
"Viviendas particulares (016)",2,,,1,1
"Ocupantes presentes (017)",4,,,3,1
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (022)",1,,1,,
"Ocupantes presentes (023)",2,,2,,
"Otro tipo",,,,,
,,,,,
URBANA,,,,,
"Viviendas particulares (028)",141,36,22,32,51
"Ocupantes presentes (029)",379,80,53,85,161
"Casa independiente",,,,,
"Viviendas particulares (031)",139,35,22,31,51
"Ocupantes presentes (032)",373,78,53,81,161
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Viviendas particulares (040)",2,1,,1,
"Ocupantes presentes (041)",6,2,,4,
"Choza o cabaña",,,,,
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Otro tipo",,,,,
,,,,,
RURAL,,,,,
"Viviendas particulares (055)",395,35,74,118,168
"Ocupantes presentes (056)",1152,96,202,372,482
"Casa independiente",,,,,
"Viviendas particulares (058)",392,35,73,117,167
"Ocupantes presentes (059)",1146,96,200,369,481
"Departamento en edificio",,,,,
"Vivienda en quinta",,,,,
"Vivienda en casa de vecindad",,,,,
"Choza o cabaña",,,,,
"Viviendas particulares (070)",2,,,1,1
"Ocupantes presentes (071)",4,,,3,1
"Vivienda improvisada",,,,,
"Local no dest.para hab. humana",,,,,
"Viviendas particulares (076)",1,,1,,
"Ocupantes presentes (077)",2,,2,,
"Otro tipo",,,,,
