"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia GENERAL SANCHEZ CERRO (000)",20245,2234,3620,4204,3227,2421,4539
"Católica (001)",18319,2029,3294,3872,2909,2164,4051
"Cristiana/Evangélica (002)",1455,152,205,226,247,205,420
"Otra (003)",218,14,41,45,40,27,51
"Ninguna (004)",253,39,80,61,31,25,17
"Hombres (006)",10922,1193,1923,2365,1779,1297,2365
"Católica (007)",9920,1092,1760,2192,1599,1164,2113
"Cristiana/Evangélica (008)",714,68,101,97,134,98,216
"Otra (009)",126,6,20,29,24,19,28
"Ninguna (010)",162,27,42,47,22,16,8
"Mujeres (012)",9323,1041,1697,1839,1448,1124,2174
"Católica (013)",8399,937,1534,1680,1310,1000,1938
"Cristiana/Evangélica (014)",741,84,104,129,113,107,204
"Otra (015)",92,8,21,16,16,8,23
"Ninguna (016)",91,12,38,14,9,9,9
,,,,,,,
"URBANA (018)",8776,932,1765,1827,1407,1008,1837
"Católica (019)",8020,864,1632,1692,1291,909,1632
"Cristiana/Evangélica (020)",540,50,76,80,83,76,175
"Otra (021)",114,10,31,23,21,11,18
"Ninguna (022)",102,8,26,32,12,12,12
"Hombres (024)",4552,488,891,948,760,520,945
"Católica (025)",4162,454,829,875,693,474,837
"Cristiana/Evangélica (026)",265,26,34,34,48,30,93
"Otra (027)",61,4,15,15,10,8,9
"Ninguna (028)",64,4,13,24,9,8,6
"Mujeres (030)",4224,444,874,879,647,488,892
"Católica (031)",3858,410,803,817,598,435,795
"Cristiana/Evangélica (032)",275,24,42,46,35,46,82
"Otra (033)",53,6,16,8,11,3,9
"Ninguna (034)",38,4,13,8,3,4,6
,,,,,,,
"RURAL (036)",11469,1302,1855,2377,1820,1413,2702
"Católica (037)",10299,1165,1662,2180,1618,1255,2419
"Cristiana/Evangélica (038)",915,102,129,146,164,129,245
"Otra (039)",104,4,10,22,19,16,33
"Ninguna (040)",151,31,54,29,19,13,5
"Hombres (042)",6370,705,1032,1417,1019,777,1420
"Católica (043)",5758,638,931,1317,906,690,1276
"Cristiana/Evangélica (044)",449,42,67,63,86,68,123
"Otra (045)",65,2,5,14,14,11,19
"Ninguna (046)",98,23,29,23,13,8,2
"Mujeres (048)",5099,597,823,960,801,636,1282
"Católica (049)",4541,527,731,863,712,565,1143
"Cristiana/Evangélica (050)",466,60,62,83,78,61,122
"Otra (051)",39,2,5,8,5,5,14
"Ninguna (052)",53,8,25,6,6,5,3
