"CUADRO Nº 9: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR TIPO DE ABASTECIMIENTO DE AGUA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"TIPO DE ABASTECIMIENTO DE AGUA",,,,,,,
,,"RED PÚBLICA DENTRO DE LA VIVIENDA (AGUA POTABLE)","RED PÚBLICA FUERA DE LA VIVIENDA PERO DENTRO DE LA EDIFICACIÓN (AGUA POTABLE)","PILÓN DE USO PÚBLICO (AGUA POTABLE)","CAMIÓN-CISTERNA U OTRO SIMILAR",POZO,"RÍO, ACEQUIA, MANANTIAL O SIMILAR",VECINO,OTRO
,,,,,,,,,
"Provincia GRAN CHIMU",,,,,,,,,
"Viviendas particulares (001)",7368,2313,1342,129,2,407,2877,265,33
"Ocupantes presentes (002)",29400,9229,5498,538,3,1714,11441,870,107
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",7266,2280,1329,127,2,401,2832,263,32
"Ocupantes presentes (005)",29027,9085,5434,535,3,1697,11302,865,106
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (007)",22,18,4,,,,,,
"Ocupantes presentes (008)",66,47,19,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",6,4,2,,,,,,
"Ocupantes presentes (011)",44,31,13,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",17,10,6,1,,,,,
"Ocupantes presentes (014)",97,64,31,2,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",53,,,1,,5,45,1,1
"Ocupantes presentes (017)",160,,,1,,16,139,3,1
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (019)",2,,1,,,,,1,
"Ocupantes presentes (020)",3,,1,,,,,2,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",2,1,,,,1,,,
"Ocupantes presentes (023)",3,2,,,,1,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",1636,1394,137,9,,1,16,66,13
"Ocupantes presentes (029)",6480,5538,564,27,,4,67,245,35
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",1588,1361,124,8,,1,16,65,13
"Ocupantes presentes (032)",6268,5394,500,25,,4,67,243,35
"Departamento en edificio",,,,,,,,,
"Viviendas particulares (034)",22,18,4,,,,,,
"Ocupantes presentes (035)",66,47,19,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",6,4,2,,,,,,
"Ocupantes presentes (038)",44,31,13,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",17,10,6,1,,,,,
"Ocupantes presentes (041)",97,64,31,2,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Viviendas particulares (046)",2,,1,,,,,1,
"Ocupantes presentes (047)",3,,1,,,,,2,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",1,1,,,,,,,
"Ocupantes presentes (050)",2,2,,,,,,,
"Otro tipo",,,,,,,,,
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",5732,919,1205,120,2,406,2861,199,20
"Ocupantes presentes (056)",22920,3691,4934,511,3,1710,11374,625,72
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",5678,919,1205,119,2,400,2816,198,19
"Ocupantes presentes (059)",22759,3691,4934,510,3,1693,11235,622,71
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",53,,,1,,5,45,1,1
"Ocupantes presentes (071)",160,,,1,,16,139,3,1
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",1,,,,,1,,,
"Ocupantes presentes (077)",1,,,,,1,,,
"Otro tipo",,,,,,,,,
