"CUADRO Nº 32: POBLACIÓN OCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR OCUPACIÓN PRINCIPAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONOMICA",TOTAL,"OCUPACION PRINCIPAL",,,,,,,,,,
,,"MIEMBROS PODER EJEC. Y LEGIS., DIRECT. ADM., PUB.Y EMP.","PROFES., CIENTÍFI-COS E INTELEC-TUALES","TÉCNICOS DE NIVEL MEDIO Y TRABAJ. ASIMIL","JEFES Y EMPLEA-DOS DE OFICINA","TRAB. DE. SERV. PERS. Y VEND. DEL COMERCIO Y MCDO.","AGRICULT. TRABAJ. CALIFICA-DO., AGROP. Y PESQUE-ROS.","OBREROS Y OPER. MINAS, CANTERAS, IND. MANUF. Y OTROS","OBR. CONST. CONF. PAPEL Y CARTÓN, FAB. INSTR. MUSI-CALES. Y AFINES","TRABAJ. NO CALIF. SERV. PEON, VEND. AMBU-LANTE Y AFINES",OTRA,"OCUPA-CIÓN NO ESPECI-FICADA"
,,,,,,,,,,,,
"Provincia RODRIGUEZ DE MENDOZA (000)",9442,36,553,162,106,551,3917,294,341,3295,34,153
"Agric., ganadería, caza y silvicultura (001)",6801,,,5,2,,3917,1,4,2872,,
"Pesca (002)",1,,1,,,,,,,,,
"Industrias manufactureras (004)",238,,,1,1,,,230,5,1,,
"Suministro de electricidad, gas y agua (005)",8,,,2,2,,,2,1,1,,
"Construcción (006)",232,,3,5,,,,6,148,70,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",591,,6,17,2,435,,50,3,78,,
"Venta, mant.y rep. veh.autom.y motoc. (008)",44,,1,,,3,,39,,1,,
"Comercio al por mayor (009)",28,,,,,22,,,2,4,,
"Comercio al por menor (010)",519,,5,17,2,410,,11,1,73,,
"Hoteles y restaurantes (011)",148,,4,4,3,99,,,,38,,
"Trans., almac. y comunicaciones (012)",201,,1,3,5,1,,1,174,16,,
"Intermediación financiera (013)",3,,1,2,,,,,,,,
"Activid.inmobil., empres. y alquileres (014)",74,,24,18,9,7,,2,1,13,,
"Admin.pub. y defensa; p. segur.soc.afil (015)",181,26,11,25,46,1,,,5,33,34,
"Enseñanza (016)",472,10,446,1,11,,,,,4,,
"Servicios sociales y de salud (017)",112,,40,56,8,2,,1,,5,,
"Otras activ. serv.comun.soc y personales (018)",88,,16,23,7,6,,1,,35,,
"Hogares privados con servicio doméstico (019)",129,,,,,,,,,129,,
"Actividad economica no especificada (021)",163,,,,10,,,,,,,153
"Hombres (022)",7722,29,316,97,58,224,3695,261,338,2623,34,47
"Agric., ganadería, caza y silvicultura (023)",6146,,,5,2,,3695,1,4,2439,,
"Pesca (024)",1,,1,,,,,,,,,
"Industrias manufactureras (026)",203,,,1,1,,,197,3,1,,
"Suministro de electricidad, gas y agua (027)",7,,,2,1,,,2,1,1,,
"Construcción (028)",227,,3,5,,,,6,148,65,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",306,,4,12,1,196,,50,3,40,,
"Venta, mant.y rep. veh.autom.y motoc. (030)",42,,1,,,2,,39,,,,
"Comercio al por mayor (031)",17,,,,,13,,,2,2,,
"Comercio al por menor (032)",247,,3,12,1,181,,11,1,38,,
"Hoteles y restaurantes (033)",32,,3,4,1,17,,,,7,,
"Trans., almac. y comunicaciones (034)",192,,1,2,2,1,,1,174,11,,
"Intermediación financiera (035)",1,,,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (036)",59,,22,11,5,6,,2,,13,,
"Admin.pub. y defensa; p. segur.soc.afil (037)",138,21,9,15,27,1,,,5,26,34,
"Enseñanza (038)",257,8,240,1,6,,,,,2,,
"Servicios sociales y de salud (039)",48,,19,19,6,1,,1,,2,,
"Otras activ. serv.comun.soc y personales (040)",52,,14,19,2,2,,1,,14,,
"Hogares privados con servicio doméstico (041)",2,,,,,,,,,2,,
"Actividad economica no especificada (043)",51,,,,4,,,,,,,47
"Mujeres (044)",1720,7,237,65,48,327,222,33,3,672,,106
"Agric., ganadería, caza y silvicultura (045)",655,,,,,,222,,,433,,
"Industrias manufactureras (048)",35,,,,,,,33,2,,,
"Suministro de electricidad, gas y agua (049)",1,,,,1,,,,,,,
"Construcción (050)",5,,,,,,,,,5,,
"Comerc., rep. veh. autom.,motoc. efect. pers. (051)",285,,2,5,1,239,,,,38,,
"Venta, mant.y rep. veh.autom.y motoc. (052)",2,,,,,1,,,,1,,
"Comercio al por mayor (053)",11,,,,,9,,,,2,,
"Comercio al por menor (054)",272,,2,5,1,229,,,,35,,
"Hoteles y restaurantes (055)",116,,1,,2,82,,,,31,,
"Trans., almac. y comunicaciones (056)",9,,,1,3,,,,,5,,
"Intermediación financiera (057)",2,,1,1,,,,,,,,
"Activid.inmobil., empres. y alquileres (058)",15,,2,7,4,1,,,1,,,
"Admin.pub. y defensa; p. segur.soc.afil (059)",43,5,2,10,19,,,,,7,,
"Enseñanza (060)",215,2,206,,5,,,,,2,,
"Servicios sociales y de salud (061)",64,,21,37,2,1,,,,3,,
