"CUADRO Nº 38: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, GRUPOS DE EDAD Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia RECUAY (000)",496,136,360
"Sin nivel (001)",23,3,20
"Educación inicial (002)",2,2,
"Primaria (003)",139,31,108
"Secundaria (004)",210,69,141
"Superior no univ. incompleta (005)",36,11,25
"Superior no univ. completa (006)",48,11,37
"Superior univ. incompleta (007)",10,1,9
"Superior univ. completa (008)",28,8,20
"De 14 a 29 años (010)",226,99,127
"Sin nivel (011)",2,2,
"Primaria (013)",34,19,15
"Secundaria (014)",130,58,72
"Superior no univ. incompleta (015)",18,8,10
"Superior no univ. completa (016)",25,7,18
"Superior univ. incompleta (017)",6,1,5
"Superior univ. completa (018)",11,4,7
"De 30 a 44 años (020)",145,26,119
"Sin nivel (021)",11,,11
"Educación inicial (022)",2,2,
"Primaria (023)",37,9,28
"Secundaria (024)",57,7,50
"Superior no univ. incompleta (025)",10,1,9
"Superior no univ. completa (026)",14,3,11
"Superior univ. completa (028)",14,4,10
"De 45 a 64 años (030)",105,11,94
"Sin nivel (031)",5,1,4
"Primaria (033)",57,3,54
"Secundaria (034)",21,4,17
"Superior no univ. incompleta (035)",7,2,5
"Superior no univ. completa (036)",9,1,8
"Superior univ. incompleta (037)",4,,4
"Superior univ. completa (038)",2,,2
"De 65 y más años (040)",20,,20
"Sin nivel (041)",5,,5
"Primaria (043)",11,,11
"Secundaria (044)",2,,2
"Superior no univ. incompleta (045)",1,,1
"Superior univ. completa (048)",1,,1
,,,
"AREA URBANA (050)",316,87,229
"Sin nivel (051)",16,2,14
"Educación inicial (052)",2,2,
"Primaria (053)",77,14,63
"Secundaria (054)",126,42,84
"Superior no univ. incompleta (055)",28,10,18
"Superior no univ. completa (056)",34,9,25
"Superior univ. incompleta (057)",9,1,8
"Superior univ. completa (058)",24,7,17
"De 14 a 29 años (060)",135,59,76
"Sin nivel (061)",1,1,
"Primaria (063)",10,6,4
"Secundaria (064)",74,34,40
"Superior no univ. incompleta (065)",14,7,7
"Superior no univ. completa (066)",21,6,15
"Superior univ. incompleta (067)",6,1,5
"Superior univ. completa (068)",9,4,5
"De 30 a 44 años (070)",93,18,75
"Sin nivel (071)",6,,6
"Educación inicial (072)",2,2,
"Primaria (073)",20,6,14
"Secundaria (074)",36,4,32
"Superior no univ. incompleta (075)",7,1,6
"Superior no univ. completa (076)",10,2,8
"Superior univ. completa (078)",12,3,9
"De 45 a 64 años (080)",72,10,62
"Sin nivel (081)",5,1,4
"Primaria (083)",38,2,36
"Secundaria (084)",14,4,10
"Superior no univ. incompleta (085)",7,2,5
"Superior no univ. completa (086)",3,1,2
"Superior univ. incompleta (087)",3,,3
"Superior univ. completa (088)",2,,2
"De 65 y más años (090)",16,,16
"Sin nivel (091)",4,,4
"Primaria (093)",9,,9
"Secundaria (094)",2,,2
"Superior univ. completa (098)",1,,1
,,,
"AREA RURAL (100)",180,49,131
"Sin nivel (101)",7,1,6
"Primaria (103)",62,17,45
"Secundaria (104)",84,27,57
"Superior no univ. incompleta (105)",8,1,7
"Superior no univ. completa (106)",14,2,12
"Superior univ. incompleta (107)",1,,1
"Superior univ. completa (108)",4,1,3
"De 14 a 29 años (110)",91,40,51
"Sin nivel (111)",1,1,
"Primaria (113)",24,13,11
"Secundaria (114)",56,24,32
"Superior no univ. incompleta (115)",4,1,3
"Superior no univ. completa (116)",4,1,3
"Superior univ. completa (118)",2,,2
"De 30 a 44 años (120)",52,8,44
"Sin nivel (121)",5,,5
"Primaria (123)",17,3,14
"Secundaria (124)",21,3,18
"Superior no univ. incompleta (125)",3,,3
"Superior no univ. completa (126)",4,1,3
"Superior univ. completa (128)",2,1,1
"De 45 a 64 años (130)",33,1,32
"Primaria (133)",19,1,18
"Secundaria (134)",7,,7
"Superior no univ. completa (136)",6,,6
"Superior univ. incompleta (137)",1,,1
"De 65 y más años (140)",4,,4
"Sin nivel (141)",1,,1
"Primaria (143)",2,,2
"Superior no univ. incompleta (145)",1,,1
