"CUADRO Nº 7: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL DE PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LAS PAREDES EXTERIORES DE LA VIVIENDA",,,,,,,
,,"LADRILLO O BLOQUE DE CEMENTO","ADOBE O TAPIA","MADERA (PONA, TOR-NILLO, ETC.)","QUINCHA (CAÑA CON BARRO)",ESTERA,"PIEDRA CON BARRO","PIEDRA O SILLAR CON CAL O CEMENTO","OTRO MATERIAL"
,,,,,,,,,
"Provincia ANTA",,,,,,,,,
"Viviendas particulares (001)",13659,256,13096,29,32,14,189,8,35
"Ocupantes presentes (002)",54165,978,52198,99,80,43,637,27,103
"Casa independiente",,,,,,,,,
"Viviendas particulares (004)",13220,254,12763,29,27,13,106,7,21
"Ocupantes presentes (005)",52585,976,50931,99,66,39,379,26,69
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (010)",3,,3,,,,,,
"Ocupantes presentes (011)",10,,10,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (013)",16,,16,,,,,,
"Ocupantes presentes (014)",78,,78,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (016)",408,,311,,4,1,83,,9
"Ocupantes presentes (017)",1469,,1174,,12,4,258,,21
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (022)",8,2,3,,1,,,1,1
"Ocupantes presentes (023)",11,2,5,,2,,,1,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (025)",4,,,,,,,,4
"Ocupantes presentes (026)",12,,,,,,,,12
,,,,,,,,,
URBANA,,,,,,,,,
"Viviendas particulares (028)",4777,139,4600,7,4,2,11,4,10
"Ocupantes presentes (029)",18847,493,18226,19,13,6,51,14,25
"Casa independiente",,,,,,,,,
"Viviendas particulares (031)",4753,139,4581,7,4,2,11,3,6
"Ocupantes presentes (032)",18747,493,18138,19,13,6,51,13,14
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Viviendas particulares (037)",3,,3,,,,,,
"Ocupantes presentes (038)",10,,10,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Viviendas particulares (040)",16,,16,,,,,,
"Ocupantes presentes (041)",78,,78,,,,,,
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (049)",2,,,,,,,1,1
"Ocupantes presentes (050)",2,,,,,,,1,1
"Otro tipo",,,,,,,,,
"Viviendas particulares (052)",3,,,,,,,,3
"Ocupantes presentes (053)",10,,,,,,,,10
,,,,,,,,,
RURAL,,,,,,,,,
"Viviendas particulares (055)",8882,117,8496,22,28,12,178,4,25
"Ocupantes presentes (056)",35318,485,33972,80,67,37,586,13,78
"Casa independiente",,,,,,,,,
"Viviendas particulares (058)",8467,115,8182,22,23,11,95,4,15
"Ocupantes presentes (059)",33838,483,32793,80,53,33,328,13,55
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Viviendas particulares (070)",408,,311,,4,1,83,,9
"Ocupantes presentes (071)",1469,,1174,,12,4,258,,21
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Viviendas particulares (076)",6,2,3,,1,,,,
"Ocupantes presentes (077)",9,2,5,,2,,,,
"Otro tipo",,,,,,,,,
"Viviendas particulares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",2,,,,,,,,2
