"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia ICA (000)",286095,19650,85167,21234,161542
"Hombres (001)",139169,8880,40939,11303,78898
"Mujeres (002)",146926,10770,44228,9931,82644
"PEA (003)",135303,4594,41535,12895,77254
"Hombres (004)",83850,2559,24021,7941,49962
"Mujeres (005)",51453,2035,17514,4954,27292
"Ocupada (006)",129962,4382,40874,12647,73029
"Hombres (007)",80799,2457,23669,7794,47508
"Mujeres (008)",49163,1925,17205,4853,25521
"Desocupada (009)",5341,212,661,248,4225
"Hombres (010)",3051,102,352,147,2454
"Mujeres (011)",2290,110,309,101,1771
"No PEA (012)",150792,15056,43632,8339,84288
"Hombres (013)",55319,6321,16918,3362,28936
"Mujeres (014)",95473,8735,26714,4977,55352
,,,,,
"URBANA (018)",261724,17564,77450,19910,148240
"Hombres (019)",126682,7894,36749,10561,72292
"Mujeres (020)",135042,9670,40701,9349,75948
"PEA (021)",123416,4251,37322,12003,70783
"Hombres (022)",75635,2348,21222,7347,45330
"Mujeres (023)",47781,1903,16100,4656,25453
"Ocupada (024)",118522,4047,36707,11765,66941
"Hombres (025)",72860,2251,20898,7209,43110
"Mujeres (026)",45662,1796,15809,4556,23831
"Desocupada (027)",4894,204,615,238,3842
"Hombres (028)",2775,97,324,138,2220
"Mujeres (029)",2119,107,291,100,1622
"No PEA (030)",138308,13313,40128,7907,77457
"Hombres (031)",51047,5546,15527,3214,26962
"Mujeres (032)",87261,7767,24601,4693,50495
,,,,,
"RURAL (036)",24371,2086,7717,1324,13302
"Hombres (037)",12487,986,4190,742,6606
"Mujeres (038)",11884,1100,3527,582,6696
"PEA (039)",11887,343,4213,892,6471
"Hombres (040)",8215,211,2799,594,4632
"Mujeres (041)",3672,132,1414,298,1839
"Ocupada (042)",11440,335,4167,882,6088
"Hombres (043)",7939,206,2771,585,4398
"Mujeres (044)",3501,129,1396,297,1690
"Desocupada (045)",447,8,46,10,383
"Hombres (046)",276,5,28,9,234
"Mujeres (047)",171,3,18,1,149
"No PEA (048)",12484,1743,3504,432,6831
"Hombres (049)",4272,775,1391,148,1974
"Mujeres (050)",8212,968,2113,284,4857
