"CUADRO Nº 6: TOTAL DE HOGARES EN VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR PERSONAS QUE PERTENECÍAN AL HOGAR Y AHORA VIVEN PERMANENTEMENTE EN OTRO PAÍS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"NÚMERO DE PERSONAS QUE VIVEN PERMANENTEMENTE EN OTRO PAÍS",,,,,,,NINGUNA
,,1,2,3,4,5,6,"7 Y MÁS",
,,,,,,,,,
"Provincia BELLAVISTA",,,,,,,,,
"Hogares (001)",11686,260,99,76,67,61,31,19,11073
"Ocupantes presentes (002)",48716,986,344,245,260,271,146,108,46356
"Casa independiente",,,,,,,,,
"Hogares (004)",9813,245,82,59,57,49,23,14,9284
"Ocupantes presentes (005)",41027,938,294,195,222,215,107,68,38988
"Departamento en edificio",,,,,,,,,
"Hogares (007)",9,,,,,,,,9
"Ocupantes presentes (008)",33,,,,,,,,33
"Vivienda en quinta",,,,,,,,,
"Hogares (010)",147,2,3,,,,,,142
"Ocupantes presentes (011)",442,6,6,,,,,,430
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (013)",33,1,1,,,,,,31
"Ocupantes presentes (014)",94,3,2,,,,,,89
"Choza o cabaña",,,,,,,,,
"Hogares (016)",1637,12,13,17,9,12,8,5,1561
"Ocupantes presentes (017)",6941,39,42,50,34,56,39,40,6641
"Vivienda improvisada",,,,,,,,,
"Hogares (019)",26,,,,,,,,26
"Ocupantes presentes (020)",109,,,,,,,,109
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (022)",16,,,,1,,,,15
"Ocupantes presentes (023)",57,,,,4,,,,53
"Otro tipo",,,,,,,,,
"Hogares (025)",5,,,,,,,,5
"Ocupantes presentes (026)",13,,,,,,,,13
,,,,,,,,,
URBANA,,,,,,,,,
"Hogares (028)",6501,205,76,43,45,41,16,10,6065
"Ocupantes presentes (029)",26604,788,269,142,171,177,76,46,24935
"Casa independiente",,,,,,,,,
"Hogares (031)",6274,202,72,43,45,41,16,10,5845
"Ocupantes presentes (032)",25883,779,261,142,171,177,76,46,24231
"Departamento en edificio",,,,,,,,,
"Hogares (034)",9,,,,,,,,9
"Ocupantes presentes (035)",33,,,,,,,,33
"Vivienda en quinta",,,,,,,,,
"Hogares (037)",147,2,3,,,,,,142
"Ocupantes presentes (038)",442,6,6,,,,,,430
"Vivienda en casa de vecindad",,,,,,,,,
"Hogares (040)",33,1,1,,,,,,31
"Ocupantes presentes (041)",94,3,2,,,,,,89
"Choza o cabaña",,,,,,,,,
"Vivienda improvisada",,,,,,,,,
"Hogares (046)",26,,,,,,,,26
"Ocupantes presentes (047)",109,,,,,,,,109
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (049)",8,,,,,,,,8
"Ocupantes presentes (050)",31,,,,,,,,31
"Otro tipo",,,,,,,,,
"Hogares (052)",4,,,,,,,,4
"Ocupantes presentes (053)",12,,,,,,,,12
,,,,,,,,,
RURAL,,,,,,,,,
"Hogares (055)",5185,55,23,33,22,20,15,9,5008
"Ocupantes presentes (056)",22112,198,75,103,89,94,70,62,21421
"Casa independiente",,,,,,,,,
"Hogares (058)",3539,43,10,16,12,8,7,4,3439
"Ocupantes presentes (059)",15144,159,33,53,51,38,31,22,14757
"Departamento en edificio",,,,,,,,,
"Vivienda en quinta",,,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,,
"Choza o cabaña",,,,,,,,,
"Hogares (070)",1637,12,13,17,9,12,8,5,1561
"Ocupantes presentes (071)",6941,39,42,50,34,56,39,40,6641
"Vivienda improvisada",,,,,,,,,
"Local no dest.para hab. humana",,,,,,,,,
"Hogares (076)",8,,,,1,,,,7
"Ocupantes presentes (077)",26,,,,4,,,,22
"Otro tipo",,,,,,,,,
"Hogares (079)",1,,,,,,,,1
"Ocupantes presentes (080)",1,,,,,,,,1
