"CUADRO Nº 30: POBLACIÓN OCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR CATEGORÍA DE OCUPACIÓN, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"CATEGORIA DE OCUPACION",,,,,
,,EMPLEADO,OBRERO,"TRABAJADOR INDEPENDIENTE","EMPLEADOR O PATRONO","TRABAJADOR FAMILIAR NO REMUNERADO","TRABAJADOR DEL HOGAR"
,,,,,,,
"Provincia CASMA (000)",15952,2963,5625,6188,336,614,226
"Conviviente (001)",6111,861,2444,2438,133,163,72
"Separado(a) (002)",859,138,291,370,18,9,33
"Casado(a) (003)",4053,924,1044,1833,120,113,19
"Viudo(a) (004)",386,45,116,200,11,10,4
"Divorciado(a) (005)",71,21,10,35,1,3,1
"Soltero(a) (006)",4472,974,1720,1312,53,316,97
"Hombres (008)",11426,1646,4505,4627,271,366,11
"Conviviente (009)",4575,524,1983,1898,115,52,3
"Separado(a) (010)",359,44,129,173,9,2,2
"Casado(a) (011)",2929,564,854,1378,98,35,
"Viudo(a) (012)",201,13,70,108,5,5,
"Divorciado(a) (013)",45,11,9,22,1,2,
"Soltero(a) (014)",3317,490,1460,1048,43,270,6
"Mujeres (016)",4526,1317,1120,1561,65,248,215
"Conviviente (017)",1536,337,461,540,18,111,69
"Separado(a) (018)",500,94,162,197,9,7,31
"Casado(a) (019)",1124,360,190,455,22,78,19
"Viudo(a) (020)",185,32,46,92,6,5,4
"Divorciado(a) (021)",26,10,1,13,,1,1
"Soltero(a) (022)",1155,484,260,264,10,46,91
,,,,,,,
"URBANA (024)",11511,2773,3298,4636,236,361,207
"Conviviente (025)",4323,807,1460,1763,99,127,67
"Separado(a) (026)",684,127,203,304,11,8,31
"Casado(a) (027)",3034,876,631,1337,82,89,19
"Viudo(a) (028)",251,42,66,127,5,7,4
"Divorciado(a) (029)",61,19,7,30,1,3,1
"Soltero(a) (030)",3158,902,931,1075,38,127,85
"Hombres (032)",7600,1528,2503,3225,185,149,10
"Conviviente (033)",3006,485,1130,1272,82,34,3
"Separado(a) (034)",261,41,84,127,5,2,2
"Casado(a) (035)",2036,536,498,920,64,18,
"Viudo(a) (036)",106,12,36,53,2,3,
"Divorciado(a) (037)",35,9,6,17,1,2,
"Soltero(a) (038)",2156,445,749,836,31,90,5
"Mujeres (040)",3911,1245,795,1411,51,212,197
"Conviviente (041)",1317,322,330,491,17,93,64
"Separado(a) (042)",423,86,119,177,6,6,29
"Casado(a) (043)",998,340,133,417,18,71,19
"Viudo(a) (044)",145,30,30,74,3,4,4
"Divorciado(a) (045)",26,10,1,13,,1,1
"Soltero(a) (046)",1002,457,182,239,7,37,80
,,,,,,,
"RURAL (048)",4441,190,2327,1552,100,253,19
"Conviviente (049)",1788,54,984,675,34,36,5
"Separado(a) (050)",175,11,88,66,7,1,2
"Casado(a) (051)",1019,48,413,496,38,24,
"Viudo(a) (052)",135,3,50,73,6,3,
"Divorciado(a) (053)",10,2,3,5,,,
"Soltero(a) (054)",1314,72,789,237,15,189,12
"Hombres (056)",3826,118,2002,1402,86,217,1
"Conviviente (057)",1569,39,853,626,33,18,
"Separado(a) (058)",98,3,45,46,4,,
"Casado(a) (059)",893,28,356,458,34,17,
"Viudo(a) (060)",95,1,34,55,3,2,
"Divorciado(a) (061)",10,2,3,5,,,
"Soltero(a) (062)",1161,45,711,212,12,180,1
"Mujeres (064)",615,72,325,150,14,36,18
"Conviviente (065)",219,15,131,49,1,18,5
"Separado(a) (066)",77,8,43,20,3,1,2
"Casado(a) (067)",126,20,57,38,4,7,
"Viudo(a) (068)",40,2,16,18,3,1,
"Soltero(a) (070)",153,27,78,25,3,9,11
