"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia CHEPEN (000)",75980,14239,11544,2788,47498
"Menos de 1 año (001)",1310,635,151,30,494
"De 1 a 14 años (002)",21297,7833,2863,634,9990
"De 15 a 29 años (003)",19471,2762,1454,529,14736
"De 30 a 44 años (004)",15757,1687,2325,630,11148
"De 45 a 64 años (005)",12385,967,2466,620,8349
"De 65 y mas años (006)",5760,355,2285,345,2781
"Hombres (008)",37909,6658,5565,1503,24240
"Menos de 1 año (009)",645,324,72,9,240
"De 1 a 14 años (010)",10858,4012,1462,339,5056
"De 15 a 29 años (011)",9771,1081,665,287,7744
"De 30 a 44 años (012)",7521,633,984,327,5598
"De 45 a 64 años (013)",6168,432,1115,350,4286
"De 65 y mas años (014)",2946,176,1267,191,1316
"Mujeres (016)",38071,7581,5979,1285,23258
"Menos de 1 año (017)",665,311,79,21,254
"De 1 a 14 años (018)",10439,3821,1401,295,4934
"De 15 a 29 años (019)",9700,1681,789,242,6992
"De 30 a 44 años (020)",8236,1054,1341,303,5550
"De 45 a 64 años (021)",6217,535,1351,270,4063
"De 65 y mas años (022)",2814,179,1018,154,1465
,,,,,
"URBANA (024)",62153,11176,10714,2549,37798
"Menos de 1 año (025)",1053,495,136,26,396
"De 1 a 14 años (026)",17038,5981,2711,590,7776
"De 15 a 29 años (027)",15784,2244,1377,486,11685
"De 30 a 44 años (028)",13131,1380,2209,578,8997
"De 45 a 64 años (029)",10301,774,2277,562,6705
"De 65 y mas años (030)",4846,302,2004,307,2239
"Hombres (032)",30617,5167,5117,1362,19026
"Menos de 1 año (033)",511,247,61,9,194
"De 1 a 14 años (034)",8629,3029,1383,314,3913
"De 15 a 29 años (035)",7816,873,633,263,6052
"De 30 a 44 años (036)",6168,525,921,297,4446
"De 45 a 64 años (037)",5059,346,1020,311,3397
"De 65 y mas años (038)",2434,147,1099,168,1024
"Mujeres (040)",31536,6009,5597,1187,18772
"Menos de 1 año (041)",542,248,75,17,202
"De 1 a 14 años (042)",8409,2952,1328,276,3863
"De 15 a 29 años (043)",7968,1371,744,223,5633
"De 30 a 44 años (044)",6963,855,1288,281,4551
"De 45 a 64 años (045)",5242,428,1257,251,3308
"De 65 y mas años (046)",2412,155,905,139,1215
,,,,,
"RURAL (048)",13827,3063,830,239,9700
"Menos de 1 año (049)",257,140,15,4,98
"De 1 a 14 años (050)",4259,1852,152,44,2214
"De 15 a 29 años (051)",3687,518,77,43,3051
"De 30 a 44 años (052)",2626,307,116,52,2151
"De 45 a 64 años (053)",2084,193,189,58,1644
"De 65 y mas años (054)",914,53,281,38,542
"Hombres (056)",7292,1491,448,141,5214
"Menos de 1 año (057)",134,77,11,,46
"De 1 a 14 años (058)",2229,983,79,25,1143
"De 15 a 29 años (059)",1955,208,32,24,1692
"De 30 a 44 años (060)",1353,108,63,30,1152
"De 45 a 64 años (061)",1109,86,95,39,889
"De 65 y mas años (062)",512,29,168,23,292
"Mujeres (064)",6535,1572,382,98,4486
"Menos de 1 año (065)",123,63,4,4,52
"De 1 a 14 años (066)",2030,869,73,19,1071
"De 15 a 29 años (067)",1732,310,45,19,1359
"De 30 a 44 años (068)",1273,199,53,22,999
"De 45 a 64 años (069)",975,107,94,19,755
"De 65 y mas años (070)",402,24,113,15,250
