"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MELGAR (000)",74735,17130,6670,1170,50050
"Menos de 1 año (001)",1214,819,54,15,327
"De 1 a 14 años (002)",25510,12846,1883,256,10548
"De 15 a 29 años (003)",18964,1869,1037,276,15870
"De 30 a 44 años (004)",13255,754,1751,322,10547
"De 45 a 64 años (005)",10338,525,1422,219,8224
"De 65 y mas años (006)",5454,317,523,82,4534
"Hombres (008)",36421,8234,3603,747,24080
"Menos de 1 año (009)",625,411,21,7,186
"De 1 a 14 años (010)",12900,6496,953,130,5328
"De 15 a 29 años (011)",9203,742,567,195,7778
"De 30 a 44 años (012)",6232,225,926,235,4957
"De 45 a 64 años (013)",4962,218,843,139,3806
"De 65 y mas años (014)",2499,142,293,41,2025
"Mujeres (016)",38314,8896,3067,423,25970
"Menos de 1 año (017)",589,408,33,8,141
"De 1 a 14 años (018)",12610,6350,930,126,5220
"De 15 a 29 años (019)",9761,1127,470,81,8092
"De 30 a 44 años (020)",7023,529,825,87,5590
"De 45 a 64 años (021)",5376,307,579,80,4418
"De 65 y mas años (022)",2955,175,230,41,2509
,,,,,
"URBANA (024)",35536,6873,4824,606,23269
"Menos de 1 año (025)",537,312,39,7,179
"De 1 a 14 años (026)",12016,4998,1522,166,5336
"De 15 a 29 años (027)",9605,873,730,134,7874
"De 30 a 44 años (028)",6724,321,1246,152,5015
"De 45 a 64 años (029)",4453,205,1001,103,3157
"De 65 y mas años (030)",2201,164,286,44,1708
"Hombres (032)",17081,3286,2445,363,11013
"Menos de 1 año (033)",286,171,17,1,97
"De 1 a 14 años (034)",6024,2495,779,88,2665
"De 15 a 29 años (035)",4643,366,372,88,3821
"De 30 a 44 años (036)",3076,97,559,103,2326
"De 45 a 64 años (037)",2125,90,565,61,1418
"De 65 y mas años (038)",927,67,153,22,686
"Mujeres (040)",18455,3587,2379,243,12256
"Menos de 1 año (041)",251,141,22,6,82
"De 1 a 14 años (042)",5992,2503,743,78,2671
"De 15 a 29 años (043)",4962,507,358,46,4053
"De 30 a 44 años (044)",3648,224,687,49,2689
"De 45 a 64 años (045)",2328,115,436,42,1739
"De 65 y mas años (046)",1274,97,133,22,1022
,,,,,
"RURAL (048)",39199,10257,1846,564,26781
"Menos de 1 año (049)",677,507,15,8,148
"De 1 a 14 años (050)",13494,7848,361,90,5212
"De 15 a 29 años (051)",9359,996,307,142,7996
"De 30 a 44 años (052)",6531,433,505,170,5532
"De 45 a 64 años (053)",5885,320,421,116,5067
"De 65 y mas años (054)",3253,153,237,38,2826
"Hombres (056)",19340,4948,1158,384,13067
"Menos de 1 año (057)",339,240,4,6,89
"De 1 a 14 años (058)",6876,4001,174,42,2663
"De 15 a 29 años (059)",4560,376,195,107,3957
"De 30 a 44 años (060)",3156,128,367,132,2631
"De 45 a 64 años (061)",2837,128,278,78,2388
"De 65 y mas años (062)",1572,75,140,19,1339
"Mujeres (064)",19859,5309,688,180,13714
"Menos de 1 año (065)",338,267,11,2,59
"De 1 a 14 años (066)",6618,3847,187,48,2549
"De 15 a 29 años (067)",4799,620,112,35,4039
"De 30 a 44 años (068)",3375,305,138,38,2901
"De 45 a 64 años (069)",3048,192,143,38,2679
"De 65 y mas años (070)",1681,78,97,19,1487
