"CUADRO Nº 37: POBLACIÓN DESOCUPADA DE 14 Y MÁS AÑOS DE EDAD, POR TIPO DE DESEMPLEO, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",,,
,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y NIVEL EDUCATIVO ALCANZADO",TOTAL,"TIPO DE DESEMPLEO",
,,ASPIRANTE,CESANTE
,,,
"Provincia CANCHIS (000)",1649,543,1106
"Sin nivel (001)",100,16,84
"Educación inicial (002)",2,1,1
"Primaria (003)",384,104,280
"Secundaria (004)",668,240,428
"Superior no univ. incompleta (005)",101,37,64
"Superior no univ. completa (006)",224,74,150
"Superior univ. incompleta (007)",65,28,37
"Superior univ. completa (008)",105,43,62
"Hombres (010)",1101,317,784
"Sin nivel (011)",50,6,44
"Educación inicial (012)",2,1,1
"Primaria (013)",272,55,217
"Secundaria (014)",490,160,330
"Superior no univ. incompleta (015)",68,25,43
"Superior no univ. completa (016)",116,31,85
"Superior univ. incompleta (017)",43,14,29
"Superior univ. completa (018)",60,25,35
"Mujeres (020)",548,226,322
"Sin nivel (021)",50,10,40
"Primaria (023)",112,49,63
"Secundaria (024)",178,80,98
"Superior no univ. incompleta (025)",33,12,21
"Superior no univ. completa (026)",108,43,65
"Superior univ. incompleta (027)",22,14,8
"Superior univ. completa (028)",45,18,27
,,,
"AREA URBANA (030)",1272,430,842
"Sin nivel (031)",49,8,41
"Primaria (033)",265,80,185
"Secundaria (034)",513,181,332
"Superior no univ. incompleta (035)",87,32,55
"Superior no univ. completa (036)",201,64,137
"Superior univ. incompleta (037)",60,26,34
"Superior univ. completa (038)",97,39,58
"Hombres (040)",817,244,573
"Sin nivel (041)",15,,15
"Primaria (043)",177,40,137
"Secundaria (044)",367,120,247
"Superior no univ. incompleta (045)",57,21,36
"Superior no univ. completa (046)",105,28,77
"Superior univ. incompleta (047)",41,13,28
"Superior univ. completa (048)",55,22,33
"Mujeres (050)",455,186,269
"Sin nivel (051)",34,8,26
"Primaria (053)",88,40,48
"Secundaria (054)",146,61,85
"Superior no univ. incompleta (055)",30,11,19
"Superior no univ. completa (056)",96,36,60
"Superior univ. incompleta (057)",19,13,6
"Superior univ. completa (058)",42,17,25
,,,
"AREA RURAL (060)",377,113,264
"Sin nivel (061)",51,8,43
"Educación inicial (062)",2,1,1
"Primaria (063)",119,24,95
"Secundaria (064)",155,59,96
"Superior no univ. incompleta (065)",14,5,9
"Superior no univ. completa (066)",23,10,13
"Superior univ. incompleta (067)",5,2,3
"Superior univ. completa (068)",8,4,4
"Hombres (070)",284,73,211
"Sin nivel (071)",35,6,29
"Educación inicial (072)",2,1,1
"Primaria (073)",95,15,80
"Secundaria (074)",123,40,83
"Superior no univ. incompleta (075)",11,4,7
"Superior no univ. completa (076)",11,3,8
"Superior univ. incompleta (077)",2,1,1
"Superior univ. completa (078)",5,3,2
"Mujeres (080)",93,40,53
"Sin nivel (081)",16,2,14
"Primaria (083)",24,9,15
"Secundaria (084)",32,19,13
"Superior no univ. incompleta (085)",3,1,2
"Superior no univ. completa (086)",12,7,5
"Superior univ. incompleta (087)",3,1,2
"Superior univ. completa (088)",3,1,2
