"CUADRO Nº 1: POBLACIÓN DE 12 Y MÁS AÑOS DE EDAD, POR GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RELIGIÓN QUE PROFESA",TOTAL,"GRUPOS DE EDAD",,,,,
,,"12 A 16 AÑOS","17 A 24 AÑOS","25 A 34 AÑOS","35 A 44 AÑOS","45 A 54 AÑOS","55 A MÁS AÑOS"
,,,,,,,
"Provincia ANGARAES (000)",36535,7015,7113,6692,5363,4092,6260
"Católica (001)",28762,5535,5600,5239,4177,3263,4948
"Cristiana/Evangélica (002)",6941,1312,1342,1264,1077,736,1210
"Otra (003)",183,29,39,47,24,17,27
"Ninguna (004)",649,139,132,142,85,76,75
"Hombres (006)",17532,3548,3487,3159,2536,1957,2845
"Católica (007)",13859,2828,2744,2486,1987,1557,2257
"Cristiana/Evangélica (008)",3208,624,640,570,483,349,542
"Otra (009)",93,13,17,25,12,9,17
"Ninguna (010)",372,83,86,78,54,42,29
"Mujeres (012)",19003,3467,3626,3533,2827,2135,3415
"Católica (013)",14903,2707,2856,2753,2190,1706,2691
"Cristiana/Evangélica (014)",3733,688,702,694,594,387,668
"Otra (015)",90,16,22,22,12,8,10
"Ninguna (016)",277,56,46,64,31,34,46
,,,,,,,
"URBANA (018)",11490,2043,2147,2248,1810,1307,1935
"Católica (019)",9378,1667,1754,1839,1482,1052,1584
"Cristiana/Evangélica (020)",1760,316,301,331,276,224,312
"Otra (021)",66,10,20,16,10,3,7
"Ninguna (022)",286,50,72,62,42,28,32
"Hombres (024)",5546,1034,1042,1056,871,650,893
"Católica (025)",4518,849,852,861,718,517,721
"Cristiana/Evangélica (026)",820,147,137,148,123,109,156
"Otra (027)",25,2,6,8,4,2,3
"Ninguna (028)",183,36,47,39,26,22,13
"Mujeres (030)",5944,1009,1105,1192,939,657,1042
"Católica (031)",4860,818,902,978,764,535,863
"Cristiana/Evangélica (032)",940,169,164,183,153,115,156
"Otra (033)",41,8,14,8,6,1,4
"Ninguna (034)",103,14,25,23,16,6,19
,,,,,,,
"RURAL (036)",25045,4972,4966,4444,3553,2785,4325
"Católica (037)",19384,3868,3846,3400,2695,2211,3364
"Cristiana/Evangélica (038)",5181,996,1041,933,801,512,898
"Otra (039)",117,19,19,31,14,14,20
"Ninguna (040)",363,89,60,80,43,48,43
"Hombres (042)",11986,2514,2445,2103,1665,1307,1952
"Católica (043)",9341,1979,1892,1625,1269,1040,1536
"Cristiana/Evangélica (044)",2388,477,503,422,360,240,386
"Otra (045)",68,11,11,17,8,7,14
"Ninguna (046)",189,47,39,39,28,20,16
"Mujeres (048)",13059,2458,2521,2341,1888,1478,2373
"Católica (049)",10043,1889,1954,1775,1426,1171,1828
"Cristiana/Evangélica (050)",2793,519,538,511,441,272,512
"Otra (051)",49,8,8,14,6,7,6
"Ninguna (052)",174,42,21,41,15,28,27
