"CUADRO Nº 4: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICION DE ACTIVIDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia YUNGAY (000)",47944,7676,2651,981,36657
"Hombres (001)",23534,3692,1329,624,17906
"Mujeres (002)",24410,3984,1322,357,18751
"PEA (003)",17512,685,1272,306,15261
"Hombres (004)",13494,503,746,240,12015
"Mujeres (005)",4018,182,526,66,3246
"Ocupada (006)",16646,654,1249,300,14455
"Hombres (007)",12837,487,729,235,11396
"Mujeres (008)",3809,167,520,65,3059
"Desocupada (009)",866,31,23,6,806
"Hombres (010)",657,16,17,5,619
"Mujeres (011)",209,15,6,1,187
"No PEA (012)",30432,6991,1379,675,21396
"Hombres (013)",10040,3189,583,384,5891
"Mujeres (014)",20392,3802,796,291,15505
,,,,,
"URBANA (018)",11913,1015,1822,770,8320
"Hombres (019)",5984,507,903,503,4083
"Mujeres (020)",5929,508,919,267,4237
"PEA (021)",5333,175,938,203,4025
"Hombres (022)",3319,99,506,150,2571
"Mujeres (023)",2014,76,432,53,1454
"Ocupada (024)",5065,172,924,199,3778
"Hombres (025)",3132,98,496,146,2399
"Mujeres (026)",1933,74,428,53,1379
"Desocupada (027)",268,3,14,4,247
"Hombres (028)",187,1,10,4,172
"Mujeres (029)",81,2,4,,75
"No PEA (030)",6580,840,884,567,4295
"Hombres (031)",2665,408,397,353,1512
"Mujeres (032)",3915,432,487,214,2783
,,,,,
"RURAL (036)",36031,6661,829,211,28337
"Hombres (037)",17550,3185,426,121,13823
"Mujeres (038)",18481,3476,403,90,14514
"PEA (039)",12179,510,334,103,11236
"Hombres (040)",10175,404,240,90,9444
"Mujeres (041)",2004,106,94,13,1792
"Ocupada (042)",11581,482,325,101,10677
"Hombres (043)",9705,389,233,89,8997
"Mujeres (044)",1876,93,92,12,1680
"Desocupada (045)",598,28,9,2,559
"Hombres (046)",470,15,7,1,447
"Mujeres (047)",128,13,2,1,112
"No PEA (048)",23852,6151,495,108,17101
"Hombres (049)",7375,2781,186,31,4379
"Mujeres (050)",16477,3370,309,77,12722
