"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia CAYLLOMA (000)",32664,27596,5068
"De 3 a 5 años (001)",4783,443,4340
"De 6 a 11 años (002)",9301,8709,592
"De 12 a 16 años (003)",8126,8087,39
"De 17 a 24 años (004)",10454,10357,97
"Hombres (005)",16763,14147,2616
"De 3 a 5 años (006)",2473,228,2245
"De 6 a 11 años (007)",4818,4494,324
"De 12 a 16 años (008)",4206,4185,21
"De 17 a 24 años (009)",5266,5240,26
"Mujeres (010)",15901,13449,2452
"De 3 a 5 años (011)",2310,215,2095
"De 6 a 11 años (012)",4483,4215,268
"De 12 a 16 años (013)",3920,3902,18
"De 17 a 24 años (014)",5188,5117,71
,,,
"URBANA (015)",22696,19369,3327
"De 3 a 5 años (016)",3164,292,2872
"De 6 a 11 años (017)",6526,6143,383
"De 12 a 16 años (018)",5918,5895,23
"De 17 a 24 años (019)",7088,7039,49
"Hombres (020)",11474,9778,1696
"De 3 a 5 años (021)",1616,149,1467
"De 6 a 11 años (022)",3369,3165,204
"De 12 a 16 años (023)",3008,2996,12
"De 17 a 24 años (024)",3481,3468,13
"Mujeres (025)",11222,9591,1631
"De 3 a 5 años (026)",1548,143,1405
"De 6 a 11 años (027)",3157,2978,179
"De 12 a 16 años (028)",2910,2899,11
"De 17 a 24 años (029)",3607,3571,36
,,,
"RURAL (030)",9968,8227,1741
"De 3 a 5 años (031)",1619,151,1468
"De 6 a 11 años (032)",2775,2566,209
"De 12 a 16 años (033)",2208,2192,16
"De 17 a 24 años (034)",3366,3318,48
"Hombres (035)",5289,4369,920
"De 3 a 5 años (036)",857,79,778
"De 6 a 11 años (037)",1449,1329,120
"De 12 a 16 años (038)",1198,1189,9
"De 17 a 24 años (039)",1785,1772,13
"Mujeres (040)",4679,3858,821
"De 3 a 5 años (041)",762,72,690
"De 6 a 11 años (042)",1326,1237,89
"De 12 a 16 años (043)",1010,1003,7
"De 17 a 24 años (044)",1581,1546,35
