"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia VILCAS HUAMAN (000)",14321,6350,92,221,6964,400,2,39,,253
"Hombres (001)",5227,3295,72,91,1417,187,2,28,,135
"Mujeres (002)",9094,3055,20,130,5547,213,,11,,118
"De 06 a 14 años (003)",5112,4829,,,138,85,,5,,55
"Hombres (004)",2541,2416,,,62,37,,3,,23
"Mujeres (005)",2571,2413,,,76,48,,2,,32
"De 15 a 29 años (006)",3240,1461,1,74,1632,,,7,,65
"Hombres (007)",1243,848,,39,318,,,5,,33
"Mujeres (008)",1997,613,1,35,1314,,,2,,32
"De 30 a 44 años (009)",1901,45,2,53,1751,,1,2,,47
"Hombres (010)",385,25,1,15,310,,1,2,,31
"Mujeres (011)",1516,20,1,38,1441,,,,,16
"De 45 a 64 años (012)",2038,11,34,58,1871,8,,12,,44
"Hombres (013)",450,4,21,21,367,4,,10,,23
"Mujeres (014)",1588,7,13,37,1504,4,,2,,21
"De 65 y más años (015)",2030,4,55,36,1572,307,1,13,,42
"Hombres (016)",608,2,50,16,360,146,1,8,,25
"Mujeres (017)",1422,2,5,20,1212,161,,5,,17
,,,,,,,,,,
"AREA URBANA (018)",4343,1956,43,54,2075,126,1,4,,84
"Hombres (019)",1666,1003,34,26,505,52,1,3,,42
"Mujeres (020)",2677,953,9,28,1570,74,,1,,42
"De 06 a 14 años (021)",1491,1392,,,57,29,,1,,12
"Hombres (022)",728,683,,,27,12,,,,6
"Mujeres (023)",763,709,,,30,17,,1,,6
"De 15 a 29 años (024)",1086,539,,15,505,,,1,,26
"Hombres (025)",458,307,,8,129,,,1,,13
"Mujeres (026)",628,232,,7,376,,,,,13
"De 30 a 44 años (027)",578,19,1,13,525,,1,,,19
"Hombres (028)",144,10,,3,120,,1,,,10
"Mujeres (029)",434,9,1,10,405,,,,,9
"De 45 a 64 años (030)",568,6,18,14,510,3,,1,,16
"Hombres (031)",148,3,13,7,115,1,,1,,8
"Mujeres (032)",420,3,5,7,395,2,,,,8
"De 65 y más años (033)",620,,24,12,478,94,,1,,11
"Hombres (034)",188,,21,8,114,39,,1,,5
"Mujeres (035)",432,,3,4,364,55,,,,6
,,,,,,,,,,
"AREA RURAL (036)",9978,4394,49,167,4889,274,1,35,,169
"Hombres (037)",3561,2292,38,65,912,135,1,25,,93
"Mujeres (038)",6417,2102,11,102,3977,139,,10,,76
"De 06 a 14 años (039)",3621,3437,,,81,56,,4,,43
"Hombres (040)",1813,1733,,,35,25,,3,,17
"Mujeres (041)",1808,1704,,,46,31,,1,,26
"De 15 a 29 años (042)",2154,922,1,59,1127,,,6,,39
"Hombres (043)",785,541,,31,189,,,4,,20
"Mujeres (044)",1369,381,1,28,938,,,2,,19
"De 30 a 44 años (045)",1323,26,1,40,1226,,,2,,28
"Hombres (046)",241,15,1,12,190,,,2,,21
"Mujeres (047)",1082,11,,28,1036,,,,,7
"De 45 a 64 años (048)",1470,5,16,44,1361,5,,11,,28
"Hombres (049)",302,1,8,14,252,3,,9,,15
"Mujeres (050)",1168,4,8,30,1109,2,,2,,13
"De 65 y más años (051)",1410,4,31,24,1094,213,1,12,,31
"Hombres (052)",420,2,29,8,246,107,1,7,,20
"Mujeres (053)",990,2,2,16,848,106,,5,,11
