"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN PABLO (000)",21452,6811,1473,181,13008
"Quechua (001)",24,2,,,22
"Aymara (002)",1,,,,1
"Otra lengua nativa (004)",4,3,,1,1
"Castellano (005)",21403,6798,1472,180,12973
"Es Sordomudo/a (007)",20,8,1,,11
"Hombres (009)",10411,3178,727,114,6400
"Quechua (010)",13,,,,13
"Aymara (011)",1,,,,1
"Otra lengua nativa (013)",1,1,,,
"Castellano (014)",10384,3172,727,114,6379
"Es Sordomudo/a (016)",12,5,,,7
"Mujeres (018)",11041,3633,746,67,6608
"Quechua (019)",11,2,,,9
"Otra lengua nativa (022)",3,2,,1,1
"Castellano (023)",11019,3626,745,66,6594
"Es Sordomudo/a (025)",8,3,1,,4
,,,,,
"URBANA (027)",3340,524,749,97,1974
"Quechua (028)",1,,,,1
"Castellano (032)",3339,524,749,97,1973
"Hombres (036)",1611,248,353,59,953
"Castellano (041)",1611,248,353,59,953
"Mujeres (045)",1729,276,396,38,1021
"Quechua (046)",1,,,,1
"Castellano (050)",1728,276,396,38,1020
,,,,,
"RURAL (054)",18112,6287,724,84,11034
"Quechua (055)",23,2,,,21
"Aymara (056)",1,,,,1
"Otra lengua nativa (058)",4,3,,1,1
"Castellano (059)",18064,6274,723,83,11000
"Es Sordomudo/a (061)",20,8,1,,11
"Hombres (063)",8800,2930,374,55,5447
"Quechua (064)",13,,,,13
"Aymara (065)",1,,,,1
"Otra lengua nativa (067)",1,1,,,
"Castellano (068)",8773,2924,374,55,5426
"Es Sordomudo/a (070)",12,5,,,7
"Mujeres (072)",9312,3357,350,29,5587
"Quechua (073)",10,2,,,8
"Otra lengua nativa (076)",3,2,,1,1
"Castellano (077)",9291,3350,349,28,5574
"Es Sordomudo/a (079)",8,3,1,,4
