"CUADRO Nº 14: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y ESTADO CIVIL",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y ESTADO CIVIL",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia LEONCIO PRADO (000)",29351,742,13412,8235,2435,903,378,112,15,,3119
"Conviviente (001)",13443,371,6732,3726,952,319,122,34,5,,1182
"Separado(a) (002)",2246,81,1058,683,175,70,36,5,,,138
"Casado(a) (003)",8716,164,3845,2671,947,371,146,54,5,,513
"Viudo(a) (004)",2077,77,965,597,165,61,38,16,3,,155
"Divorciado(a) (005)",166,4,67,53,14,11,6,,,,11
"Soltero(a) (006)",2703,45,745,505,182,71,30,3,2,,1120
,,,,,,,,,,,
"URBANA (008)",18382,410,7508,5351,1793,733,313,86,13,,2175
"Conviviente (009)",7440,173,3377,2232,629,237,97,22,4,,669
"Separado(a) (010)",1543,56,672,478,142,61,33,5,,,96
"Casado(a) (011)",5796,93,2270,1814,754,327,122,46,4,,366
"Viudo(a) (012)",1316,52,591,379,103,42,27,11,3,,108
"Divorciado(a) (013)",128,4,51,44,9,7,6,,,,7
"Soltero(a) (014)",2159,32,547,404,156,59,28,2,2,,929
,,,,,,,,,,,
"RURAL (016)",10969,332,5904,2884,642,170,65,26,2,,944
"Conviviente (017)",6003,198,3355,1494,323,82,25,12,1,,513
"Separado(a) (018)",703,25,386,205,33,9,3,,,,42
"Casado(a) (019)",2920,71,1575,857,193,44,24,8,1,,147
"Viudo(a) (020)",761,25,374,218,62,19,11,5,,,47
"Divorciado(a) (021)",38,,16,9,5,4,,,,,4
"Soltero(a) (022)",544,13,198,101,26,12,2,1,,,191
