"CUADRO Nº 2: POBLACIÓN TOTAL, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",,,,,,,
,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y TIPO DE VIVIENDA",TOTAL,"GRANDES GRUPOS DE EDAD",,,,,
,,"MENOS DE 1 AÑO","1 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,,
"Provincia VICTOR FAJARDO (000)",25412,459,7930,5316,4446,4156,3105
"Hombres (001)",12316,234,4021,2680,2241,1839,1301
"Mujeres (002)",13096,225,3909,2636,2205,2317,1804
"Viviendas particulares (003)",24942,459,7923,5132,4223,4103,3102
"Hombres (004)",11876,234,4017,2513,2026,1787,1299
"Mujeres (005)",13066,225,3906,2619,2197,2316,1803
"Viviendas colectivas (006)",470,,7,184,223,53,3
"Hombres (007)",440,,4,167,215,52,2
"Mujeres (008)",30,,3,17,8,1,1
,,,,,,,
"URBANA (012)",18904,328,5857,4076,3444,3049,2150
"Hombres (013)",9228,173,2955,2096,1748,1372,884
"Mujeres (014)",9676,155,2902,1980,1696,1677,1266
"Viviendas particulares (015)",18434,328,5850,3892,3221,2996,2147
"Hombres (016)",8788,173,2951,1929,1533,1320,882
"Mujeres (017)",9646,155,2899,1963,1688,1676,1265
"Viviendas colectivas (018)",470,,7,184,223,53,3
"Hombres (019)",440,,4,167,215,52,2
"Mujeres (020)",30,,3,17,8,1,1
,,,,,,,
"RURAL (024)",6508,131,2073,1240,1002,1107,955
"Hombres (025)",3088,61,1066,584,493,467,417
"Mujeres (026)",3420,70,1007,656,509,640,538
"Viviendas particulares (027)",6508,131,2073,1240,1002,1107,955
"Hombres (028)",3088,61,1066,584,493,467,417
"Mujeres (029)",3420,70,1007,656,509,640,538
