"CUADRO Nº 5: POBLACIÓN EN VIVIENDAS COLECTIVAS Y OTRO TIPO, POR ÁREA URBANA Y RURAL, SEGÚN DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",,,
,,,
"DEPARTAMENTO, PROVINCIA Y TIPO DE VIVIENDA",TOTAL,ÁREA,
,,URBANA,RURAL
,,,
"Provincia TUMBES (000)",2527,2527,
"Vivienda colectiva",,,
"Hotel,hostal, hospedaje (002)",193,193,
"Casa pensión (003)",4,4,
"Hospital, clinica (004)",92,92,
"Cárcel, centro de readaptación social (005)",55,55,
"Otro (008)",2091,2091,
"Otro tipo",,,
"En la calle, personas sin vivienda, garita, puerto (010)",92,92,
