"CUADRO Nº 16: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR DISPONIBILIDAD DE ALUMBRADO ELÉCTRICO, POR RED PÚBLICA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"DISPONE DE ALUMBRADO ELÉCTRICO POR RED PÚBLICA",
,,SI,NO
,,,
"Provincia GRAU",,,
"Viviendas particulares (001)",6983,3543,3440
"Ocupantes presentes (002)",24865,13132,11733
"Casa independiente",,,
"Viviendas particulares (004)",6589,3493,3096
"Ocupantes presentes (005)",23647,12980,10667
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (013)",17,16,1
"Ocupantes presentes (014)",55,53,2
"Choza o cabaña",,,
"Viviendas particulares (016)",367,32,335
"Ocupantes presentes (017)",1132,97,1035
"Vivienda improvisada",,,
"Viviendas particulares (019)",6,1,5
"Ocupantes presentes (020)",23,1,22
"Local no dest.para hab. humana",,,
"Viviendas particulares (022)",3,1,2
"Ocupantes presentes (023)",4,1,3
"Otro tipo",,,
"Viviendas particulares (025)",1,,1
"Ocupantes presentes (026)",4,,4
,,,
URBANA,,,
"Viviendas particulares (028)",2821,2070,751
"Ocupantes presentes (029)",9850,7500,2350
"Casa independiente",,,
"Viviendas particulares (031)",2796,2052,744
"Ocupantes presentes (032)",9770,7445,2325
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Viviendas particulares (040)",17,16,1
"Ocupantes presentes (041)",55,53,2
"Choza o cabaña",,,
"Vivienda improvisada",,,
"Viviendas particulares (046)",6,1,5
"Ocupantes presentes (047)",23,1,22
"Local no dest.para hab. humana",,,
"Viviendas particulares (049)",2,1,1
"Ocupantes presentes (050)",2,1,1
"Otro tipo",,,
,,,
RURAL,,,
"Viviendas particulares (055)",4162,1473,2689
"Ocupantes presentes (056)",15015,5632,9383
"Casa independiente",,,
"Viviendas particulares (058)",3793,1441,2352
"Ocupantes presentes (059)",13877,5535,8342
"Departamento en edificio",,,
"Vivienda en quinta",,,
"Vivienda en casa de vecindad",,,
"Choza o cabaña",,,
"Viviendas particulares (070)",367,32,335
"Ocupantes presentes (071)",1132,97,1035
"Vivienda improvisada",,,
"Local no dest.para hab. humana",,,
"Viviendas particulares (076)",1,,1
"Ocupantes presentes (077)",2,,2
"Otro tipo",,,
"Viviendas particulares (079)",1,,1
"Ocupantes presentes (080)",4,,4
