"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia SATIPO (000)",59524,57847,18165,8022,7842,6288,8753,5023,2520,1234,1677,148264
"De 12 a 14 años (001)",6649,6596,6546,45,5,,,,,,53,55
"De 15 a 19 años (002)",9676,9466,7215,1758,396,78,19,,,,210,2860
"De 20 a 24 años (003)",9080,8496,2561,2805,1953,763,372,42,,,584,10855
"De 25 a 29 años (004)",7693,7301,853,1566,2141,1426,1078,199,38,,392,16333
"De 30 a 34 años (005)",5937,5809,330,771,1287,1276,1513,477,129,26,128,18142
"De 35 a 39 años (006)",5652,5576,182,426,846,1102,1855,802,285,78,76,21954
"De 40 a 44 años (007)",4337,4276,138,215,483,662,1312,892,424,150,61,19916
"De 45 a 49 años (008)",3474,3447,96,164,297,393,1000,841,436,220,27,17882
"De 50 y más años (009)",7026,6880,244,272,434,588,1604,1770,1208,760,146,40267
"PEA (010)",16646,15867,3855,2603,2612,1958,2506,1398,621,314,779,42365
"De 12 a 14 años (011)",388,383,374,8,1,,,,,,5,10
"De 15 a 19 años (012)",1880,1810,1351,343,87,20,9,,,,70,613
"De 20 a 24 años (013)",2787,2515,1109,735,413,161,79,18,,,272,2497
"De 25 a 29 años (014)",2542,2316,522,586,599,322,218,59,10,,226,4151
"De 30 a 34 años (015)",2132,2052,216,392,534,386,379,108,33,4,80,5263
"De 35 a 39 años (016)",2059,2009,100,244,400,426,526,223,69,21,50,6853
"De 40 a 44 años (017)",1597,1573,63,115,266,275,437,265,107,45,24,6490
"De 45 a 49 años (018)",1368,1351,55,87,161,171,402,293,117,65,17,6274
"De 50 y más años (019)",1893,1858,65,93,151,197,456,432,285,179,35,10214
"Ocupada (020)",16054,15296,3504,2529,2560,1924,2468,1382,618,311,758,41754
