"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia MELGAR (000)",70392,14229,6459,1124,48863
"Quechua (001)",49655,9824,2827,553,36562
"Aymara (002)",163,18,37,5,104
"Asháninka (003)",4,,2,1,2
"Otra lengua nativa (004)",13,2,1,4,7
"Castellano (005)",20479,4364,3587,552,12145
"Idioma Extranjero (006)",13,,2,9,2
"Es Sordomudo/a (007)",65,21,3,,41
"Hombres (009)",34195,6732,3506,726,23474
"Quechua (010)",23582,4577,1574,332,17196
"Aymara (011)",95,10,26,4,56
"Asháninka (012)",3,,2,1,1
"Otra lengua nativa (013)",6,1,,3,2
"Castellano (014)",10466,2132,1901,383,6194
"Idioma Extranjero (015)",6,,2,3,1
"Es Sordomudo/a (016)",37,12,1,,24
"Mujeres (018)",36197,7497,2953,398,25389
"Quechua (019)",26073,5247,1253,221,19366
"Aymara (020)",68,8,11,1,48
"Asháninka (021)",1,,,,1
"Otra lengua nativa (022)",7,1,1,1,5
"Castellano (023)",10013,2232,1686,169,5951
"Idioma Extranjero (024)",7,,,6,1
"Es Sordomudo/a (025)",28,9,2,,17
,,,,,
"URBANA (027)",33572,5743,4654,580,22631
"Quechua (028)",17224,2487,1633,230,12890
"Aymara (029)",113,9,31,4,69
"Asháninka (030)",3,,1,,2
"Otra lengua nativa (031)",10,2,1,4,4
"Castellano (032)",16203,3240,2985,341,9656
"Idioma Extranjero (033)",2,,1,1,
"Es Sordomudo/a (034)",17,5,2,,10
"Hombres (036)",16089,2711,2364,352,10688
"Quechua (037)",7990,1127,870,136,5871
"Aymara (038)",70,6,21,3,40
"Asháninka (039)",2,,1,,1
"Otra lengua nativa (040)",5,1,,3,1
"Castellano (041)",8007,1573,1470,209,4767
"Idioma Extranjero (042)",2,,1,1,
"Es Sordomudo/a (043)",13,4,1,,8
"Mujeres (045)",17483,3032,2290,228,11943
"Quechua (046)",9234,1360,763,94,7019
"Aymara (047)",43,3,10,1,29
"Asháninka (048)",1,,,,1
"Otra lengua nativa (049)",5,1,1,1,3
"Castellano (050)",8196,1667,1515,132,4889
"Es Sordomudo/a (052)",4,1,1,,2
,,,,,
"RURAL (054)",36820,8486,1805,544,26232
"Quechua (055)",32431,7337,1194,323,23672
"Aymara (056)",50,9,6,1,35
"Asháninka (057)",1,,1,1,
"Otra lengua nativa (058)",3,,,,3
"Castellano (059)",4276,1124,602,211,2489
"Idioma Extranjero (060)",11,,1,8,2
"Es Sordomudo/a (061)",48,16,1,,31
"Hombres (063)",18106,4021,1142,374,12786
"Quechua (064)",15592,3450,704,196,11325
"Aymara (065)",25,4,5,1,16
"Asháninka (066)",1,,1,1,
"Otra lengua nativa (067)",1,,,,1
"Castellano (068)",2459,559,431,174,1427
"Idioma Extranjero (069)",4,,1,2,1
"Es Sordomudo/a (070)",24,8,,,16
"Mujeres (072)",18714,4465,663,170,13446
"Quechua (073)",16839,3887,490,127,12347
"Aymara (074)",25,5,1,,19
"Otra lengua nativa (076)",2,,,,2
"Castellano (077)",1817,565,171,37,1062
"Idioma Extranjero (078)",7,,,6,1
"Es Sordomudo/a (079)",24,8,1,,15
