"CUADRO Nº 12: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia TAMBOPATA (000)",18932,14,159,468,1474,3620,8260,4937
"De 12 a 14 años (001)",57,,,,,,12,45
"De 15 a 19 años (002)",945,,,,,,562,383
"De 20 a 24 años (003)",2857,,,,,8,1713,1136
"De 25 a 29 años (004)",3180,,,,,174,2074,932
"De 30 a 34 años (005)",2801,,,,1,440,1758,602
"De 35 a 39 años (006)",2542,,,,38,730,1295,479
"De 40 a 44 años (007)",2035,,,,164,876,636,359
"De 45 a 49 años (008)",1517,,,10,288,779,180,260
"De 50 y más años (009)",2998,14,159,458,983,613,30,741
"PEA (010)",9422,1,30,143,728,2184,3882,2454
"De 12 a 14 años (011)",5,,,,,,,5
"De 15 a 19 años (012)",291,,,,,,155,136
"De 20 a 24 años (013)",1246,,,,,2,700,544
"De 25 a 29 años (014)",1581,,,,,92,971,518
"De 30 a 34 años (015)",1480,,,,1,263,876,340
"De 35 a 39 años (016)",1499,,,,26,467,716,290
"De 40 a 44 años (017)",1229,,,,104,560,358,207
"De 45 a 49 años (018)",885,,,7,165,459,90,164
"De 50 y más años (019)",1206,1,30,136,432,341,16,250
"Ocupada (020)",9145,1,30,141,718,2140,3750,2365
"De 12 a 14 años (021)",4,,,,,,,4
"De 15 a 19 años (022)",269,,,,,,145,124
"De 20 a 24 años (023)",1178,,,,,2,663,513
"De 25 a 29 años (024)",1525,,,,,91,936,498
"De 30 a 34 años (025)",1436,,,,,258,846,332
"De 35 a 39 años (026)",1476,,,,26,458,705,287
"De 40 a 44 años (027)",1204,,,,104,547,352,201
"De 45 a 49 años (028)",860,,,6,161,449,87,157
"De 50 y más años (029)",1193,1,30,135,427,335,16,249
"Desocupada (030)",277,,,2,10,44,132,89
"De 12 a 14 años (031)",1,,,,,,,1
"De 15 a 19 años (032)",22,,,,,,10,12
"De 20 a 24 años (033)",68,,,,,,37,31
"De 25 a 29 años (034)",56,,,,,1,35,20
"De 30 a 34 años (035)",44,,,,1,5,30,8
"De 35 a 39 años (036)",23,,,,,9,11,3
"De 40 a 44 años (037)",25,,,,,13,6,6
"De 45 a 49 años (038)",25,,,1,4,10,3,7
"De 50 y más años (039)",13,,,1,5,6,,1
"No PEA (040)",9510,13,129,325,746,1436,4378,2483
"De 12 a 14 años (041)",52,,,,,,12,40
"De 15 a 19 años (042)",654,,,,,,407,247
"De 20 a 24 años (043)",1611,,,,,6,1013,592
"De 25 a 29 años (044)",1599,,,,,82,1103,414
"De 30 a 34 años (045)",1321,,,,,177,882,262
"De 35 a 39 años (046)",1043,,,,12,263,579,189
