"CUADRO Nº 12: POBLACIÓN DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y CONDICIÓN DE ACTIVIDAD",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia TUMBES (000)",124584,3171,1673,42321,48741,6488,10376,4704,7110
"Hombres (001)",63957,1388,897,20997,26323,3134,4722,2579,3917
"Mujeres (002)",60627,1783,776,21324,22418,3354,5654,2125,3193
"PEA (003)",54707,925,74,12344,22649,3313,7416,2485,5501
"Hombres (004)",38842,675,54,9384,17350,2204,4134,1657,3384
"Mujeres (005)",15865,250,20,2960,5299,1109,3282,828,2117
"Ocupada (006)",51729,866,69,11710,21273,3141,7050,2352,5268
"Hombres (007)",36729,630,51,8875,16320,2090,3958,1574,3231
"Mujeres (008)",15000,236,18,2835,4953,1051,3092,778,2037
"Desocupada (009)",2978,59,5,634,1376,172,366,133,233
"Hombres (010)",2113,45,3,509,1030,114,176,83,153
"Mujeres (011)",865,14,2,125,346,58,190,50,80
"No PEA (012)",69877,2246,1599,29977,26092,3175,2960,2219,1609
"Hombres (013)",25115,713,843,11613,8973,930,588,922,533
"Mujeres (014)",44762,1533,756,18364,17119,2245,2372,1297,1076
,,,,,,,,,
"URBANA (018)",114643,2668,1554,37830,45003,6151,9915,4537,6985
"Hombres (019)",58754,1146,825,18688,24261,2977,4521,2491,3845
"Mujeres (020)",55889,1522,729,19142,20742,3174,5394,2046,3140
"PEA (021)",50631,768,64,10723,20949,3208,7095,2420,5404
"Hombres (022)",35391,532,44,7938,15874,2122,3949,1612,3320
"Mujeres (023)",15240,236,20,2785,5075,1086,3146,808,2084
"Ocupada (024)",47949,721,60,10179,19733,3042,6748,2288,5178
"Hombres (025)",33508,496,42,7509,14964,2012,3783,1529,3173
"Mujeres (026)",14441,225,18,2670,4769,1030,2965,759,2005
"Desocupada (027)",2682,47,4,544,1216,166,347,132,226
"Hombres (028)",1883,36,2,429,910,110,166,83,147
"Mujeres (029)",799,11,2,115,306,56,181,49,79
"No PEA (030)",64012,1900,1490,27107,24054,2943,2820,2117,1581
"Hombres (031)",23363,614,781,10750,8387,855,572,879,525
"Mujeres (032)",40649,1286,709,16357,15667,2088,2248,1238,1056
,,,,,,,,,
"RURAL (036)",9941,503,119,4491,3738,337,461,167,125
"Hombres (037)",5203,242,72,2309,2062,157,201,88,72
"Mujeres (038)",4738,261,47,2182,1676,180,260,79,53
"PEA (039)",4076,157,10,1621,1700,105,321,65,97
"Hombres (040)",3451,143,10,1446,1476,82,185,45,64
"Mujeres (041)",625,14,,175,224,23,136,20,33
"Ocupada (042)",3780,145,9,1531,1540,99,302,64,90
"Hombres (043)",3221,134,9,1366,1356,78,175,45,58
"Mujeres (044)",559,11,,165,184,21,127,19,32
"Desocupada (045)",296,12,1,90,160,6,19,1,7
"Hombres (046)",230,9,1,80,120,4,10,,6
"Mujeres (047)",66,3,,10,40,2,9,1,1
"No PEA (048)",5865,346,109,2870,2038,232,140,102,28
"Hombres (049)",1752,99,62,863,586,75,16,43,8
"Mujeres (050)",4113,247,47,2007,1452,157,124,59,20
