"CUADRO Nº 9: POBLACIÓN DE 3 A 24 AÑOS DE EDAD, POR CONDICIÓN DE ALFABETISMO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD NORMATIVA DE ESTUDIOS",,,
,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y EDAD NORMATIVA DE ESTUDIOS",TOTAL,"CONDICIÓN DE ALFABETISMO",
,,"SABE LEER Y ESCRIBIR","NO SABE LEER NI ESCRIBIR"
,,,
"Provincia SANDIA (000)",28859,24436,4423
"De 3 a 5 años (001)",4072,341,3731
"De 6 a 11 años (002)",8704,8112,592
"De 12 a 16 años (003)",7281,7251,30
"De 17 a 24 años (004)",8802,8732,70
"Hombres (005)",14986,12753,2233
"De 3 a 5 años (006)",2061,178,1883
"De 6 a 11 años (007)",4458,4150,308
"De 12 a 16 años (008)",3775,3760,15
"De 17 a 24 años (009)",4692,4665,27
"Mujeres (010)",13873,11683,2190
"De 3 a 5 años (011)",2011,163,1848
"De 6 a 11 años (012)",4246,3962,284
"De 12 a 16 años (013)",3506,3491,15
"De 17 a 24 años (014)",4110,4067,43
,,,
"URBANA (015)",7906,6831,1075
"De 3 a 5 años (016)",999,86,913
"De 6 a 11 años (017)",2357,2218,139
"De 12 a 16 años (018)",2343,2337,6
"De 17 a 24 años (019)",2207,2190,17
"Hombres (020)",3916,3385,531
"De 3 a 5 años (021)",496,41,455
"De 6 a 11 años (022)",1131,1067,64
"De 12 a 16 años (023)",1201,1198,3
"De 17 a 24 años (024)",1088,1079,9
"Mujeres (025)",3990,3446,544
"De 3 a 5 años (026)",503,45,458
"De 6 a 11 años (027)",1226,1151,75
"De 12 a 16 años (028)",1142,1139,3
"De 17 a 24 años (029)",1119,1111,8
,,,
"RURAL (030)",20953,17605,3348
"De 3 a 5 años (031)",3073,255,2818
"De 6 a 11 años (032)",6347,5894,453
"De 12 a 16 años (033)",4938,4914,24
"De 17 a 24 años (034)",6595,6542,53
"Hombres (035)",11070,9368,1702
"De 3 a 5 años (036)",1565,137,1428
"De 6 a 11 años (037)",3327,3083,244
"De 12 a 16 años (038)",2574,2562,12
"De 17 a 24 años (039)",3604,3586,18
"Mujeres (040)",9883,8237,1646
"De 3 a 5 años (041)",1508,118,1390
"De 6 a 11 años (042)",3020,2811,209
"De 12 a 16 años (043)",2364,2352,12
"De 17 a 24 años (044)",2991,2956,35
