"CUADRO Nº 13: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR TAMAÑO DE ESTABLECIMIENTO DONDE TRABAJA, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD ECONÓMICA",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y RAMA DE ACTIVIDAD",TOTAL,"TAMAÑO DE ESTABLECIMIENTO",,,
,,"1 A 5 PERSONAS","6 A 10 PERSONAS","11 A 50 PERSONAS","51 Y MÁS PERSONAS"
,,,,,
"Provincia HUANCA SANCOS (000)",3573,2864,250,230,229
"Agric., ganadería, caza y silvicultura (001)",2167,2105,48,12,2
"Explotación de minas y canteras (003)",36,6,3,23,4
"Industrias manufactureras (004)",80,69,6,5,
"Suministro de electricidad, gas y agua (005)",9,4,1,4,
"Construcción (006)",261,106,55,97,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (007)",239,234,3,2,
"Venta, mant.y rep. veh.autom y motoc. (008)",3,1,1,1,
"Comercio al por mayor (009)",7,7,,,
"Comercio al por menor (010)",229,226,2,1,
"Hoteles y restaurantes (011)",64,57,3,3,1
"Trans., almac. y comunicaciones (012)",62,46,3,11,2
"Intermediación financiera (013)",3,,,1,2
"Activid.inmobil., empres. y alquileres (014)",30,13,9,5,3
"Admin.pub. y defensa; p. segur soc.afil (015)",131,,,,131
"Enseñanza (016)",283,87,110,52,34
"Servicios sociales y de salud (017)",64,16,2,5,41
"Otras activ. serv.comun.soc y personales (018)",22,17,3,2,
"Hogares privados con servicio doméstico (019)",31,31,,,
"Actividad economica no especificada (021)",91,73,4,8,6
"Hombres (022)",2189,1654,189,180,166
"Agric., ganadería, caza y silvicultura (023)",1326,1280,35,9,2
"Explotación de minas y canteras (025)",36,6,3,23,4
"Industrias manufactureras (026)",60,51,5,4,
"Suministro de electricidad, gas y agua (027)",8,3,1,4,
"Construcción (028)",238,99,48,88,3
"Comerc., rep. veh. autom.,motoc. efect. pers. (029)",77,75,1,1,
"Venta, mant.y rep. veh.autom y motoc. (030)",3,1,1,1,
"Comercio al por mayor (031)",3,3,,,
"Comercio al por menor (032)",71,71,,,
"Hoteles y restaurantes (033)",10,10,,,
"Trans., almac. y comunicaciones (034)",51,41,1,8,1
"Intermediación financiera (035)",2,,,1,1
"Activid.inmobil., empres. y alquileres (036)",25,12,7,4,2
"Admin.pub. y defensa; p. segur soc.afil (037)",110,,,,110
"Enseñanza (038)",159,26,83,32,18
"Servicios sociales y de salud (039)",31,9,,,22
"Otras activ. serv.comun.soc y personales (040)",13,10,2,1,
"Hogares privados con servicio doméstico (041)",1,1,,,
"Actividad economica no especificada (043)",42,31,3,5,3
"Mujeres (044)",1384,1210,61,50,63
"Agric., ganadería, caza y silvicultura (045)",841,825,13,3,
