"CUADRO Nº 35: POBLACIÓN DESOCUPADA DE 12 Y MÁS AÑOS DE EDAD, POR GRANDES GRUPOS DE EDAD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",,,,,,
,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y ESTADO CIVIL",TOTAL,"GRANDES GRUPOS DE EDAD",,,,
,,"12 A 14 AÑOS","15 A 29 AÑOS","30 A 44 AÑOS","45 A 64 AÑOS","65 A MÁS AÑOS"
,,,,,,
"Provincia ALTO AMAZONAS (000)",1251,69,592,355,187,48
"Conviviente (001)",504,,200,197,94,13
"Separado(a) (002)",31,,8,14,7,2
"Casado(a) (003)",192,,20,83,70,19
"Viudo(a) (004)",24,,1,5,5,13
"Soltero(a) (006)",500,69,363,56,11,1
"Hombres (008)",940,44,420,274,165,37
"Conviviente (009)",397,,137,163,86,11
"Separado(a) (010)",19,,3,8,7,1
"Casado(a) (011)",153,,14,62,59,18
"Viudo(a) (012)",12,,,3,3,6
"Soltero(a) (014)",359,44,266,38,10,1
"Mujeres (016)",311,25,172,81,22,11
"Conviviente (017)",107,,63,34,8,2
"Separado(a) (018)",12,,5,6,,1
"Casado(a) (019)",39,,6,21,11,1
"Viudo(a) (020)",12,,1,2,2,7
"Soltero(a) (022)",141,25,97,18,1,
,,,,,,
"AREA URBANA (024)",917,39,450,269,123,36
"Conviviente (025)",347,,141,138,58,10
"Separado(a) (026)",20,,7,10,2,1
"Casado(a) (027)",160,,17,72,55,16
"Viudo(a) (028)",17,,,5,3,9
"Soltero(a) (030)",373,39,285,44,5,
"Hombres (032)",646,24,295,195,103,29
"Conviviente (033)",252,,84,107,52,9
"Separado(a) (034)",9,,2,4,2,1
"Casado(a) (035)",124,,11,54,44,15
"Viudo(a) (036)",8,,,3,1,4
"Soltero(a) (038)",253,24,198,27,4,
"Mujeres (040)",271,15,155,74,20,7
"Conviviente (041)",95,,57,31,6,1
"Separado(a) (042)",11,,5,6,,
"Casado(a) (043)",36,,6,18,11,1
"Viudo(a) (044)",9,,,2,2,5
"Soltero(a) (046)",120,15,87,17,1,
,,,,,,
"AREA RURAL (048)",334,30,142,86,64,12
"Conviviente (049)",157,,59,59,36,3
"Separado(a) (050)",11,,1,4,5,1
"Casado(a) (051)",32,,3,11,15,3
"Viudo(a) (052)",7,,1,,2,4
"Soltero(a) (054)",127,30,78,12,6,1
"Hombres (056)",294,20,125,79,62,8
"Conviviente (057)",145,,53,56,34,2
"Separado(a) (058)",10,,1,4,5,
"Casado(a) (059)",29,,3,8,15,3
"Viudo(a) (060)",4,,,,2,2
"Soltero(a) (062)",106,20,68,11,6,1
"Mujeres (064)",40,10,17,7,2,4
"Conviviente (065)",12,,6,3,2,1
"Separado(a) (066)",1,,,,,1
"Casado(a) (067)",3,,,3,,
"Viudo(a) (068)",3,,1,,,2
"Soltero(a) (070)",21,10,10,1,,
