"CUADRO Nº 2: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO E IDIOMA O LENGUA CON LA QUE APRENDIÓ A HABLAR",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia ALTO AMAZONAS (000)",95290,14572,2666,47059,23297,2009,2312,1209,2166
"Quechua (001)",367,112,2,193,44,8,1,,7
"Aymara (002)",16,5,1,6,2,1,,,1
"Ashaninca (003)",15,9,,6,,,,,
"Otra lengua nativa (004)",12811,5009,173,6386,1075,74,31,36,27
"Castellano (005)",81928,9350,2488,40420,22169,1926,2279,1172,2124
"Idioma extranjero (006)",7,,,,,,1,,6
"Es sordomudo/a (007)",146,87,2,48,7,,,1,1
"Hombres (009)",48741,6099,1363,23794,13066,1176,1225,727,1291
"Quechua (010)",193,33,2,111,35,5,1,,6
"Aymara (011)",6,1,,3,1,,,,1
"Ashaninca (012)",7,3,,4,,,,,
"Otra lengua nativa (013)",6430,1781,88,3585,837,61,27,26,25
"Castellano (014)",42027,4232,1272,20073,12190,1110,1196,701,1253
"Idioma extranjero (015)",7,,,,,,1,,6
"Es sordomudo/a (016)",71,49,1,18,3,,,,
"Mujeres (018)",46549,8473,1303,23265,10231,833,1087,482,875
"Quechua (019)",174,79,,82,9,3,,,1
"Aymara (020)",10,4,1,3,1,1,,,
"Ashaninca (021)",8,6,,2,,,,,
"Otra lengua nativa (022)",6381,3228,85,2801,238,13,4,10,2
"Castellano (023)",39901,5118,1216,20347,9979,816,1083,471,871
"Es sordomudo/a (025)",75,38,1,30,4,,,1,1
,,,,,,,,,
"URBANA (027)",57955,5369,1739,24632,19021,1866,2145,1143,2040
"Quechua (028)",165,40,2,83,26,6,1,,7
"Aymara (029)",11,3,,4,2,1,,,1
"Ashaninca (030)",11,7,,4,,,,,
"Otra lengua nativa (031)",732,173,13,362,132,18,12,14,8
"Castellano (032)",56943,5097,1722,24150,18856,1841,2131,1128,2018
"Idioma extranjero (033)",6,,,,,,1,,5
"Es sordomudo/a (034)",87,49,2,29,5,,,1,1
"Hombres (036)",29004,2383,898,11599,10064,1064,1116,677,1203
"Quechua (037)",76,7,2,39,18,3,1,,6
"Aymara (038)",4,,,2,1,,,,1
"Ashaninca (039)",5,3,,2,,,,,
"Otra lengua nativa (040)",362,49,4,188,83,12,9,9,8
"Castellano (041)",28509,2294,891,11358,9961,1049,1105,668,1183
"Idioma extranjero (042)",6,,,,,,1,,5
"Es sordomudo/a (043)",42,30,1,10,1,,,,
"Mujeres (045)",28951,2986,841,13033,8957,802,1029,466,837
"Quechua (046)",89,33,,44,8,3,,,1
"Aymara (047)",7,3,,2,1,1,,,
"Ashaninca (048)",6,4,,2,,,,,
"Otra lengua nativa (049)",370,124,9,174,49,6,3,5,
"Castellano (050)",28434,2803,831,12792,8895,792,1026,460,835
"Es sordomudo/a (052)",45,19,1,19,4,,,1,1
,,,,,,,,,
"RURAL (054)",37335,9203,927,22427,4276,143,167,66,126
"Quechua (055)",202,72,,110,18,2,,,
"Aymara (056)",5,2,1,2,,,,,
"Ashaninca (057)",4,2,,2,,,,,
"Otra lengua nativa (058)",12079,4836,160,6024,943,56,19,22,19
"Castellano (059)",24985,4253,766,16270,3313,85,148,44,106
"Idioma extranjero (060)",1,,,,,,,,1
"Es sordomudo/a (061)",59,38,,19,2,,,,
"Hombres (063)",19737,3716,465,12195,3002,112,109,50,88
"Quechua (064)",117,26,,72,17,2,,,
"Aymara (065)",2,1,,1,,,,,
"Ashaninca (066)",2,,,2,,,,,
"Otra lengua nativa (067)",6068,1732,84,3397,754,49,18,17,17
"Castellano (068)",13518,1938,381,8715,2229,61,91,33,70
"Idioma extranjero (069)",1,,,,,,,,1
"Es sordomudo/a (070)",29,19,,8,2,,,,
"Mujeres (072)",17598,5487,462,10232,1274,31,58,16,38
"Quechua (073)",85,46,,38,1,,,,
"Aymara (074)",3,1,1,1,,,,,
"Ashaninca (075)",2,2,,,,,,,
"Otra lengua nativa (076)",6011,3104,76,2627,189,7,1,5,2
"Castellano (077)",11467,2315,385,7555,1084,24,57,11,36
"Es sordomudo/a (079)",30,19,,11,,,,,
