"CUADRO Nº 3: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR NÚMERO DE HIJOS NACIDOS VIVOS, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,,,,,
,,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, CONDICIÓN DE ACTIVIDAD Y GRUPOS QUINQUENALES DE EDAD","TOTAL DE MUJERES","POBLACIÓN FEMENINA POR NÚMERO DE HIJOS NACIDOS VIVOS",,,,,,,,,"SIN DECLARACIÓN","TOTAL DE HIJOS NACIDOS VIVOS"
,,TOTAL,0,1,2,3,"4 A 5","6 A 7","8 A 9","10 A MÁS",,
,,,,,,,,,,,,
"Provincia HUAMANGA (000)",83996,81070,28439,12114,10657,7697,9942,6060,3596,2565,2926,198695
"De 12 a 14 años (001)",8415,8359,8319,31,9,,,,,,56,49
"De 15 a 19 años (002)",12219,12095,10661,1242,160,29,3,,,,124,1661
"De 20 a 24 años (003)",11310,10232,5140,3276,1411,324,73,8,,,1078,7431
"De 25 a 29 años (004)",9557,8761,1941,2861,2241,1109,554,45,10,,796,13384
"De 30 a 34 años (005)",8358,8053,827,1868,2262,1446,1317,293,33,7,305,18642
"De 35 a 39 años (006)",7125,6987,388,1013,1631,1465,1709,580,159,42,138,21618
"De 40 a 44 años (007)",6100,6005,253,557,1047,1108,1610,899,379,152,95,23724
"De 45 a 49 años (008)",4700,4642,154,363,630,763,1192,818,477,245,58,21225
"De 50 y más años (009)",16212,15936,756,903,1266,1453,3484,3417,2538,2119,276,90961
"PEA (010)",29078,27799,6403,5636,5117,3524,3830,1858,895,536,1279,68647
"De 12 a 14 años (011)",383,380,374,5,1,,,,,,3,7
"De 15 a 19 años (012)",2174,2148,1777,320,42,7,2,,,,26,433
"De 20 a 24 años (013)",3814,3436,1797,1140,396,79,19,5,,,378,2285
"De 25 a 29 años (014)",4389,3951,1171,1416,875,319,151,14,5,,438,4889
"De 30 a 34 años (015)",4219,4029,606,1151,1155,579,437,90,9,2,190,7742
"De 35 a 39 años (016)",3733,3649,257,692,1024,785,700,146,37,8,84,9455
"De 40 a 44 años (017)",3122,3072,131,351,712,694,746,302,108,28,50,10231
"De 45 a 49 años (018)",2429,2399,88,241,430,482,627,345,129,57,30,9233
"De 50 y más años (019)",4815,4735,202,320,482,579,1148,956,607,441,80,24372
