"CUADRO Nº 3: POBLACIÓN DE 3 Y MÁS AÑOS DE EDAD, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON EL QUE APRENDIÓ A HABLAR",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y LENGUA O IDIOMA CON LA QUE APRENDIO A HABLAR",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia HUAURA (000)",187250,25802,45022,9490,107607
"Quechua (001)",3698,261,965,187,2304
"Aymara (002)",99,18,25,10,51
"Asháninka (003)",4,,2,1,1
"Otra lengua nativa (004)",182,21,30,11,121
"Castellano (005)",182976,25462,43955,9265,104940
"Idioma Extranjero (006)",14,,2,2,10
"Es Sordomudo/a (007)",277,40,43,14,180
"Hombres (009)",94363,11906,22715,5532,54598
"Quechua (010)",1857,120,530,114,1106
"Aymara (011)",65,13,17,8,31
"Asháninka (012)",2,,1,,1
"Otra lengua nativa (013)",148,13,28,8,99
"Castellano (014)",92129,11741,22108,5391,53260
"Idioma Extranjero (015)",7,,1,1,5
"Es Sordomudo/a (016)",155,19,30,10,96
"Mujeres (018)",92887,13896,22307,3958,53009
"Quechua (019)",1841,141,435,73,1198
"Aymara (020)",34,5,8,2,20
"Asháninka (021)",2,,1,1,
"Otra lengua nativa (022)",34,8,2,3,22
"Castellano (023)",90847,13721,21847,3874,51680
"Idioma Extranjero (024)",7,,1,1,5
"Es Sordomudo/a (025)",122,21,13,4,84
,,,,,
"URBANA (027)",161953,21362,41668,8856,90723
"Quechua (028)",2933,213,776,168,1794
"Aymara (029)",98,18,24,10,51
"Asháninka (030)",2,,1,,1
"Otra lengua nativa (031)",159,19,25,10,106
"Castellano (032)",158523,21078,40803,8653,88621
"Idioma Extranjero (033)",14,,2,2,10
"Es Sordomudo/a (034)",224,34,37,13,140
"Hombres (036)",80785,9770,20707,5108,45582
"Quechua (037)",1444,98,399,105,855
"Aymara (038)",65,13,17,8,31
"Asháninka (039)",1,,,,1
"Otra lengua nativa (040)",126,11,23,7,85
"Castellano (041)",79017,9634,20240,4978,44530
"Idioma Extranjero (042)",7,,1,1,5
"Es Sordomudo/a (043)",125,14,27,9,75
"Mujeres (045)",81168,11592,20961,3748,45141
"Quechua (046)",1489,115,377,63,939
"Aymara (047)",33,5,7,2,20
"Asháninka (048)",1,,1,,
"Otra lengua nativa (049)",33,8,2,3,21
"Castellano (050)",79506,11444,20563,3675,44091
"Idioma Extranjero (051)",7,,1,1,5
"Es Sordomudo/a (052)",99,20,10,4,65
,,,,,
"RURAL (054)",25297,4440,3354,634,16884
"Quechua (055)",765,48,189,19,510
"Aymara (056)",1,,1,,
"Asháninka (057)",2,,1,1,
"Otra lengua nativa (058)",23,2,5,1,15
"Castellano (059)",24453,4384,3152,612,16319
"Es Sordomudo/a (061)",53,6,6,1,40
"Hombres (063)",13578,2136,2008,424,9016
"Quechua (064)",413,22,131,9,251
"Asháninka (066)",1,,1,,
"Otra lengua nativa (067)",22,2,5,1,14
"Castellano (068)",13112,2107,1868,413,8730
"Es Sordomudo/a (070)",30,5,3,1,21
"Mujeres (072)",11719,2304,1346,210,7868
"Quechua (073)",352,26,58,10,259
"Aymara (074)",1,,1,,
"Asháninka (075)",1,,,1,
"Otra lengua nativa (076)",1,,,,1
"Castellano (077)",11341,2277,1284,199,7589
"Es Sordomudo/a (079)",23,1,3,,19
