"CUADRO Nº 1: POBLACIÓN TOTAL, POR AFILIACIÓN A ALGÚN TIPO DE SEGURO DE SALUD, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",,,,,
,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRUPOS DE EDAD",TOTAL,"AFILIADO A ALGÚN SEGURO DE SALUD",,,
,,"SIS (SEGURO INTEGRAL DE SALUD)",ESSALUD,"OTRO SEGURO DE SALUD",NINGUNO
,,,,,
"Provincia SAN ANTONIO DE PUTINA (000)",50490,5666,1027,561,43252
"Menos de 1 año (001)",927,405,25,19,478
"De 1 a 14 años (002)",14084,4351,303,182,9255
"De 15 a 29 años (003)",16581,599,221,120,15645
"De 30 a 44 años (004)",10783,183,248,120,10235
"De 45 a 64 años (005)",5931,90,190,88,5565
"De 65 y mas años (006)",2184,38,40,32,2074
"Hombres (008)",26862,2816,590,306,23163
"Menos de 1 año (009)",472,213,13,7,239
"De 1 a 14 años (010)",7181,2235,158,91,4703
"De 15 a 29 años (011)",8755,223,122,72,8342
"De 30 a 44 años (012)",6102,73,152,67,5812
"De 45 a 64 años (013)",3290,51,123,54,3063
"De 65 y mas años (014)",1062,21,22,15,1004
"Mujeres (016)",23628,2850,437,255,20089
"Menos de 1 año (017)",455,192,12,12,239
"De 1 a 14 años (018)",6903,2116,145,91,4552
"De 15 a 29 años (019)",7826,376,99,48,7303
"De 30 a 44 años (020)",4681,110,96,53,4423
"De 45 a 64 años (021)",2641,39,67,34,2502
"De 65 y mas años (022)",1122,17,18,17,1070
,,,,,
"URBANA (024)",33665,3124,914,466,29172
"Menos de 1 año (025)",634,273,24,14,323
"De 1 a 14 años (026)",9122,2214,286,152,6473
"De 15 a 29 años (027)",11704,420,188,99,11000
"De 30 a 44 años (028)",7739,131,219,109,7283
"De 45 a 64 años (029)",3511,63,166,77,3207
"De 65 y mas años (030)",955,23,31,15,886
"Hombres (032)",18118,1545,515,249,15817
"Menos de 1 año (033)",312,142,12,6,152
"De 1 a 14 años (034)",4638,1130,150,76,3284
"De 15 a 29 años (035)",6145,161,97,57,5833
"De 30 a 44 años (036)",4477,61,131,59,4228
"De 45 a 64 años (037)",2061,38,105,43,1876
"De 65 y mas años (038)",485,13,20,8,444
"Mujeres (040)",15547,1579,399,217,13355
"Menos de 1 año (041)",322,131,12,8,171
"De 1 a 14 años (042)",4484,1084,136,76,3189
"De 15 a 29 años (043)",5559,259,91,42,5167
"De 30 a 44 años (044)",3262,70,88,50,3055
"De 45 a 64 años (045)",1450,25,61,34,1331
"De 65 y mas años (046)",470,10,11,7,442
,,,,,
"RURAL (048)",16825,2542,113,95,14080
"Menos de 1 año (049)",293,132,1,5,155
"De 1 a 14 años (050)",4962,2137,17,30,2782
"De 15 a 29 años (051)",4877,179,33,21,4645
"De 30 a 44 años (052)",3044,52,29,11,2952
"De 45 a 64 años (053)",2420,27,24,11,2358
"De 65 y mas años (054)",1229,15,9,17,1188
"Hombres (056)",8744,1271,75,57,7346
"Menos de 1 año (057)",160,71,1,1,87
"De 1 a 14 años (058)",2543,1105,8,15,1419
"De 15 a 29 años (059)",2610,62,25,15,2509
"De 30 a 44 años (060)",1625,12,21,8,1584
"De 45 a 64 años (061)",1229,13,18,11,1187
"De 65 y mas años (062)",577,8,2,7,560
"Mujeres (064)",8081,1271,38,38,6734
"Menos de 1 año (065)",133,61,,4,68
"De 1 a 14 años (066)",2419,1032,9,15,1363
"De 15 a 29 años (067)",2267,117,8,6,2136
"De 30 a 44 años (068)",1419,40,8,3,1368
"De 45 a 64 años (069)",1191,14,6,,1171
"De 65 y mas años (070)",652,7,7,10,628
