"CUADRO Nº 10: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR AÑO EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, NIVEL EDUCATIVO ALCANZADO Y GRUPOS QUINQUENALES DE EDAD",TOTAL,"GRUPO DE AÑOS EN QUE NACIÓ SU ÚLTIMO HIJO NACIDO VIVO",,,,,,"NO ESPECIFICADO"
,,"ANTES DE 1960","1960 A 1969","1970 A 1979","1980 A 1989","1990 A 1999","2000 A 2007",
,,,,,,,,
"Provincia VILCAS HUAMAN (000)",6650,63,178,448,838,1160,2184,1779
"De 12 a 14 años (001)",7,,,,,,,7
"De 15 a 19 años (002)",206,,,,,,120,86
"De 20 a 24 años (003)",565,,,,,,372,193
"De 25 a 29 años (004)",647,,,,,20,466,161
"De 30 a 34 años (005)",643,,,,,81,457,105
"De 35 a 39 años (006)",633,,,,7,158,371,97
"De 40 a 44 años (007)",614,,,,16,218,264,116
"De 45 a 49 años (008)",514,,,,62,251,111,90
"De 50 y más años (009)",2821,63,178,448,753,432,23,924
"Sin nivel (010)",2658,58,153,362,543,395,317,830
"De 12 a 14 años (011)",1,,,,,,,1
"De 15 a 19 años (012)",6,,,,,,2,4
"De 20 a 24 años (013)",31,,,,,,22,9
"De 25 a 29 años (014)",55,,,,,4,39,12
"De 30 a 34 años (015)",82,,,,,10,58,14
"De 35 a 39 años (016)",108,,,,1,28,66,13
"De 40 a 44 años (017)",195,,,,4,65,85,41
"De 45 a 49 años (018)",151,,,,17,66,36,32
"De 50 y más años (019)",2029,58,153,362,521,222,9,704
"Educacion Inicial (020)",9,,,,,,6,3
"De 15 a 19 años (022)",1,,,,,,1,
"De 20 a 24 años (023)",1,,,,,,1,
"De 25 a 29 años (024)",1,,,,,,,1
"De 30 a 34 años (025)",3,,,,,,3,
"De 35 a 39 años (026)",3,,,,,,1,2
"Primaria (030)",2772,5,25,80,250,599,1209,604
"De 12 a 14 años (031)",4,,,,,,,4
"De 15 a 19 años (032)",100,,,,,,53,47
"De 20 a 24 años (033)",281,,,,,,192,89
"De 25 a 29 años (034)",347,,,,,6,269,72
"De 30 a 34 años (035)",365,,,,,49,272,44
"De 35 a 39 años (036)",346,,,,2,87,209,48
"De 40 a 44 años (037)",314,,,,9,119,133,53
"De 45 a 49 años (038)",304,,,,38,151,68,47
"De 50 y más años (039)",711,5,25,80,201,187,13,200
"Secundaria (040)",947,,,3,35,123,542,244
"De 12 a 14 años (041)",2,,,,,,,2
"De 15 a 19 años (042)",94,,,,,,62,32
"De 20 a 24 años (043)",230,,,,,,149,81
"De 25 a 29 años (044)",194,,,,,8,134,52
"De 30 a 34 años (045)",141,,,,,19,98,24
"De 35 a 39 años (046)",128,,,,3,36,67,22
"De 40 a 44 años (047)",61,,,,3,18,28,12
"De 45 a 49 años (048)",41,,,,6,24,4,7
"De 50 y más años (049)",56,,,3,23,18,,12
"Sup. no Univ. incompleta (050)",66,,,1,2,7,33,23
"De 15 a 19 años (052)",4,,,,,,2,2
"De 20 a 24 años (053)",12,,,,,,6,6
