"CUADRO Nº 15: POBLACIÓN FEMENINA DE 12 Y MÁS AÑOS DE EDAD, POR EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO(A) NACIDO VIVO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, Y RELIGIÓN QUE PROFESA",,,,,,,,,,,
,,,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL Y RELIGIÓN QUE PROFESA",TOTAL,"EDAD QUE TENÍA CUANDO NACIÓ SU PRIMER HIJO",,,,,,,,,"NO ESPECIFICADO"
,,"DE 12 A 14 AÑOS","DE 15 A 19 AÑOS","DE 20 A 24 AÑOS","DE 25 A 29 AÑOS","DE 30 A 34 AÑOS","DE 35 A 39 AÑOS","DE 40 A 44 AÑOS","DE 45 A 49 AÑOS","DE 50 A MÁS AÑOS",
,,,,,,,,,,,
"Provincia ASCOPE (000)",33114,439,11111,10384,4371,1915,853,230,28,,3783
"Catolica (001)",22904,272,7262,7251,3195,1440,620,147,20,,2697
"Cristiana / Evangelica (002)",7490,122,2834,2321,846,353,186,68,7,,753
"Otra (003)",1402,21,460,435,209,83,33,11,1,,149
"Ninguna (004)",1318,24,555,377,121,39,14,4,,,184
,,,,,,,,,,,
"URBANA (006)",29443,380,9642,9209,3994,1783,783,217,25,,3410
"Catolica (007)",20452,229,6331,6450,2931,1341,571,138,18,,2443
"Cristiana / Evangelica (008)",6733,113,2501,2085,779,332,169,65,6,,683
"Otra (009)",1191,16,366,373,183,77,30,10,1,,135
"Ninguna (010)",1067,22,444,301,101,33,13,4,,,149
,,,,,,,,,,,
"RURAL (012)",3671,59,1469,1175,377,132,70,13,3,,373
"Catolica (013)",2452,43,931,801,264,99,49,9,2,,254
"Cristiana / Evangelica (014)",757,9,333,236,67,21,17,3,1,,70
"Otra (015)",211,5,94,62,26,6,3,1,,,14
"Ninguna (016)",251,2,111,76,20,6,1,,,,35
