"CUADRO Nº 15: POBLACIÓN OCUPADA DE 6 Y MÁS AÑOS DE EDAD, POR NIVEL EDUCATIVO ALCANZADO, SEGÚN DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORÍA DE OCUPACIÓN",,,,,,,,,
,,,,,,,,,
"DEPARTAMENTO, PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y CATEGORIA DE OCUPACIÓN",TOTAL,"NIVEL EDUCATIVO ALCANZADO",,,,,,,
,,"SIN NIVEL","EDUCACIÓN INICIAL",PRIMARIA,SECUNDARIA,"SUP. NO UNIV. INCOMPLETA","SUP. NO UNIV. COMPLETA","SUP. UNIV. INCOMPLETA","SUP. UNIV. COMPLETA"
,,,,,,,,,
"Provincia PUERTO INCA (000)",10588,666,11,5845,3116,193,313,101,343
"Empleado (001)",734,3,,36,114,41,206,44,290
"Obrero (002)",1895,85,2,1044,680,35,24,17,8
"Trabajador independiente (003)",5699,417,4,3367,1690,95,61,30,35
"Empleador o patrono (004)",118,6,,73,27,2,3,4,3
"Trabajador familiar no remunerado (005)",1942,144,5,1212,534,17,18,6,6
"Trabajador del hogar (006)",200,11,,113,71,3,1,,1
"Hombres (008)",8586,427,9,4798,2695,154,209,83,211
"Empleado (009)",443,1,,18,78,27,120,29,170
"Obrero (010)",1667,67,2,880,637,34,22,17,8
"Trabajador independiente (011)",5010,304,3,3007,1516,76,50,28,26
"Empleador o patrono (012)",106,2,,69,25,2,2,4,2
"Trabajador familiar no remunerado (013)",1241,51,4,753,397,12,15,5,4
"Trabajador del hogar (014)",119,2,,71,42,3,,,1
"Mujeres (016)",2002,239,2,1047,421,39,104,18,132
"Empleado (017)",291,2,,18,36,14,86,15,120
"Obrero (018)",228,18,,164,43,1,2,,
"Trabajador independiente (019)",689,113,1,360,174,19,11,2,9
"Empleador o patrono (020)",12,4,,4,2,,1,,1
"Trabajador familiar no remunerado (021)",701,93,1,459,137,5,3,1,2
"Trabajador del hogar (022)",81,9,,42,29,,1,,
,,,,,,,,,
"URBANA (024)",2135,60,,743,822,89,178,58,185
"Empleado (025)",429,,,24,87,21,121,24,152
"Obrero (026)",471,5,,178,235,19,17,14,3
"Trabajador independiente (027)",979,47,,417,403,41,32,16,23
"Empleador o patrono (028)",35,1,,20,9,,,3,2
"Trabajador familiar no remunerado (029)",171,5,,78,69,7,7,1,4
"Trabajador del hogar (030)",50,2,,26,19,1,1,,1
"Hombres (032)",1526,25,,519,634,62,121,48,117
"Empleado (033)",273,,,12,60,15,77,15,94
"Obrero (034)",422,3,,145,223,18,16,14,3
"Trabajador independiente (035)",697,21,,296,302,25,23,15,15
"Empleador o patrono (036)",31,,,19,8,,,3,1
"Trabajador familiar no remunerado (037)",86,,,40,34,3,5,1,3
"Trabajador del hogar (038)",17,1,,7,7,1,,,1
"Mujeres (040)",609,35,,224,188,27,57,10,68
"Empleado (041)",156,,,12,27,6,44,9,58
"Obrero (042)",49,2,,33,12,1,1,,
"Trabajador independiente (043)",282,26,,121,101,16,9,1,8
"Empleador o patrono (044)",4,1,,1,1,,,,1
"Trabajador familiar no remunerado (045)",85,5,,38,35,4,2,,1
"Trabajador del hogar (046)",33,1,,19,12,,1,,
,,,,,,,,,
"RURAL (048)",8453,606,11,5102,2294,104,135,43,158
"Empleado (049)",305,3,,12,27,20,85,20,138
"Obrero (050)",1424,80,2,866,445,16,7,3,5
"Trabajador independiente (051)",4720,370,4,2950,1287,54,29,14,12
"Empleador o patrono (052)",83,5,,53,18,2,3,1,1
"Trabajador familiar no remunerado (053)",1771,139,5,1134,465,10,11,5,2
"Trabajador del hogar (054)",150,9,,87,52,2,,,
"Hombres (056)",7060,402,9,4279,2061,92,88,35,94
"Empleado (057)",170,1,,6,18,12,43,14,76
"Obrero (058)",1245,64,2,735,414,16,6,3,5
"Trabajador independiente (059)",4313,283,3,2711,1214,51,27,13,11
"Empleador o patrono (060)",75,2,,50,17,2,2,1,1
"Trabajador familiar no remunerado (061)",1155,51,4,713,363,9,10,4,1
"Trabajador del hogar (062)",102,1,,64,35,2,,,
"Mujeres (064)",1393,204,2,823,233,12,47,8,64
"Empleado (065)",135,2,,6,9,8,42,6,62
"Obrero (066)",179,16,,131,31,,1,,
"Trabajador independiente (067)",407,87,1,239,73,3,2,1,1
"Empleador o patrono (068)",8,3,,3,1,,1,,
"Trabajador familiar no remunerado (069)",616,88,1,421,102,1,1,1,1
"Trabajador del hogar (070)",48,8,,23,17,,,,
