"CUADRO Nº 39: POBLACIÓN ECONÓMICAMENTE INACTIVA DE 6 Y MÁS AÑOS , POR ACTIVIDAD NO LABORAL, SEGÚN DEPARTAMENTO, PROVINCIA Y DISTRITO, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",,,,,,,,,,
,,,,,,,,,,
"DEPARTAMENTO Y PROVINCIA, ÁREA URBANA Y RURAL, SEXO Y GRANDES GRUPOS DE EDAD",TOTAL,"ACTIVIDAD NO LABORAL",,,,,,,,
,,"ESTUDIANDO Y NO TRABAJO","VIVIENDO DE SU PENSIÓN Y JUBILACIÓN","VIVIENDO DE SUS RENTAS","AL CUIDADO DE SU HOGAR","POR SU EDAD","DE VIAJE",DISCAPACITADO,"SERVICIO MILITAR",OTRA
,,,,,,,,,,
"Provincia CANDARAVE (000)",3304,1624,9,68,1506,60,2,11,,24
"Hombres (001)",1268,822,7,39,348,29,2,7,,14
"Mujeres (002)",2036,802,2,29,1158,31,,4,,10
"De 06 a 14 años (003)",1253,1224,,,14,10,,1,,4
"Hombres (004)",643,625,,,8,6,,1,,3
"Mujeres (005)",610,599,,,6,4,,,,1
"De 15 a 29 años (006)",784,393,,7,377,,1,3,,3
"Hombres (007)",292,194,,3,91,,1,1,,2
"Mujeres (008)",492,199,,4,286,,,2,,1
"De 30 a 44 años (009)",478,6,,19,449,,1,2,,1
"Hombres (010)",105,3,,9,90,,1,1,,1
"Mujeres (011)",373,3,,10,359,,,1,,
"De 45 a 64 años (012)",370,1,4,16,343,,,1,,5
"Hombres (013)",83,,4,12,63,,,1,,3
"Mujeres (014)",287,1,,4,280,,,,,2
"De 65 y más años (015)",419,,5,26,323,50,,4,,11
"Hombres (016)",145,,3,15,96,23,,3,,5
"Mujeres (017)",274,,2,11,227,27,,1,,6
,,,,,,,,,,
"AREA URBANA (018)",2124,1010,8,61,981,45,,6,,13
"Hombres (019)",786,513,7,34,198,24,,3,,7
"Mujeres (020)",1338,497,1,27,783,21,,3,,6
"De 06 a 14 años (021)",762,745,,,6,7,,1,,3
"Hombres (022)",398,386,,,4,5,,1,,2
"Mujeres (023)",364,359,,,2,2,,,,1
"De 15 a 29 años (024)",521,261,,6,249,,,2,,3
"Hombres (025)",182,125,,3,52,,,,,2
"Mujeres (026)",339,136,,3,197,,,2,,1
"De 30 a 44 años (027)",288,3,,19,264,,,1,,1
"Hombres (028)",53,2,,9,40,,,1,,1
"Mujeres (029)",235,1,,10,224,,,,,
"De 45 a 64 años (030)",255,1,4,14,233,,,1,,2
"Hombres (031)",54,,4,11,37,,,1,,1
"Mujeres (032)",201,1,,3,196,,,,,1
"De 65 y más años (033)",298,,4,22,229,38,,1,,4
"Hombres (034)",99,,3,11,65,19,,,,1
"Mujeres (035)",199,,1,11,164,19,,1,,3
,,,,,,,,,,
"AREA RURAL (036)",1180,614,1,7,525,15,2,5,,11
"Hombres (037)",482,309,,5,150,5,2,4,,7
"Mujeres (038)",698,305,1,2,375,10,,1,,4
"De 06 a 14 años (039)",491,479,,,8,3,,,,1
"Hombres (040)",245,239,,,4,1,,,,1
"Mujeres (041)",246,240,,,4,2,,,,
"De 15 a 29 años (042)",263,132,,1,128,,1,1,,
"Hombres (043)",110,69,,,39,,1,1,,
"Mujeres (044)",153,63,,1,89,,,,,
"De 30 a 44 años (045)",190,3,,,185,,1,1,,
"Hombres (046)",52,1,,,50,,1,,,
"Mujeres (047)",138,2,,,135,,,1,,
"De 45 a 64 años (048)",115,,,2,110,,,,,3
"Hombres (049)",29,,,1,26,,,,,2
"Mujeres (050)",86,,,1,84,,,,,1
"De 65 y más años (051)",121,,1,4,94,12,,3,,7
"Hombres (052)",46,,,4,31,4,,3,,4
"Mujeres (053)",75,,1,,63,8,,,,3
