"CUADRO Nº 8: VIVIENDAS PARTICULARES CON OCUPANTES PRESENTES, POR MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA, SEGÚN DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",,,,,,,,
,,,,,,,,
"DEPARTAMENTO, PROVINCIA, DISTRITO, ÁREA URBANA Y RURAL, TIPO DE VIVIENDA Y TOTAL DE OCUPANTES PRESENTES",TOTAL,"MATERIAL PREDOMINANTE EN LOS PISOS DE LA VIVIENDA",,,,,,
,,TIERRA,CEMENTO,"LOSETAS, TERRAZOS, CERÁMICOS O SIMILARES","PARQUET O MADERA PULIDA","MADERA (PONA, TOR-NILLO, ETC.)","LÁMINAS ASFÁL-TICAS, VINÍLICOS O SIMILARES","OTRO MATERIAL"
,,,,,,,,
"Provincia CONDORCANQUI",,,,,,,,
"Viviendas particulares (001)",8650,6788,347,6,6,1475,,28
"Ocupantes presentes (002)",42662,33191,1490,34,29,7781,,137
"Casa independiente",,,,,,,,
"Viviendas particulares (004)",1991,1394,294,6,6,285,,6
"Ocupantes presentes (005)",9759,6974,1325,34,29,1374,,23
"Departamento en edificio",,,,,,,,
"Viviendas particulares (007)",7,,7,,,,,
"Ocupantes presentes (008)",15,,15,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (010)",14,,10,,,4,,
"Ocupantes presentes (011)",33,,26,,,7,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (013)",47,9,20,,,18,,
"Ocupantes presentes (014)",166,47,58,,,61,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (016)",6571,5375,12,,,1162,,22
"Ocupantes presentes (017)",32596,26115,53,,,6314,,114
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (019)",15,8,2,,,5,,
"Ocupantes presentes (020)",72,49,5,,,18,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (022)",3,1,2,,,,,
"Ocupantes presentes (023)",13,5,8,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (025)",2,1,,,,1,,
"Ocupantes presentes (026)",8,1,,,,7,,
,,,,,,,,
URBANA,,,,,,,,
"Viviendas particulares (028)",1226,773,230,4,4,215,,
"Ocupantes presentes (029)",6124,4035,1057,19,17,996,,
"Casa independiente",,,,,,,,
"Viviendas particulares (031)",1142,756,190,4,4,188,,
"Ocupantes presentes (032)",5831,3939,946,19,17,910,,
"Departamento en edificio",,,,,,,,
"Viviendas particulares (034)",7,,7,,,,,
"Ocupantes presentes (035)",15,,15,,,,,
"Vivienda en quinta",,,,,,,,
"Viviendas particulares (037)",14,,10,,,4,,
"Ocupantes presentes (038)",33,,26,,,7,,
"Vivienda en casa de vecindad",,,,,,,,
"Viviendas particulares (040)",47,9,20,,,18,,
"Ocupantes presentes (041)",166,47,58,,,61,,
"Choza o cabaña",,,,,,,,
"Vivienda improvisada",,,,,,,,
"Viviendas particulares (046)",15,8,2,,,5,,
"Ocupantes presentes (047)",72,49,5,,,18,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (049)",1,,1,,,,,
"Ocupantes presentes (050)",7,,7,,,,,
"Otro tipo",,,,,,,,
,,,,,,,,
RURAL,,,,,,,,
"Viviendas particulares (055)",7424,6015,117,2,2,1260,,28
"Ocupantes presentes (056)",36538,29156,433,15,12,6785,,137
"Casa independiente",,,,,,,,
"Viviendas particulares (058)",849,638,104,2,2,97,,6
"Ocupantes presentes (059)",3928,3035,379,15,12,464,,23
"Departamento en edificio",,,,,,,,
"Vivienda en quinta",,,,,,,,
"Vivienda en casa de vecindad",,,,,,,,
"Choza o cabaña",,,,,,,,
"Viviendas particulares (070)",6571,5375,12,,,1162,,22
"Ocupantes presentes (071)",32596,26115,53,,,6314,,114
"Vivienda improvisada",,,,,,,,
"Local no dest.para hab. humana",,,,,,,,
"Viviendas particulares (076)",2,1,1,,,,,
"Ocupantes presentes (077)",6,5,1,,,,,
"Otro tipo",,,,,,,,
"Viviendas particulares (079)",2,1,,,,1,,
"Ocupantes presentes (080)",8,1,,,,7,,
